id,name,desc,type,q
Hans-Brunbäck_132,Hans Brunbäck,Hans Erland Brunbäck (born 1932-12-17) IFK Göteborg player stated in ifkdb.se,Q5,
Fredrik-Bryngelsson_134,Fredrik Bryngelsson,"Hans Arne Fredrik Bryngelsson (born 1975-04-10) IFK Göteborg player, last season 1994",Q5,Q3752816
Peter-Caban_140,Peter Caban,"Lars Peter Caban (born 1971-08-24) midfielder in IFK Göteborg, last season 1991",Q5,Q133565966
André-Calisir_884,André Calisir,"André Jack Calisir (born 1990-06-13) midfielder in IFK Göteborg, last season 2020",Q5,Q4759847
Diego-Calvo_766,Diego Calvo,"Diego Gerardo Calvo Fonseca (born 1991-03-25) IFK Göteborg player, last season 2014",Q5,Q3707147
Benny-Canefur_153,Benny Canefur,"Ulf Benny Canefur (born 1961-02-22) attacker in IFK Göteborg, last season 1980",Q5,
Sören-Canefur_141,Sören Canefur,Bo Sören Canefur (born 1956-04-24) IFK Göteborg player stated in ifkdb.se,Q5,
Adam-Carlén_958,Adam Carlén,"Adam Erik Carlén (born 2000-06-27) midfielder in IFK Göteborg, last season 2025",Q5,Q69043930
Ulf-Carlgren_142,Ulf Carlgren,"Ulf Anders Einar Carlgren (born 1962-08-20) defender in IFK Göteborg, last season 1985",Q5,Q132860604
Alexander-Carlsson_1011,Alexander Carlsson,Thomas Alexander Carlsson (born 2007-08-02) IFK Göteborg player stated in ifkdb.se,Q5,
Algot-Carlsson_143,Algot Carlsson,Algot Edvin Gottfrid Carlsson (born 1901-05-12) IFK Göteborg player stated in ifkdb.se,Q5,Q121160727
Bengt-Carlsson_144,Bengt Carlsson,IFK Göteborg player stated in ifkdb.se,Q5,
Bror-Carlsson_145,Bror Carlsson,Bror Oskar Eugén Carlsson (born 1897-06-28) IFK Göteborg player stated in ifkdb.se,Q5,Q15905726
Erik-Carlsson_146,Erik Carlsson,IFK Göteborg player stated in ifkdb.se,Q5,
Jan-Carlsson_147,Jan Carlsson,IFK Göteborg player stated in ifkdb.se,Q5,
Jerry-Carlsson_148,Jerry Carlsson,"Björn Jerry Carlsson (born 1953-11-21) midfielder in IFK Göteborg, last season 1987",Q5,Q5603214
John-Carlsson_378,John Carlsson,John Osvald Hilding Carlsson (born 1893-04-05) IFK Göteborg player stated in ifkdb.se,Q5,
Lennart-Carlsson_381,Lennart Carlsson,Karl Gustaf Lennart Carlsson (born 1909-05-12) IFK Göteborg player stated in ifkdb.se,Q5,
Mats-Ola-Carlsson_150,Mats-Ola Carlsson,"Per Mats Ola Carlsson (born 1961-01-28) midfielder in IFK Göteborg, last season 1988",Q5,Q63609798
Nicklas-Carlsson_767,Nicklas Carlsson,"Lars Nicklas Carlsson (born 1979-11-13) midfielder in IFK Göteborg, last season 2010",Q5,Q473045
Jan-Carlstedt+(Johansson)_329,Jan Carlstedt,Jan Kent Carlstedt (born 1937-02-26) IFK Göteborg player stated in ifkdb.se,Q5,
Linus-Carlstrand_946,Linus Carlstrand,"Linus Casper Carlstrand (born 2004-08-31) attacker in IFK Göteborg, last season 2025",Q5,Q112767025
Viktor-Carlund_1003,Viktor Carlund,Karl Viktor Carlund (born 1906-02-05) IFK Göteborg player stated in ifkdb.se,Q5,
Hussein-Carneil_941,Hussein Carneil,"Hussein Carneil (born 2003-05-09) attacker in IFK Göteborg, last season 2025",Q5,Q111306648
Kim-Christensen_768,Kim Christensen,"Kim Christensen (born 1979-07-16) goalkeeper in IFK Göteborg, last season 2010",Q5,Q973969
Rolf-Christensson_398,Rolf Christensson,Rolf Bertil Morgan Christensson (born 1912-12-26) IFK Göteborg player stated in ifkdb.se,Q5,Q121160766
Tage-Christoffersson_155,Tage Christoffersson,"Tage Harry Christoffersson (born 1952-07-26) goalkeeper in IFK Göteborg, last season 1979",Q5,
Leif-Claesson_156,Leif Claesson,Leif Knut-Inge Klasson (born 1940-12-17) IFK Göteborg player stated in ifkdb.se,Q5,
Rickard-Claesson_157,Rickard Claesson,"Staffan Rickard Claesson (born 1977-03-19) goalkeeper in IFK Göteborg, last season 2004",Q5,Q2151652
Rune-Claesson_158,Rune Claesson,Rune Ingvar Klasson (born 1924-02-02) IFK Göteborg player stated in ifkdb.se,Q5,
Sebastian-Clemmensen_999,Sebastian Clemmensen,Sebastian Senna Hounou Clemmensen (born 2003-09-01) IFK Göteborg player stated in ifkdb.se,Q5,Q130741333
Tiago-Coimbra_1010,Tiago Coimbra,Tiago de Freitas Guimarães Coimbra (born 2004-01-17) IFK Göteborg player stated in ifkdb.se,Q5,
Dan-Corneliusson_159,Dan Corneliusson,"Mats Dan Erling Corneliusson (born 1961-10-02) attacker in IFK Göteborg, last season 1983",Q5,Q571153
Martín-Crossa_160,Martín Crossa,"Nelson Martín Crossa (born 1977-02-02) attacker in IFK Göteborg, last season 2003",Q5,Q590651
Patrick-Cruz_848,Patrick Cruz,"Patrick dos Santos Cruz (born 1993-04-01) attacker in IFK Göteborg, last season 2015",Q5,Q26706897
Kristopher-Da+Graca_870,Graca Kristopher Da,"Kristopher Santos Da Graca (born 1998-01-16) IFK Göteborg player, last season 2020",Q5,Q37012827
Patrik-Dahbo+(Karlsson)_382,Patrik Dahbo,"Patrik Carl Olof Dahbo (born 1979-12-27) midfielder in IFK Göteborg, last season 1998",Q5,Q129763746
Lennart-Dahlberg_161,Lennart Dahlberg,Lennart Folke Dahlberg (born 1938-05-25) IFK Göteborg player stated in ifkdb.se,Q5,
Pontus-Dahlberg_865,Pontus Dahlberg,"Pontus Jacob Ragne Dahlberg (born 1999-01-21) goalkeeper in IFK Göteborg, last season 2025",Q5,Q28911572
Erik-Dahlin_769,Erik Dahlin,"Erik Axel Dahlin (born 1989-04-28) goalkeeper in IFK Göteborg, last season 2019",Q5,Q420126
Edvin-Dahlqvist_892,Edvin Dahlqvist,"Edvin Thomas Dahlqvist (born 1999-06-14) defender in IFK Göteborg, last season 2019",Q5,Q63801141
Fredrik-Dahlqvist_162,Fredrik Dahlqvist,"Jan Fredrik Dahlqvist (born 1976-11-12) defender in IFK Göteborg, last season 1996",Q5,
Isak-Dahlqvist_915,Isak Dahlqvist,"Isak Mikael Dahlqvist (born 2001-09-25) IFK Göteborg player, last season 2021",Q5,Q103951530
Erik-Dahlström_163,Erik Dahlström,Erik Valdemar Dahlström (born 1889-02-14) IFK Göteborg player stated in ifkdb.se,Q5,Q121160728
Lennart-Danielsson_164,Lennart Danielsson,"Bo Lennart Danielsson (born 1939-02-18) IFK Göteborg player, last season 1960",Q5,
Sten-Danielsson_166,Sten Danielsson,Sten Erwing Danielsson (born 1948-06-14) IFK Göteborg player stated in ifkdb.se,Q5,Q5616888
Sven-Danielsson_167,Sven Danielsson,Sven Ingemar Danielsson (born 1934-10-04) IFK Göteborg player stated in ifkdb.se,Q5,
Emil-Davidsson_165,Emil Davidsson,Emil Ferdinand Davidsson (born 1883-07-12) IFK Göteborg player stated in ifkdb.se,Q5,Q121160729
Javier-De+Pedro_770,Pedro Javier De,"Francisco Javier de Pedro Falque (born 1973-08-04) midfielder in IFK Göteborg, last season 2005",Q5,Q462237
Marcus-Degerlund_880,Marcus Degerlund,"Marcus Gustav Degerlund (born 1998-03-16) IFK Göteborg player, last season 2018",Q5,Q29558648
Mamadou-Diallo_168,Mamadou Diallo,"Mamadou Diallo Sebane (born 1971-08-28) attacker in IFK Göteborg, last season 2003",Q5,Q2054985
Mix-Diskerud_874,Mix Diskerud,"Mikkel Morgenstar Pålssønn Diskerud (born 1990-10-02) midfielder in IFK Göteborg, last season 2018",Q5,Q225583
Rolf-Dönell+(Andersson)_65,Rolf Dönell,Rolf Axel Dönell (born 1929-10-05) IFK Göteborg player stated in ifkdb.se,Q5,Q19758568
Andreas-Drugge_771,Andreas Drugge,"Andreas Staffan Drugge (born 1983-01-20) midfielder in IFK Göteborg, last season 2011",Q5,Q197503
Tord-Dubar_169,Tord Dubar,"Tord Arvid Dubar (born 1941-06-04) attacker in IFK Göteborg, last season 1960",Q5,
Mikael-Dyrestam_772,Mikael Dyrestam,"Mikael Bertil Dyrestam (born 1991-12-10) midfielder in IFK Göteborg, last season 2013",Q5,Q3136604
Patrick-Dyrestam_773,Patrick Dyrestam,"Patrick Robin Dyrestam (born 1996-03-11) IFK Göteborg player, last season 2015",Q5,Q23918684
Franklin-Edenholm_170,Franklin Edenholm,Gustaf Franklin Edenholm (born 1891-11-29) IFK Göteborg player stated in ifkdb.se,Q5,Q121160731
Ralf-Edström_171,Ralf Edström,"Ralf Sigvard Edström (born 1952-10-07) attacker in IFK Göteborg, last season 1979",Q5,Q161918
Sten-Edström_172,Sten Edström,Sten Vilgot Edström (born 1931-03-03) IFK Göteborg player stated in ifkdb.se,Q5,
Victor-Edvardsen_849,Victor Edvardsen,"Victor Kaj Edvardsen (born 1996-01-14) attacker in IFK Göteborg, last season 2015",Q5,Q97386372
Erik-Eiserman_173,Erik Eiserman,Erik Vilhelm Eiserman (born 1892-08-09) IFK Göteborg player stated in ifkdb.se,Q5,Q121160732
Nils-Ekeroth_175,Nils Ekeroth,Nils Bertil Ekeroth (born 1930-04-28) IFK Göteborg player stated in ifkdb.se,Q5,
Rolf-Eklöf_177,Rolf Eklöf,Rolf David Gunnar Eklöf (born 1938-07-24) IFK Göteborg player stated in ifkdb.se,Q5,Q138565811
Håkan-Eklund_176,Håkan Eklund,Ernst Håkan Eklund (born 1941-12-18) IFK Göteborg player stated in ifkdb.se,Q5,
Björn-Ekman_178,Björn Ekman,Björn Olof Rune Ekman (born 1949-05-04) IFK Göteborg player stated in ifkdb.se,Q5,
Carl-Ekman_179,Carl Ekman,Karl Vilhelm Ekman (born 1885-09-26) IFK Göteborg player stated in ifkdb.se,Q5,
Dan-Ekner_180,Dan Ekner,Dan Heimer Ekner (born 1927-07-05) IFK Göteborg player stated in ifkdb.se,Q5,Q1159057
Johnny-Ekström_181,Johnny Ekström,"Johnny Douglas Ekström (born 1965-03-05) attacker in IFK Göteborg, last season 1998",Q5,Q689331
Josef-El+Dana_182,Dana Josef El,"Josef Robin El Dana (born 1981-06-23) midfielder in IFK Göteborg, last season 2001",Q5,
Karl-Erik-Eliasson_183,Karl-Erik Eliasson,Karl Erik Ingvar Eliasson (born 1916-04-22) IFK Göteborg player stated in ifkdb.se,Q5,Q121160733
Göran-Elovsson_184,Göran Elovsson,"Bengt Göran Jonas Elovsson (born 1958-04-29) midfielder in IFK Göteborg, last season 1980",Q5,
Rune-Emanuelsson_185,Rune Emanuelsson,Rune Verner Emanuelsson (born 1923-10-08) IFK Göteborg player stated in ifkdb.se,Q5,Q3942718
Ove-Engström_186,Ove Engström,"Ove Bertil Engström (born 1947-03-06) IFK Göteborg player, last season 1971",Q5,
Gustav-Engvall_774,Gustav Engvall,"Gustav Per Fredrik Engvall (born 1996-04-29) attacker in IFK Göteborg, last season 2018",Q5,Q15114032
Erhan-Erdogan_775,Erhan Erdogan,"Erhan Erdogan (born 1988-03-16) midfielder in IFK Göteborg, last season 2007",Q5,
Ove-Erickson_196,Ove Erickson,Olof Vilhelm Erik Erickson (born 1884-11-21) IFK Göteborg player stated in ifkdb.se,Q5,Q121160734
Kurt-Ericsson_188,Kurt Ericsson,IFK Göteborg player stated in ifkdb.se,Q5,
Martin-Ericsson_189,Martin Ericsson,"Martin Kjell Henrik Ericsson (born 1980-09-04) midfielder in IFK Göteborg, last season 2003",Q5,Q602051
Pär-Ericsson_776,Pär Ericsson,"Kjell Pär Oskar Ericsson (born 1988-07-21) attacker in IFK Göteborg, last season 2012",Q5,Q2120468
Björn-Eriksson_187,Björn Eriksson,Björn Åke Eriksson (born 1943-09-10) IFK Göteborg player stated in ifkdb.se,Q5,Q16632915
Daniel-Eriksson_190,Daniel Eriksson,"Bo Daniel Eriksson (born 1969-10-09) IFK Göteborg player, last season 1988",Q5,
Elis-Eriksson_191,Elis Eriksson,Axel Elis Erland Eriksson (born 1902-12-10) IFK Göteborg player stated in ifkdb.se,Q5,Q121157323
Felix-Eriksson_948,Felix Eriksson,Felix David William Eriksson (born 2004-05-21) IFK Göteborg player stated in ifkdb.se,Q5,Q113815319
Gösta-Eriksson_192,Gösta Eriksson,Bo-Gösta Valdemar Eriksson (born 1922-01-01) IFK Göteborg player stated in ifkdb.se,Q5,
Lars-Erik-Eriksson_194,Lars-Erik Eriksson,Lars Erik Vilhelm Eriksson (born 1925-03-06) IFK Göteborg player stated in ifkdb.se,Q5,
Nils-Eriksson_195,Nils Eriksson,Nils Bertil Eriksson (born 1916-03-02) IFK Göteborg player stated in ifkdb.se,Q5,Q121080445
Per-Erik-Eriksson_197,Per-Erik Eriksson,"Per-Erik Eriksson (born 1945-09-15) attacker in IFK Göteborg, last season 1975",Q5,Q121075707
Peter-Eriksson_198,Peter Eriksson,"Bertil Peter Eriksson (born 1969-05-18) attacker in IFK Göteborg, last season 2002",Q5,Q5717177
Rolf-Eriksson_199,Rolf Eriksson,Rolf Helmer Eriksson (born 1932-03-14) IFK Göteborg player stated in ifkdb.se,Q5,
Sebastian-Eriksson_777,Sebastian Eriksson,"Sebastian Anders Fredrik Eriksson (born 1989-01-31) midfielder in IFK Göteborg, last season 2023",Q5,Q969440
August-Erlingmark_871,August Erlingmark,Jan August Erlingmark (born 1998-04-22) IFK Göteborg player stated in ifkdb.se,Q5,Q30064194
Magnus-Erlingmark_200,Magnus Erlingmark,"Per Magnus Erlingmark (born 1968-07-08) attacker in IFK Göteborg, last season 2004",Q5,Q722169
Gabriel-Ersoy_1008,Gabriel Ersoy,Gabriel Elias Ersoy (born 2005-06-07) IFK Göteborg player stated in ifkdb.se,Q5,
Kaj-Eskelinen_201,Kaj Eskelinen,"Kaj Matti Juhani Eskelinen (born 1969-02-21) attacker in IFK Göteborg, last season 1992",Q5,Q264546
Mathias-Etéus_778,Mathias Etéus,"Mathias Etéus (born 1990-06-07) attacker in IFK Göteborg, last season 2009",Q5,Q5720170
Bert-Fagerman_202,Bert Fagerman,Bert Eilert Tage Fagerman (born 1932-02-20) IFK Göteborg player stated in ifkdb.se,Q5,Q131334505
Arvid-Fagrell_203,Arvid Fagrell,Arvid Fagrell (born 1888-08-10) IFK Göteborg player stated in ifkdb.se,Q5,Q4802409
Sven-Fagrell_204,Sven Fagrell,Sven Fagrell (born 1891-01-26) IFK Göteborg player stated in ifkdb.se,Q5,
Stig-Falk_205,Stig Falk,"Stig Erik Falk (born 1945-12-27) attacker in IFK Göteborg, last season 1971",Q5,
Lennart-Falkenström_206,Lennart Falkenström,Tage Lennart Falkenström (born 1926-05-23) IFK Göteborg player stated in ifkdb.se,Q5,
Alexander-Faltsetas_779,Alexander Faltsetas,"Alexander Daniel Faltsetas (born 1987-07-04) midfielder in IFK Göteborg, last season 2011",Q5,Q4718827
Alexander-Farnerud_920,Alexander Farnerud,"Alexander Hans Christian Farnerud (born 1984-05-01) attacker in IFK Göteborg, last season 2020",Q5,Q1341836
Pontus-Farnerud_780,Pontus Farnerud,"Hans Pontus Farnerud (born 1980-06-04) midfielder in IFK Göteborg, last season 2013",Q5,Q526682
Axel-Färnström_224,Axel Färnström,Nils Axel Emanuel Färnström (born 1925-11-20) IFK Göteborg player stated in ifkdb.se,Q5,Q116820864
Emil-Fasth_1000,Emil Fasth,Emil Carl Olof Fasth (born 2008-05-05) IFK Göteborg player stated in ifkdb.se,Q5,
Reine-Feldt_208,Reine Feldt,Reine Arnold Feldt (born 1945-09-29) IFK Göteborg player stated in ifkdb.se,Q5,Q15614572
Max-Fenger_717,Max Fenger,Max Johannes Whitta Fenger (born 2001-08-07) IFK Göteborg player stated in ifkdb.se,Q5,Q96112552
Gunnar-Ferm_209,Gunnar Ferm,Gunnar Roland Ferm (born 1938-03-10) IFK Göteborg player stated in ifkdb.se,Q5,
Lars-Fernell_210,Lars Fernell,"Bo Lars Åke Fernell (born 1943-10-10) IFK Göteborg player, last season 1968",Q5,
Yaqub-Finey_947,Yaqub Finey,"Yaqub Hassan Muse Finey (born 2003-09-24) attacker in IFK Göteborg, last season 2022",Q5,Q121158977
Lennart-Flink_26,Lennart Flink,Hugo Lennart Flink (born 1927-08-31) IFK Göteborg player stated in ifkdb.se,Q5,Q121143383
Douglas-Flobrant_211,Douglas Flobrant,"Rolf Werner Douglas Flobrant (born 1950-08-27) midfielder in IFK Göteborg, last season 1973",Q5,
Johan-Flykt-Rosén_212,Johan Flykt-Rosén,"Johan Peter Flykt-Rosén (born 1974-04-28) defender in IFK Göteborg, last season 1993",Q5,Q129675129
Fredrik-Folcker_213,Fredrik Folcker,"Carl Fredrik Stefan Folcker (born 1964-01-30) defender in IFK Göteborg, last season 1983",Q5,
Bertil-Forsberg_214,Bertil Forsberg,"Stig Bertil Forsberg (born 1952-05-20) attacker in IFK Göteborg, last season 1973",Q5,
Gunnar-Forsberg_215,Gunnar Forsberg,Karl Gunnar Osvald Forsberg (born 1911-03-17) IFK Göteborg player stated in ifkdb.se,Q5,Q121160735
Leif-Forsberg_216,Leif Forsberg,"Leif Folke Enar Forsberg (born 1963-04-15) attacker in IFK Göteborg, last season 1989",Q5,Q5736757
José-Fortes_217,José Fortes,"José Carlos Fortes (born 1968-03-20) IFK Göteborg player, last season 1988",Q5,
Folke-Franzén_218,Folke Franzén,Folke Potens Manne Gottfrid Franzén (born 1888-02-05) IFK Göteborg player stated in ifkdb.se,Q5,
Georg-Fredriksson_219,Georg Fredriksson,IFK Göteborg player stated in ifkdb.se,Q5,
Stig-Fredriksson_220,Stig Fredriksson,"Stig Daniel Fredriksson (born 1956-03-06) defender in IFK Göteborg, last season 1988",Q5,Q1257403
Harry-Friberg_221,Harry Friberg,Gustaf Harry Friberg (born 1904-02-04) IFK Göteborg player stated in ifkdb.se,Q5,
Sven-Friberg_589,Sven Friberg,Sven Richard Friberg (born 1895-02-07) IFK Göteborg player stated in ifkdb.se,Q5,Q723475
Per-Frise_222,Per Frise,Per Olof Frise (born 1893-12-06) IFK Göteborg player stated in ifkdb.se,Q5,Q121160737
Dan-Fröberg_223,Dan Fröberg,"Dan Nils-Olov Fröberg (born 1964-08-13) attacker in IFK Göteborg, last season 1988",Q5,Q65929547
Niclas-Galle+(Johansson)_337,Niclas Galle,"Otto Niclas Galle (born 1973-08-31) midfielder in IFK Göteborg, last season 1993",Q5,Q116994478
Steve-Gardner_225,Steve Gardner,"Stephen David Gardner (born 1958-10-07) attacker in IFK Göteborg, last season 1984",Q5,Q1340522
Henry-Gedda_226,Henry Gedda,Rolf Henry Gedda (born 1908-08-21) IFK Göteborg player stated in ifkdb.se,Q5,
Ali-Gerba_781,Ali Gerba,"Ali Ngon Gerba (born 1981-09-04) attacker in IFK Göteborg, last season 2007",Q5,Q719532
Mats-Gerdtham+(Johansson)_336,Mats Gerdtham,"Mats Gösta Gerdtham (born 1952-07-15) midfielder in IFK Göteborg, last season 1976",Q5,
Nordin-Gerzic_782,Nordin Gerzic,"Nordin Gerzic (born 1983-11-09) attacker in IFK Göteborg, last season 2014",Q5,Q1452258
Alai-Ghasem_17,Alai Ghasem,"Alai Hussain Ghasem (born 2003-02-16) IFK Göteborg player, last season 2024",Q5,Q113710061
Gillis-Gillås+(Andersson)_36,Gillis Gillås,Gillis Valerius Gillås (born 1895-02-20) IFK Göteborg player stated in ifkdb.se,Q5,Q121160712
Erik-Glader_227,Erik Glader,Erik Allan Glader (born 1920-02-02) IFK Göteborg player stated in ifkdb.se,Q5,
Arne-Göransson_243,Arne Göransson,Arne Vilgott Göransson (born 1918-01-30) IFK Göteborg player stated in ifkdb.se,Q5,Q121160739
Kurt-Göransson_244,Kurt Göransson,Kurt Egon Verner Göransson (born 1928-11-30) IFK Göteborg player stated in ifkdb.se,Q5,
Evert-Grahn_228,Evert Grahn,Knut Evert Grahn (born 1921-05-21) IFK Göteborg player stated in ifkdb.se,Q5,Q129090201
Erik-Granath_229,Erik Granath,Erik Gustaf Valfrid Granath (born 1910-10-12) IFK Göteborg player stated in ifkdb.se,Q5,Q15808399
Krister-Granbom_230,Krister Granbom,Bo Krister Granbom (born 1941-04-09) IFK Göteborg player stated in ifkdb.se,Q5,Q1593163
Tryggve-Granqvist_231,Tryggve Granqvist,Tryggve Stefan Granqvist (born 1925-12-25) IFK Göteborg player stated in ifkdb.se,Q5,Q132124557
Bertil-Gren_232,Bertil Gren,Olof Bertil Gren (born 1918-12-02) IFK Göteborg player stated in ifkdb.se,Q5,Q121160738
Gunnar-Gren_233,Gunnar Gren,Johan Gunnar Gren (born 1920-10-31) IFK Göteborg player stated in ifkdb.se,Q5,Q314511
Mats-Gren_234,Mats Gren,"Mats Åke Gren (born 1963-12-20) attacker in IFK Göteborg, last season 1985",Q5,Q1909063
Helge-Grönvall_235,Helge Grönvall,Helge Georg Grönwall (born 1929-11-02) IFK Göteborg player stated in ifkdb.se,Q5,
Sune-Grundén_711,Sune Grundén,Carl Sune Roland Grundén (born 1942-05-30) IFK Göteborg player stated in ifkdb.se,Q5,
Erik-Gunnarsson_890,Erik Gunnarsson,"Hans Erik Gunnarsson (born 1999-02-08) IFK Göteborg player, last season 2019",Q5,Q63124014
Ingvar-Gunnesson_236,Ingvar Gunnesson,Fritz Ingvar Hilding Gunnesson (born 1921-11-09) IFK Göteborg player stated in ifkdb.se,Q5,
Gustaf-Gustafsson_237,Gustaf Gustafsson,Gustaf Torvald Gustafsson (born 1902-11-06) IFK Göteborg player stated in ifkdb.se,Q5,Q115976236
Joel-Gustafsson_784,Joel Gustafsson,"Erik Joel Gustafsson (born 1986-09-24) IFK Göteborg player, last season 2005",Q5,
Magnus-Gustafsson_238,Magnus Gustafsson,"Per Magnus Gustafsson (born 1967-01-24) attacker in IFK Göteborg, last season 1995",Q5,Q115787864
Oskar-Gustafsson_431,Oskar Gustafsson,"Steve Oskar Robert Gustafsson (born 1988-02-22) IFK Göteborg player, last season 2007",Q5,
Ove-Gustafsson_239,Ove Gustafsson,IFK Göteborg player stated in ifkdb.se,Q5,
Stig-Gustafsson_241,Stig Gustafsson,Stig Gustaf Gustafsson (born 1931-09-15) IFK Göteborg player stated in ifkdb.se,Q5,Q125914604
Åke-Gustavsson_242,Åke Gustavsson,"Åke Yngve Gustavsson (born 1935-03-10) IFK Göteborg player, last season 1963",Q5,
David-Gutierrez+Arvidsson_783,Arvidsson David Gutierrez,"David Fausto Gutierrez Arvidsson (born 1994-10-20) defender in IFK Göteborg, last season 2014",Q5,
Einar-Haak_245,Einar Haak,Olof Einar Haak (born 1901-04-15) IFK Göteborg player stated in ifkdb.se,Q5,Q121160740
Jan-Hafstrand_246,Jan Hafstrand,Jan Ronald Lennart Hafstrand (born 1944-04-22) IFK Göteborg player stated in ifkdb.se,Q5,
Harry-Hagberg_247,Harry Hagberg,Karl Harry Hagberg (born 1925-11-12) IFK Göteborg player stated in ifkdb.se,Q5,
Elias-Hagen_240,Elias Hagen,"Elias Kristoffersen Hagen (born 2000-01-20) midfielder in IFK Göteborg, last season 2023",Q5,Q100560310
Per-Hägglund_292,Per Hägglund,"Per Ruben Hägglund (born 1951-01-09) midfielder in IFK Göteborg, last season 1971",Q5,
Philip-Haglund_785,Philip Haglund,"Philip Thomas Jesper Haglund (born 1987-03-22) midfielder in IFK Göteborg, last season 2014",Q5,Q2543707
Warner-Hahn_942,Warner Hahn,"Warner Lloyd Hahn (born 1992-06-15) goalkeeper in IFK Göteborg, last season 2022",Q5,Q13033770
Hans-Håkansson_290,Hans Håkansson,"Hans Kim Håkansson (born 1978-08-11) goalkeeper in IFK Göteborg, last season 1995",Q5,
Nils-Håkansson_291,Nils Håkansson,Nils Johan Tage Håkansson Lind (born 1891-02-09) IFK Göteborg player stated in ifkdb.se,Q5,
Åke-Hallman_248,Åke Hallman,Gustaf Åke Linus Hallman (born 1912-11-12) IFK Göteborg player stated in ifkdb.se,Q5,Q10726271
Marek-Hamšík_934,Marek Hamšík,"Marek Hamšík (born 1987-07-27) midfielder in IFK Göteborg, last season 2021",Q5,Q201825
Nils-Hansén_249,Nils Hansén,Nils Harry Hansén (born 1920-04-18) IFK Göteborg player stated in ifkdb.se,Q5,Q5788554
Åke-Hansson_256,Åke Hansson,Åke Rolf Hansson (born 1903-04-16) IFK Göteborg player stated in ifkdb.se,Q5,Q109583152
Gustaf-Hansson_250,Gustaf Hansson,Gustaf Henry Hansson (born 1924-05-02) IFK Göteborg player stated in ifkdb.se,Q5,
Holger-Hansson_251,Holger Hansson,Holger Valdemar Hansson (born 1927-01-26) IFK Göteborg player stated in ifkdb.se,Q5,Q1624523
Kjell-Hansson_252,Kjell Hansson,IFK Göteborg player stated in ifkdb.se,Q5,
Per-Olof-Hansson_253,Per-Olof Hansson,Erik Per Olof Hansson (born 1932-03-24) IFK Göteborg player stated in ifkdb.se,Q5,Q120961201
Thomas-Hansson_254,Thomas Hansson,Jan Thomas Hansson (born 1962-08-23) IFK Göteborg player stated in ifkdb.se,Q5,
Viktor-Hansson_255,Viktor Hansson,Karl Viktor Hansson (born 1893-08-26) IFK Göteborg player stated in ifkdb.se,Q5,Q121160742
Jasin-Hasani_978,Jasin Hasani,"Jasin Hasani (born 2003-12-28) midfielder in IFK Göteborg, last season 2024",Q5,
Sebastian-Hausner_957,Sebastian Hausner,"Sebastian Lund Hausner (born 2000-04-11) IFK Göteborg player, last season 2024",Q5,Q47001239
Yngve-Hedelin_257,Yngve Hedelin,Yngve Rudolf Hedelin (born 1909-03-27) IFK Göteborg player stated in ifkdb.se,Q5,Q121160743
Mats-Hedén_258,Mats Hedén,"Sven Mats Hedén (born 1976-05-30) defender in IFK Göteborg, last season 1995",Q5,
Melwin-Hedman_998,Melwin Hedman,Melwin Hedman (born 2008-06-21) IFK Göteborg player stated in ifkdb.se,Q5,
Peter-Hedman_259,Peter Hedman,"Peter Johannes Hedman (born 1966-09-18) IFK Göteborg player, last season 1987",Q5,Q3900859
Hampus-Heed_956,Hampus Heed,"Hampus Oscar Heed (born 2004-11-10) defender in IFK Göteborg, last season 2023",Q5,
Thomas-Heed_260,Thomas Heed,"Åke Thomas Heed (born 1980-08-12) midfielder in IFK Göteborg, last season 2001",Q5,Q123354195
Gösta-Heinefeldt+(Svensson)_659,Gösta Heinefeldt,Gösta Rudolf Heinefeldt (born 1904-01-04) IFK Göteborg player stated in ifkdb.se,Q5,
Tobias-Heintz_997,Tobias Heintz,Tobias Heintz (born 1998-07-13) IFK Göteborg player stated in ifkdb.se,Q5,Q29415639
Elfar+Freyr-Helgason_786,Elfar Freyr Helgason,"Elfar Freyr Helgason (born 1989-07-27) IFK Göteborg player, last season 2010",Q5,Q2362499
Anders-Helgesson_261,Anders Helgesson,Karl Anders Rudolf Helgesson (born 1888-03-08) IFK Göteborg player stated in ifkdb.se,Q5,
Harry-Hellberg_262,Harry Hellberg,Karl Harry Hellberg (born 1889-01-17) IFK Göteborg player stated in ifkdb.se,Q5,
John-Hellström_264,John Hellström,John Daniel Hellström (born 1898-12-11) IFK Göteborg player stated in ifkdb.se,Q5,Q121160745
Torbjörn-Hellström_263,Torbjörn Hellström,"Lars Torbjörn Hellström (born 1952-07-15) IFK Göteborg player, last season 1971",Q5,
Ove-Helmér_265,Ove Helmér,"Ove Tage Helmér (born 1933-05-07) IFK Göteborg player, last season 1960",Q5,
Jonas-Henriksson_266,Jonas Henriksson,"Pär Johnas Hampus Henriksson (born 1976-12-29) attacker in IFK Göteborg, last season 2005",Q5,Q1566038
Lars-Henriksson_267,Lars Henriksson,Lars Henriksson (born 1930-10-04) IFK Göteborg player stated in ifkdb.se,Q5,Q116830160
Sebastian-Henriksson_268,Sebastian Henriksson,"Sebastian Henriksson (born 1974-10-12) midfielder in IFK Göteborg, last season 2002",Q5,Q3953710
Wilmer-Henriksson_1007,Wilmer Henriksson,Wilmer Milton Figo Henriksson (born 2007-05-02) IFK Göteborg player stated in ifkdb.se,Q5,
