id,name,desc,type,q
Franklin-Edenholm_170,Franklin Edenholm,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121160731
Ralf-Edström_171,Ralf Edström,"anfallare i IFK Göteborg, sista säsong 1979",Q5,Q161918
Sten-Edström_172,Sten Edström,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Victor-Edvardsen_849,Victor Edvardsen,"anfallare i IFK Göteborg, sista säsong 2015",Q5,Q97386372
Erik-Eiserman_173,Erik Eiserman,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121160732
Nils-Ekeroth_175,Nils Ekeroth,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Rolf-Eklöf_177,Rolf Eklöf,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q138565811
Håkan-Eklund_176,Håkan Eklund,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Björn-Ekman_178,Björn Ekman,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Carl-Ekman_179,Carl Ekman,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Dan-Ekner_180,Dan Ekner,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q1159057
Johnny-Ekström_181,Johnny Ekström,"anfallare i IFK Göteborg, sista säsong 1998",Q5,Q689331
Josef-El+Dana_182,Dana Josef El,"mittfältare i IFK Göteborg, sista säsong 2001",Q5,
Karl-Erik-Eliasson_183,Karl-Erik Eliasson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121160733
Göran-Elovsson_184,Göran Elovsson,"mittfältare i IFK Göteborg, sista säsong 1980",Q5,
Rune-Emanuelsson_185,Rune Emanuelsson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q3942718
Ove-Engström_186,Ove Engström,"IFK Göteborg-spelare, sista säsong 1971",Q5,
Gustav-Engvall_774,Gustav Engvall,"anfallare i IFK Göteborg, sista säsong 2018",Q5,Q15114032
Erhan-Erdogan_775,Erhan Erdogan,"mittfältare i IFK Göteborg, sista säsong 2007",Q5,
Ove-Erickson_196,Ove Erickson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121160734
Kurt-Ericsson_188,Kurt Ericsson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Martin-Ericsson_189,Martin Ericsson,"mittfältare i IFK Göteborg, sista säsong 2003",Q5,Q602051
Pär-Ericsson_776,Pär Ericsson,"anfallare i IFK Göteborg, sista säsong 2012",Q5,Q2120468
Björn-Eriksson_187,Björn Eriksson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q16632915
Daniel-Eriksson_190,Daniel Eriksson,"IFK Göteborg-spelare, sista säsong 1988",Q5,
Elis-Eriksson_191,Elis Eriksson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121157323
Felix-Eriksson_948,Felix Eriksson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q113815319
Gösta-Eriksson_192,Gösta Eriksson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Lars-Erik-Eriksson_194,Lars-Erik Eriksson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Nils-Eriksson_195,Nils Eriksson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121080445
Per-Erik-Eriksson_197,Per-Erik Eriksson,"anfallare i IFK Göteborg, sista säsong 1975",Q5,Q121075707
Peter-Eriksson_198,Peter Eriksson,"anfallare i IFK Göteborg, sista säsong 2002",Q5,Q5717177
Rolf-Eriksson_199,Rolf Eriksson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Sebastian-Eriksson_777,Sebastian Eriksson,"mittfältare i IFK Göteborg, sista säsong 2023",Q5,Q969440
August-Erlingmark_871,August Erlingmark,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q30064194
Magnus-Erlingmark_200,Magnus Erlingmark,"anfallare i IFK Göteborg, sista säsong 2004",Q5,Q722169
Gabriel-Ersoy_1008,Gabriel Ersoy,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Kaj-Eskelinen_201,Kaj Eskelinen,"anfallare i IFK Göteborg, sista säsong 1992",Q5,Q264546
Mathias-Etéus_778,Mathias Etéus,"anfallare i IFK Göteborg, sista säsong 2009",Q5,Q5720170
Bert-Fagerman_202,Bert Fagerman,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q131334505
Arvid-Fagrell_203,Arvid Fagrell,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q4802409
Sven-Fagrell_204,Sven Fagrell,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Stig-Falk_205,Stig Falk,"anfallare i IFK Göteborg, sista säsong 1971",Q5,
Lennart-Falkenström_206,Lennart Falkenström,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Alexander-Faltsetas_779,Alexander Faltsetas,"mittfältare i IFK Göteborg, sista säsong 2011",Q5,Q4718827
Alexander-Farnerud_920,Alexander Farnerud,"anfallare i IFK Göteborg, sista säsong 2020",Q5,Q1341836
Pontus-Farnerud_780,Pontus Farnerud,"mittfältare i IFK Göteborg, sista säsong 2013",Q5,Q526682
Axel-Färnström_224,Axel Färnström,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q116820864
Emil-Fasth_1000,Emil Fasth,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Reine-Feldt_208,Reine Feldt,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q15614572
Max-Fenger_717,Max Fenger,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q96112552
Gunnar-Ferm_209,Gunnar Ferm,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Lars-Fernell_210,Lars Fernell,"IFK Göteborg-spelare, sista säsong 1968",Q5,
Yaqub-Finey_947,Yaqub Finey,"anfallare i IFK Göteborg, sista säsong 2022",Q5,Q121158977
Lennart-Flink_26,Lennart Flink,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121143383
Douglas-Flobrant_211,Douglas Flobrant,"mittfältare i IFK Göteborg, sista säsong 1973",Q5,
Johan-Flykt-Rosén_212,Johan Flykt-Rosén,"försvarare i IFK Göteborg, sista säsong 1993",Q5,Q129675129
Fredrik-Folcker_213,Fredrik Folcker,"försvarare i IFK Göteborg, sista säsong 1983",Q5,
Bertil-Forsberg_214,Bertil Forsberg,"anfallare i IFK Göteborg, sista säsong 1973",Q5,
Gunnar-Forsberg_215,Gunnar Forsberg,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121160735
Leif-Forsberg_216,Leif Forsberg,"anfallare i IFK Göteborg, sista säsong 1989",Q5,Q5736757
José-Fortes_217,José Fortes,"IFK Göteborg-spelare, sista säsong 1988",Q5,
Folke-Franzén_218,Folke Franzén,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Georg-Fredriksson_219,Georg Fredriksson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Stig-Fredriksson_220,Stig Fredriksson,"försvarare i IFK Göteborg, sista säsong 1988",Q5,Q1257403
Harry-Friberg_221,Harry Friberg,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Sven-Friberg_589,Sven Friberg,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q723475
Per-Frise_222,Per Frise,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121160737
Dan-Fröberg_223,Dan Fröberg,"anfallare i IFK Göteborg, sista säsong 1988",Q5,Q65929547
Niclas-Galle+(Johansson)_337,Niclas Galle,"mittfältare i IFK Göteborg, sista säsong 1993",Q5,Q116994478
Steve-Gardner_225,Steve Gardner,"anfallare i IFK Göteborg, sista säsong 1984",Q5,Q1340522
Henry-Gedda_226,Henry Gedda,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Ali-Gerba_781,Ali Gerba,"anfallare i IFK Göteborg, sista säsong 2007",Q5,Q719532
Mats-Gerdtham+(Johansson)_336,Mats Gerdtham,"mittfältare i IFK Göteborg, sista säsong 1976",Q5,
Nordin-Gerzic_782,Nordin Gerzic,"anfallare i IFK Göteborg, sista säsong 2014",Q5,Q1452258
Alai-Ghasem_17,Alai Ghasem,"IFK Göteborg-spelare, sista säsong 2024",Q5,Q113710061
Gillis-Gillås+(Andersson)_36,Gillis Gillås,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121160712
Erik-Glader_227,Erik Glader,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Arne-Göransson_243,Arne Göransson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121160739
Kurt-Göransson_244,Kurt Göransson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Evert-Grahn_228,Evert Grahn,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q129090201
Erik-Granath_229,Erik Granath,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q15808399
Krister-Granbom_230,Krister Granbom,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q1593163
Tryggve-Granqvist_231,Tryggve Granqvist,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q132124557
Bertil-Gren_232,Bertil Gren,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121160738
Gunnar-Gren_233,Gunnar Gren,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q314511
Mats-Gren_234,Mats Gren,"anfallare i IFK Göteborg, sista säsong 1985",Q5,Q1909063
Helge-Grönvall_235,Helge Grönvall,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Sune-Grundén_711,Sune Grundén,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Erik-Gunnarsson_890,Erik Gunnarsson,"IFK Göteborg-spelare, sista säsong 2019",Q5,Q63124014
Ingvar-Gunnesson_236,Ingvar Gunnesson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Gustaf-Gustafsson_237,Gustaf Gustafsson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q115976236
Joel-Gustafsson_784,Joel Gustafsson,"IFK Göteborg-spelare, sista säsong 2005",Q5,
Magnus-Gustafsson_238,Magnus Gustafsson,"anfallare i IFK Göteborg, sista säsong 1995",Q5,Q115787864
Oskar-Gustafsson_431,Oskar Gustafsson,"IFK Göteborg-spelare, sista säsong 2007",Q5,
Ove-Gustafsson_239,Ove Gustafsson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Stig-Gustafsson_241,Stig Gustafsson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q125914604
Åke-Gustavsson_242,Åke Gustavsson,"IFK Göteborg-spelare, sista säsong 1963",Q5,
David-Gutierrez+Arvidsson_783,Arvidsson David Gutierrez,"försvarare i IFK Göteborg, sista säsong 2014",Q5,
Einar-Haak_245,Einar Haak,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121160740
Jan-Hafstrand_246,Jan Hafstrand,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Harry-Hagberg_247,Harry Hagberg,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Elias-Hagen_240,Elias Hagen,"mittfältare i IFK Göteborg, sista säsong 2023",Q5,Q100560310
Per-Hägglund_292,Per Hägglund,"mittfältare i IFK Göteborg, sista säsong 1971",Q5,
Philip-Haglund_785,Philip Haglund,"mittfältare i IFK Göteborg, sista säsong 2014",Q5,Q2543707
Warner-Hahn_942,Warner Hahn,"målvakt i IFK Göteborg, sista säsong 2022",Q5,Q13033770
Hans-Håkansson_290,Hans Håkansson,"målvakt i IFK Göteborg, sista säsong 1995",Q5,
Nils-Håkansson_291,Nils Håkansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Åke-Hallman_248,Åke Hallman,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q10726271
Marek-Hamšík_934,Marek Hamšík,"mittfältare i IFK Göteborg, sista säsong 2021",Q5,Q201825
Nils-Hansén_249,Nils Hansén,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q5788554
Åke-Hansson_256,Åke Hansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q109583152
Gustaf-Hansson_250,Gustaf Hansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Holger-Hansson_251,Holger Hansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q1624523
Kjell-Hansson_252,Kjell Hansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Per-Olof-Hansson_253,Per-Olof Hansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q120961201
Thomas-Hansson_254,Thomas Hansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Viktor-Hansson_255,Viktor Hansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121160742
Jasin-Hasani_978,Jasin Hasani,"mittfältare i IFK Göteborg, sista säsong 2024",Q5,
Sebastian-Hausner_957,Sebastian Hausner,"IFK Göteborg-spelare, sista säsong 2024",Q5,Q47001239
Yngve-Hedelin_257,Yngve Hedelin,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121160743
Mats-Hedén_258,Mats Hedén,"försvarare i IFK Göteborg, sista säsong 1995",Q5,
Melwin-Hedman_998,Melwin Hedman,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Peter-Hedman_259,Peter Hedman,"IFK Göteborg-spelare, sista säsong 1987",Q5,Q3900859
Hampus-Heed_956,Hampus Heed,"försvarare i IFK Göteborg, sista säsong 2023",Q5,
Thomas-Heed_260,Thomas Heed,"mittfältare i IFK Göteborg, sista säsong 2001",Q5,Q123354195
Gösta-Heinefeldt+(Svensson)_659,Gösta Heinefeldt,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Tobias-Heintz_997,Tobias Heintz,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q29415639
Elfar+Freyr-Helgason_786,Elfar Freyr Helgason,"IFK Göteborg-spelare, sista säsong 2010",Q5,Q2362499
Anders-Helgesson_261,Anders Helgesson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Harry-Hellberg_262,Harry Hellberg,IFK Göteborg-spelare enligt ifkdb.se,Q5,
John-Hellström_264,John Hellström,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121160745
Torbjörn-Hellström_263,Torbjörn Hellström,"IFK Göteborg-spelare, sista säsong 1971",Q5,
Ove-Helmér_265,Ove Helmér,"IFK Göteborg-spelare, sista säsong 1960",Q5,
Jonas-Henriksson_266,Jonas Henriksson,"anfallare i IFK Göteborg, sista säsong 2005",Q5,Q1566038
Lars-Henriksson_267,Lars Henriksson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q116830160
Sebastian-Henriksson_268,Sebastian Henriksson,"mittfältare i IFK Göteborg, sista säsong 2002",Q5,Q3953710
Wilmer-Henriksson_1007,Wilmer Henriksson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Hjörtur-Hermannsson_863,Hjörtur Hermannsson,"IFK Göteborg-spelare, sista säsong 2016",Q5,Q3785984
Andreas-Hermansson_269,Andreas Hermansson,"anfallare i IFK Göteborg, sista säsong 2000",Q5,Q497985
Gustaf-Hermansson_270,Gustaf Hermansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121160746
Olof-Hjärn_274,Olof Hjärn,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121160747
Alf-Hjelm_271,Alf Hjelm,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q116600700
Erik-Hjelm_272,Erik Hjelm,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q1353959
Harry-Hjelm_273,Harry Hjelm,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121008355
Daniel-Hoffmann_275,Daniel Hoffmann,"målvakt i IFK Göteborg, sista säsong 1997",Q5,
Ingemar-Högberg_293,Ingemar Högberg,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q131357048
Oskar-Högberg_718,Oskar Högberg,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Patrik-Höglund_294,Patrik Höglund,"försvarare i IFK Göteborg, sista säsong 1998",Q5,
Gotthard-Höijer_295,Gotthard Höijer,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121160751
Emil-Holm_900,Emil Holm,"anfallare i IFK Göteborg, sista säsong 2020",Q5,Q66843837
Glenn-Holm_276,Glenn Holm,"mittfältare i IFK Göteborg, sista säsong 1983",Q5,Q5810326
Gunnar-Holmberg_278,Gunnar Holmberg,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q353795
Karl-Erik-Holmberg_277,Karl-Erik Holmberg,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q1036480
Martin-Holmberg_279,Martin Holmberg,"mittfältare i IFK Göteborg, sista säsong 1987",Q5,Q96054610
Ivan-Holmdahl_280,Ivan Holmdahl,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q115902608
Nils-Holmén_913,Nils Holmén,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Knut-Holmgren_281,Knut Holmgren,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121092325
Tommy-Holmgren_282,Tommy Holmgren,"anfallare i IFK Göteborg, sista säsong 1989",Q5,Q2441009
Tord-Holmgren_283,Tord Holmgren,"mittfältare i IFK Göteborg, sista säsong 1987",Q5,Q2443803
Marcus-Holmqvist_905,Marcus Holmqvist,"mittfältare i IFK Göteborg, sista säsong 2003",Q5,
Allan-Holmstedt+(Bengtsson)_96,Allan Holmstedt,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Gösta-Holmström_284,Gösta Holmström,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121160748
Vallentin-Hultén_286,Vallentin Hultén,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121160750
Olof-Hultfeldt_285,Olof Hultfeldt,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121160749
Bertil-Hultin_287,Bertil Hultin,"IFK Göteborg-spelare, sista säsong 1961",Q5,
Thomas-Hvenfelt+(Andersson)_72,Thomas Hvenfelt,"mittfältare i IFK Göteborg, sista säsong 1995",Q5,Q99975213
Carl-Hysén_288,Carl Hysén,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q5818922
Erik-Hysén_799,Erik Hysén,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q1353972
Glenn-Hysén_289,Glenn Hysén,"försvarare i IFK Göteborg, sista säsong 1987",Q5,Q444033
Tobias-Hysén_787,Tobias Hysén,"anfallare i IFK Göteborg, sista säsong 2018",Q5,Q313036
Jon+Inge-Høiland_296,Jon Inge Høiland,"mittfältare i IFK Göteborg, sista säsong 2002",Q5,Q620549
Peter-Ijeh_788,Peter Ijeh,"anfallare i IFK Göteborg, sista säsong 2005",Q5,Q253750
Mikael-Ingebrigtsen_879,Mikael Ingebrigtsen,"anfallare i IFK Göteborg, sista säsong 2018",Q5,Q19958174
Klas-Ingesson_297,Klas Ingesson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q442182
Lawal-Ismail_789,Lawal Ismail,"anfallare i IFK Göteborg, sista säsong 2011",Q5,Q5824749
Sven-Jacobsson_298,Sven Jacobsson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Bo-Jagler+(Johansson)_299,Bo Jagler,"anfallare i IFK Göteborg, sista säsong 1969",Q5,Q116842257
Imam-Jagne_996,Imam Jagne,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q95882419
Alexander-Jallow_911,Alexander Jallow,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q56072735
Scott-Jamieson_864,Scott Jamieson,"IFK Göteborg-spelare, sista säsong 2017",Q5,Q516535
Lars-Jangblad+(Johansson)_300,Lars Jangblad,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q120962455
Arne-Jansson_301,Arne Jansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Henry-Jansson_302,Henry Jansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121160752
Hilding-Jansson_917,Hilding Jansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Karl-Gunnar-Jansson_303,Karl-Gunnar Jansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Kent-Jansson_304,Kent Jansson,"försvarare i IFK Göteborg, sista säsong 1976",Q5,
Per-Åke-Jansson_305,Per-Åke Jansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Ragnar-Jansson_953,Ragnar Jansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Verner-Jansson_306,Verner Jansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121056331
Magnus-Jareflo_307,Magnus Jareflo,"IFK Göteborg-spelare, sista säsong 1994",Q5,
Sören-Järelöv_365,Sören Järelöv,"målvakt i IFK Göteborg, sista säsong 1998",Q5,Q5895305
Björn-Jarkvist_308,Björn Jarkvist,"anfallare i IFK Göteborg, sista säsong 1974",Q5,
Holger-Jernsten+(Johansson)_1002,Holger Jernsten,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Bengt-Johannesson_309,Bengt Johannesson,"försvarare i IFK Göteborg, sista säsong 1972",Q5,
Lars-Johannesson_310,Lars Johannesson,"anfallare i IFK Göteborg, sista säsong 1972",Q5,
Leif-Johannisson_311,Leif Johannisson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Adam-Johansson_790,Adam Johansson,"försvarare i IFK Göteborg, sista säsong 2016",Q5,Q349871
Allan-Johansson_312,Allan Johansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121007652
Baldwin-Johansson_314,Baldwin Johansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121160753
Bengt-Johansson_315,Bengt Johansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Bertil-Johansson_316,Bertil Johansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q109558115
Bertil-Johansson_317,Bertil Johansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q828235
Carl-Johansson_925,Carl Johansson,"IFK Göteborg-spelare, sista säsong 2023",Q5,Q17611142
Charles-Johansson_318,Charles Johansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121160754
David-Johansson_791,David Johansson,"försvarare i IFK Göteborg, sista säsong 2010",Q5,Q47506027
Eje-Johansson_319,Eje Johansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Elam-Johansson_320,Elam Johansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Filip-Johansson_321,Filip Johansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q1377945
Folke-Johansson_322,Folke Johansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Gabriel-Johansson_323,Gabriel Johansson,"mittfältare i IFK Göteborg, sista säsong 1991",Q5,Q6139557
Göran-Johansson_326,Göran Johansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Gunnar-Johansson_324,Gunnar Johansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Gustav-Johansson_325,Gustav Johansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q120961907
Henry-Johansson_327,Henry Johansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Herbert-Johansson_328,Herbert Johansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121160755
Jakob-Johansson_792,Jakob Johansson,"mittfältare i IFK Göteborg, sista säsong 2020",Q5,Q1777142
Jan-Olof-Johansson_330,Jan-Olof Johansson,"IFK Göteborg-spelare, sista säsong 1965",Q5,Q121188505
Karl-Johansson_331,Karl Johansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Lars-Inge-Johansson_332,Lars-Inge Johansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Lennart-Johansson_333,Lennart Johansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q126364620
Magnus-Johansson_334,Magnus Johansson,"mittfältare i IFK Göteborg, sista säsong 1990",Q5,Q1772786
Magnus-Johansson_335,Magnus Johansson,"mittfältare i IFK Göteborg, sista säsong 2007",Q5,Q352735
Mattias-Johansson_987,Mattias Johansson,"IFK Göteborg-spelare, sista säsong 2024",Q5,Q152804
Nils-Johansson_338,Nils Johansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q106457033
Olof-Johansson_339,Olof Johansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121160757
Ove-Johansson_340,Ove Johansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Paul-Johansson_548,Paul Johansson,"IFK Göteborg-spelare, sista säsong 1967",Q5,
Per-Johansson_341,Per Johansson,"mittfältare i IFK Göteborg, sista säsong 1996",Q5,Q11995298
Ragnar-Johansson_342,Ragnar Johansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Ragnar-Johansson_732,Ragnar Johansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Robert-Johansson_343,Robert Johansson,"försvarare i IFK Göteborg, sista säsong 1999",Q5,Q5887552
Roger-Johansson_344,Roger Johansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q131331859
Rolf-Johansson_345,Rolf Johansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Rolf-Johansson_346,Rolf Johansson,"IFK Göteborg-spelare, sista säsong 1956",Q5,Q116848929
Ronald-Johansson_347,Ronald Johansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q120961691
Roy-Johansson_348,Roy Johansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Rune-Johansson_349,Rune Johansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Sebastian-Johansson_350,Sebastian Johansson,"mittfältare i IFK Göteborg, sista säsong 2005",Q5,Q3476877
Sven-Johansson_351,Sven Johansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121160758
Sven-Johansson_352,Sven Johansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Tore-Johansson_353,Tore Johansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Torgny-Johansson_354,Torgny Johansson,"mittfältare i IFK Göteborg, sista säsong 1976",Q5,
Torsten-Johansson_355,Torsten Johansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Verner-Johansson_357,Verner Johansson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121075959
Martin-Johansson+Zanjanchi_846,Zanjanchi Martin Johansson,"IFK Göteborg-spelare, sista säsong 2015",Q5,
Gisle-Johnsen_363,Gisle Johnsen,"anfallare i IFK Göteborg, sista säsong 1980",Q5,
Benny-Jonsson_360,Benny Jonsson,"mittfältare i IFK Göteborg, sista säsong 1994",Q5,
Dennis-Jonsson_361,Dennis Jonsson,"IFK Göteborg-spelare, sista säsong 2006",Q5,Q3705494
Ernst-Jonsson_362,Ernst Jonsson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121141157
Helge-Jonsson_358,Helge Jonsson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121160760
Hjálmar-Jónsson_364,Hjálmar Jónsson,"mittfältare i IFK Göteborg, sista säsong 2016",Q5,Q1621377
Nils-Jonsson_359,Nils Jonsson,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q117007979
Ulf-Jörnvik_366,Ulf Jörnvik,"försvarare i IFK Göteborg, sista säsong 1980",Q5,
Lucas-Kåhed_914,Lucas Kåhed,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q119411734
Håkan-Kahnberg_367,Håkan Kahnberg,"anfallare i IFK Göteborg, sista säsong 1973",Q5,
Sven-Källberg_405,Sven Källberg,IFK Göteborg-spelare enligt ifkdb.se,Q5,
Yahya-Kalley_922,Yahya Kalley,"mittfältare i IFK Göteborg, sista säsong 2021",Q5,Q99955319
Rolf-Källström_406,Rolf Källström,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q131330036
Pontus-Kåmark_404,Pontus Kåmark,"mittfältare i IFK Göteborg, sista säsong 2002",Q5,Q712844
Meyer-Kanterowitz_369,Meyer Kanterowitz,IFK Göteborg-spelare enligt ifkdb.se,Q5,Q121160762
Eldin-Karišik_797,Eldin Karišik,"mittfältare i IFK Göteborg, sista säsong 2008",Q5,Q174881
