url,name
https://goteborgsalliansen.se/spelare/Stig-Lindqvist_199,Stig Lindqvist														(1918-1982)
https://goteborgsalliansen.se/spelare/Gunnar-L%C3%B6fgren_94,Gunnar Löfgren														(1910-2012)
https://goteborgsalliansen.se/spelare/Stig-L%C3%B6fgren_142,Stig Löfgren														(1919-1986)
https://goteborgsalliansen.se/spelare/Rune-Ludvigsson_165,Rune Ludvigsson														(1922-2004)
https://goteborgsalliansen.se/spelare/Arne-Lund_214,Arne Lund														(1926-2017)
https://goteborgsalliansen.se/spelare/Valdus-Lund_29,Valdus Lund														(1895-1962)
https://goteborgsalliansen.se/spelare/Helmer-Lundgren_149,Helmer Lundgren														(1914-1979)
https://goteborgsalliansen.se/spelare/Herbert-Lundgren_13,Herbert Lundgren														(1902-1977)
https://goteborgsalliansen.se/spelare/Arne-Lundqvist_226,Arne Lundqvist														(1926-1997)
https://goteborgsalliansen.se/spelare/Evert-Lundqvist_65,Evert Lundqvist														(1900-1979)
https://goteborgsalliansen.se/spelare/Thomas-Madsen_372,Thomas Madsen
https://goteborgsalliansen.se/spelare/Harry-Magnusson_31,Harry Magnusson														(1893-1961)
https://goteborgsalliansen.se/spelare/Fridolf-Martinsson_129,Fridolf Martinsson														(1914-1972)
https://goteborgsalliansen.se/spelare/Allan-Mattiasson_101,Allan Mattiasson														(1908-1969)
https://goteborgsalliansen.se/spelare/Bo-Mattsson_322,Bo Mattsson
https://goteborgsalliansen.se/spelare/Bror-Mellberg_256,Bror Mellberg														(1923-2004)
https://goteborgsalliansen.se/spelare/H%C3%A5kan-Mild_359,Håkan Mild
https://goteborgsalliansen.se/spelare/Bengt-Mossberg_161,Bengt Mossberg														(1920-2011)
https://goteborgsalliansen.se/spelare/G%C3%B6ran-Nicklasson_287,Göran Nicklasson														(1942-2018)
https://goteborgsalliansen.se/spelare/Donald-Niklasson_305,Donald Niklasson
https://goteborgsalliansen.se/spelare/Erik-Nilsson_347,Erik Nilsson
https://goteborgsalliansen.se/spelare/Harry-Nilsson_102,Harry Nilsson														(1905-1978)
