item,QID,label,ifkdb,svwiki,ifkdb_wikipedia,ifk_title,wd_title,status,match
http://www.wikidata.org/entity/Q5580980,Q5580980,Darijan Bojanić,https://ifkdb.se/spelare/Darijan-Bojanic_763,https://sv.wikipedia.org/wiki/Darijan_Bojani%C4%87,https://sv.wikipedia.org/wiki/Darijan_Bojani%C4%87,Darijan Bojanić,Darijan Bojanić,match,True
http://www.wikidata.org/entity/Q775980,Q775980,Reino Börjesson,https://ifkdb.se/spelare/Reino-Börjesson_137,https://sv.wikipedia.org/wiki/Reino_B%C3%B6rjesson,https://sv.wikipedia.org/wiki/Reino_B%C3%B6rjesson,Reino Börjesson,Reino Börjesson,match,True
http://www.wikidata.org/entity/Q779662,Q779662,Kjetil Wæhler,https://ifkdb.se/spelare/Kjetil-Wæhler_841,https://sv.wikipedia.org/wiki/Kjetil_W%C3%A6hler,https://sv.wikipedia.org/wiki/Kjetil_W%C3%A6hler,Kjetil Wæhler,Kjetil Wæhler,match,True
http://www.wikidata.org/entity/Q786134,Q786134,Alejandro Lago,https://ifkdb.se/spelare/Alejandro-Lago_793,https://sv.wikipedia.org/wiki/Alejandro_Lago,https://sv.wikipedia.org/wiki/Alejandro_Lago,Alejandro Lago,Alejandro Lago,match,True
http://www.wikidata.org/entity/Q795483,Q795483,Amin Affane,https://ifkdb.se/spelare/Amin-Affane_877,https://sv.wikipedia.org/wiki/Amin_Affane,https://sv.wikipedia.org/wiki/Amin_Affane,Amin Affane,Amin Affane,match,True
http://www.wikidata.org/entity/Q817210,Q817210,Bengt Berndtsson,https://ifkdb.se/spelare/Bengt-Berndtsson_110,https://sv.wikipedia.org/wiki/Bengt_Berndtsson,https://sv.wikipedia.org/wiki/Bengt_Berndtsson,Bengt Berndtsson,Bengt Berndtsson,match,True
http://www.wikidata.org/entity/Q17611142,Q17611142,Carl Johansson,https://ifkdb.se/spelare/Carl-Johansson_925,https://sv.wikipedia.org/wiki/Carl_Johansson_(fotbollsspelare_f%C3%B6dd_1994),https://sv.wikipedia.org/wiki/Carl_Johansson_(fotbollsspelare_f%C3%B6dd_1994),Carl Johansson (fotbollsspelare född 1994),Carl Johansson (fotbollsspelare född 1994),match,True
http://www.wikidata.org/entity/Q18219823,Q18219823,Victor Sköld,https://ifkdb.se/spelare/Victor-Sköld_856,https://sv.wikipedia.org/wiki/Victor_Sk%C3%B6ld,https://sv.wikipedia.org/wiki/Victor_Sk%C3%B6ld,Victor Sköld,Victor Sköld,match,True
http://www.wikidata.org/entity/Q18978880,Q18978880,Elías Már Ómarsson,https://ifkdb.se/spelare/Elías+Már-Ómarsson_866,https://sv.wikipedia.org/wiki/El%C3%ADas_M%C3%A1r_%C3%93marsson,https://sv.wikipedia.org/wiki/El%C3%ADas_M%C3%A1r_%C3%93marsson,Elías Már Ómarsson,Elías Már Ómarsson,match,True
http://www.wikidata.org/entity/Q19372292,Q19372292,Christopher Mbamba,https://ifkdb.se/spelare/Chris-Mbamba_802,https://sv.wikipedia.org/wiki/Christopher_Mbamba,https://en.wikipedia.org/wiki/Chris_Mbamba,Chris Mbamba,Christopher Mbamba,match,False
http://www.wikidata.org/entity/Q19664719,Q19664719,Prosper Kasim,https://ifkdb.se/spelare/Prosper-Kasim_854,https://sv.wikipedia.org/wiki/Prosper_Kasim,https://sv.wikipedia.org/wiki/Prosper_Kasim,Prosper Kasim,Prosper Kasim,match,True
http://www.wikidata.org/entity/Q19958174,Q19958174,Mikael Ingebrigtsen,https://ifkdb.se/spelare/Mikael-Ingebrigtsen_879,https://sv.wikipedia.org/wiki/Mikael_Ingebrigtsen,https://sv.wikipedia.org/wiki/Mikael_Ingebrigtsen,Mikael Ingebrigtsen,Mikael Ingebrigtsen,match,True
http://www.wikidata.org/entity/Q19977328,Q19977328,Victor Wernersson,https://ifkdb.se/spelare/Victor-Wernersson_883,https://sv.wikipedia.org/wiki/Victor_Wernersson,https://sv.wikipedia.org/wiki/Victor_Wernersson,Victor Wernersson,Victor Wernersson,match,True
http://www.wikidata.org/entity/Q20582751,Q20582751,Giorgi Kharaishvili,https://ifkdb.se/spelare/Giorgi-Kharaishvili_882,https://sv.wikipedia.org/wiki/Giorgi_Charaisjvili,https://sv.wikipedia.org/wiki/Giorgi_Kharaishvili,Giorgi Kharaishvili,Giorgi Charaisjvili,match,False
http://www.wikidata.org/entity/Q20652772,Q20652772,Hosam Aiesh,https://ifkdb.se/spelare/Hosam-Aiesh_906,https://sv.wikipedia.org/wiki/Hosam_Aiesh,https://sv.wikipedia.org/wiki/Hosam_Aiesh,Hosam Aiesh,Hosam Aiesh,match,True
http://www.wikidata.org/entity/Q20745259,Q20745259,Lawson Sabah,https://ifkdb.se/spelare/Lawson-Sabah_855,https://sv.wikipedia.org/wiki/Lawson_Sabah,https://sv.wikipedia.org/wiki/Lawson_Sabah,Lawson Sabah,Lawson Sabah,match,True
http://www.wikidata.org/entity/Q21064411,Q21064411,Billy Nordström,https://ifkdb.se/spelare/Billy-Nordström_811,https://sv.wikipedia.org/wiki/Billy_Nordstr%C3%B6m,https://sv.wikipedia.org/wiki/Billy_Nordstr%C3%B6m,Billy Nordström,Billy Nordström,match,True
http://www.wikidata.org/entity/Q828235,Q828235,Bertil Johansson,https://ifkdb.se/spelare/Bertil-Johansson_317,https://sv.wikipedia.org/wiki/Bertil_%22Bebben%22_Johansson,https://sv.wikipedia.org/wiki/Bertil_Johansson,Bertil Johansson,"Bertil ""Bebben"" Johansson",mismatch,False
http://www.wikidata.org/entity/Q933158,Q933158,Kenneth Zohore,https://ifkdb.se/spelare/Kenneth-Zohore_843,https://sv.wikipedia.org/wiki/Kenneth_Zohore,https://sv.wikipedia.org/wiki/Kenneth_Zohore,Kenneth Zohore,Kenneth Zohore,match,True
http://www.wikidata.org/entity/Q936854,Q936854,Gustav Svensson,https://ifkdb.se/spelare/Gustav-Svensson_832,https://sv.wikipedia.org/wiki/Gustav_Svensson_(fotbollsspelare),https://sv.wikipedia.org/wiki/Gustav_Svensson_(fotbollsspelare),Gustav Svensson (fotbollsspelare),Gustav Svensson (fotbollsspelare),match,True
http://www.wikidata.org/entity/Q940818,Q940818,Nicklas Bärkroth,https://ifkdb.se/spelare/Nicklas-Bärkroth_765,https://sv.wikipedia.org/wiki/Nicklas_B%C3%A4rkroth,https://sv.wikipedia.org/wiki/Nicklas_B%C3%A4rkroth,Nicklas Bärkroth,Nicklas Bärkroth,match,True
http://www.wikidata.org/entity/Q949753,Q949753,Mikael Nilsson,https://ifkdb.se/spelare/Mikael-Nilsson_521,https://sv.wikipedia.org/wiki/Mikael_Nilsson_(fotbollsspelare_f%C3%B6dd_1968),https://sv.wikipedia.org/wiki/Mikael_Nilsson_(fotbollsspelare_f%C3%B6dd_1968),Mikael Nilsson (fotbollsspelare född 1968),Mikael Nilsson (fotbollsspelare född 1968),match,True
http://www.wikidata.org/entity/Q5581398,Q5581398,Mikael Boman,https://ifkdb.se/spelare/Mikael-Boman_844,https://sv.wikipedia.org/wiki/Mikael_Boman,https://sv.wikipedia.org/wiki/Mikael_Boman,Mikael Boman,Mikael Boman,match,True
http://www.wikidata.org/entity/Q5616888,Q5616888,Sten Danielsson,https://ifkdb.se/spelare/Sten-Danielsson_166,https://sv.wikipedia.org/wiki/Sten_Danielsson,https://sv.wikipedia.org/wiki/Sten_Danielsson,Sten Danielsson,Sten Danielsson,match,True
http://www.wikidata.org/entity/Q5639659,Q5639659,Haitam Aleesami,https://ifkdb.se/spelare/Haitam-Aleesami_847,https://sv.wikipedia.org/wiki/Haitam_Aleesami,https://sv.wikipedia.org/wiki/Haitam_Aleesami,Haitam Aleesami,Haitam Aleesami,match,True
http://www.wikidata.org/entity/Q5646354,Q5646354,Hampus Zackrisson,https://ifkdb.se/spelare/Hampus-Zackrisson_842,https://sv.wikipedia.org/wiki/Hampus_Zackrisson,https://sv.wikipedia.org/wiki/Hampus_Zackrisson,Hampus Zackrisson,Hampus Zackrisson,match,True
http://www.wikidata.org/entity/Q5649129,Q5649129,Hannes Stiller,https://ifkdb.se/spelare/Hannes-Stiller+(Tobiasson)_831,https://sv.wikipedia.org/wiki/Hannes_Stiller,https://sv.wikipedia.org/wiki/Hannes_Stiller,Hannes Stiller,Hannes Stiller,match,True
http://www.wikidata.org/entity/Q5717177,Q5717177,Peter Eriksson,https://ifkdb.se/spelare/Peter-Eriksson_198,https://sv.wikipedia.org/wiki/Peter_Eriksson_(fotbollsspelare),https://sv.wikipedia.org/wiki/Peter_Eriksson_(fotbollsspelare),Peter Eriksson (fotbollsspelare),Peter Eriksson (fotbollsspelare),match,True
http://www.wikidata.org/entity/Q5720170,Q5720170,Mathias Etéus,https://ifkdb.se/spelare/Mathias-Etéus_778,https://sv.wikipedia.org/wiki/Mathias_Et%C3%A9us,https://sv.wikipedia.org/wiki/Mathias_Et%C3%A9us,Mathias Etéus,Mathias Etéus,match,True
http://www.wikidata.org/entity/Q5788554,Q5788554,Nils Hansén,https://ifkdb.se/spelare/Nils-Hansén_249,https://sv.wikipedia.org/wiki/Nils_Hans%C3%A9n,,,Nils Hansén,no_wikipedia_ifkdb,False
http://www.wikidata.org/entity/Q5824749,Q5824749,Lawal Ismail,https://ifkdb.se/spelare/Lawal-Ismail_789,https://sv.wikipedia.org/wiki/Lawal_Ismail,https://sv.wikipedia.org/wiki/Lawal_Ismail,Lawal Ismail,Lawal Ismail,match,True
http://www.wikidata.org/entity/Q5887552,Q5887552,Robert Johansson,https://ifkdb.se/spelare/Robert-Johansson_343,https://sv.wikipedia.org/wiki/Robert_Johansson_(fotbollsspelare),https://sv.wikipedia.org/wiki/Robert_Johansson_(fotbollsspelare),Robert Johansson (fotbollsspelare),Robert Johansson (fotbollsspelare),match,True
http://www.wikidata.org/entity/Q5895305,Q5895305,Sören Järelöv,https://ifkdb.se/spelare/Sören-Järelöv_365,https://sv.wikipedia.org/wiki/S%C3%B6ren_J%C3%A4rel%C3%B6v,https://sv.wikipedia.org/wiki/S%C3%B6ren_J%C3%A4rel%C3%B6v,Sören Järelöv,Sören Järelöv,match,True
http://www.wikidata.org/entity/Q5938668,Q5938668,Sam Larsson,https://ifkdb.se/spelare/Sam-Larsson_794,https://sv.wikipedia.org/wiki/Sam_Larsson_(fotbollsspelare),https://sv.wikipedia.org/wiki/Sam_Larsson_(fotbollsspelare),Sam Larsson (fotbollsspelare),Sam Larsson (fotbollsspelare),match,True
http://www.wikidata.org/entity/Q5950548,Q5950548,Walter Lidén,https://ifkdb.se/spelare/Valter-Lidén_437,https://sv.wikipedia.org/wiki/Walter_Lid%C3%A9n,https://sv.wikipedia.org/wiki/Walter_Lidén,Walter Lidén,Walter Lidén,match,True
http://www.wikidata.org/entity/Q5966615,Q5966615,Herbert Lundgren,https://ifkdb.se/spelare/Herbert-Lundgren_473,https://sv.wikipedia.org/wiki/Herbert_Lundgren,https://sv.wikipedia.org/wiki/Herbert_Lundgren,Herbert Lundgren,Herbert Lundgren,match,True
http://www.wikidata.org/entity/Q5967768,Q5967768,Christian Lundström,https://ifkdb.se/spelare/Christian-Lundström_479,https://sv.wikipedia.org/wiki/Christian_Lundstr%C3%B6m,https://sv.wikipedia.org/wiki/Christian_Lundstr%C3%B6m,Christian Lundström,Christian Lundström,match,True
http://www.wikidata.org/entity/Q5998413,Q5998413,Kamal Mustafa,https://ifkdb.se/spelare/Kamal-Mustafa_808,https://sv.wikipedia.org/wiki/Kamal_Mustafa,https://sv.wikipedia.org/wiki/Kamal_Mustafa,Kamal Mustafa,Kamal Mustafa,match,True
http://www.wikidata.org/entity/Q6031098,Q6031098,Lennart Ottordahl,https://ifkdb.se/spelare/Lennart-Ottordahl_561,https://sv.wikipedia.org/wiki/Lennart_Ottordahl,https://sv.wikipedia.org/wiki/Lennart_Ottordahl,Lennart Ottordahl,Lennart Ottordahl,match,True
http://www.wikidata.org/entity/Q23888187,Q23888187,Patrik Karlsson Lagemyr,https://ifkdb.se/spelare/Patrik-Karlsson+Lagemyr_859,https://sv.wikipedia.org/wiki/Patrik_Karlsson_Lagemyr,https://sv.wikipedia.org/wiki/Patrik_Karlsson_Lagemyr,Patrik Karlsson Lagemyr,Patrik Karlsson Lagemyr,match,True
http://www.wikidata.org/entity/Q23918684,Q23918684,Patrick Dyrestam,https://ifkdb.se/spelare/Patrick-Dyrestam_773,https://sv.wikipedia.org/wiki/Patrick_Dyrestam,https://sv.wikipedia.org/wiki/Patrick_Dyrestam,Patrick Dyrestam,Patrick Dyrestam,match,True
http://www.wikidata.org/entity/Q26211825,Q26211825,Jakob Bergman,https://ifkdb.se/spelare/Jakob-Bergman_861,https://sv.wikipedia.org/wiki/Jakob_Bergman,https://sv.wikipedia.org/wiki/Jakob_Bergman,Jakob Bergman,Jakob Bergman,match,True
http://www.wikidata.org/entity/Q26211826,Q26211826,Oscar Kindlund,https://ifkdb.se/spelare/Oscar-Kindlund_860,https://sv.wikipedia.org/wiki/Oscar_Kindlund,https://sv.wikipedia.org/wiki/Oscar_Kindlund,Oscar Kindlund,Oscar Kindlund,match,True
http://www.wikidata.org/entity/Q27804570,Q27804570,Alexander Leksell,https://ifkdb.se/spelare/Alexander-Leksell_889,https://sv.wikipedia.org/wiki/Alexander_Leksell,https://sv.wikipedia.org/wiki/Alexander_Leksell,Alexander Leksell,Alexander Leksell,match,True
http://www.wikidata.org/entity/Q28025561,Q28025561,Donald Lindblom,https://ifkdb.se/spelare/Donald-Lindblom_450,https://sv.wikipedia.org/wiki/Donald_Lindblom,https://sv.wikipedia.org/wiki/Donald_Lindblom,Donald Lindblom,Donald Lindblom,match,True
http://www.wikidata.org/entity/Q28155238,Q28155238,Gösta Swerin,https://ifkdb.se/spelare/Gösta-Swerin_677,https://sv.wikipedia.org/wiki/G%C3%B6sta_Swerin,https://sv.wikipedia.org/wiki/G%C3%B6sta_Swerin,Gösta Swerin,Gösta Swerin,match,True
http://www.wikidata.org/entity/Q28911572,Q28911572,Pontus Dahlberg,https://ifkdb.se/spelare/Pontus-Dahlberg_865,https://sv.wikipedia.org/wiki/Pontus_Dahlberg,https://sv.wikipedia.org/wiki/Pontus_Dahlberg,Pontus Dahlberg,Pontus Dahlberg,match,True
http://www.wikidata.org/entity/Q29558648,Q29558648,Marcus Degerlund,https://ifkdb.se/spelare/Marcus-Degerlund_880,https://sv.wikipedia.org/wiki/Marcus_Degerlund,https://sv.wikipedia.org/wiki/Marcus_Degerlund,Marcus Degerlund,Marcus Degerlund,match,True
http://www.wikidata.org/entity/Q30064194,Q30064194,August Erlingmark,https://ifkdb.se/spelare/August-Erlingmark_871,https://sv.wikipedia.org/wiki/August_Erlingmark,https://sv.wikipedia.org/wiki/August_Erlingmark,August Erlingmark,August Erlingmark,match,True
http://www.wikidata.org/entity/Q37012827,Q37012827,Kristopher Da Graca,https://ifkdb.se/spelare/Kristopher-Da+Graca_870,https://sv.wikipedia.org/wiki/Kristopher_Da_Graca,https://sv.wikipedia.org/wiki/Kristopher_Da_Graca,Kristopher Da Graca,Kristopher Da Graca,match,True
http://www.wikidata.org/entity/Q47001239,Q47001239,Sebastian Hausner,https://ifkdb.se/spelare/Sebastian-Hausner_957,https://sv.wikipedia.org/wiki/Sebastian_Hausner,https://en.wikipedia.org/wiki/Sebastian_Hausner,Sebastian Hausner,Sebastian Hausner,match,True
http://www.wikidata.org/entity/Q47506027,Q47506027,David Johansson,https://ifkdb.se/spelare/David-Johansson_791,https://sv.wikipedia.org/wiki/David_Johansson_(fotbollsspelare_f%C3%B6dd_1992),https://sv.wikipedia.org/wiki/David_Johansson_(fotbollsspelare_f%C3%B6dd_1992),David Johansson (fotbollsspelare född 1992),David Johansson (fotbollsspelare född 1992),match,True
http://www.wikidata.org/entity/Q1036480,Q1036480,Carl-Erik Holmberg,https://ifkdb.se/spelare/Karl-Erik-Holmberg_277,https://sv.wikipedia.org/wiki/Carl-Erik_Holmberg,https://sv.wikipedia.org/wiki/Carl-Erik_Holmberg,Carl-Erik Holmberg,Carl-Erik Holmberg,match,True
http://www.wikidata.org/entity/Q1159057,Q1159057,Dan Ekner,https://ifkdb.se/spelare/Dan-Ekner_180,https://sv.wikipedia.org/wiki/Dan_Ekner,https://sv.wikipedia.org/wiki/Dan_Ekner,Dan Ekner,Dan Ekner,match,True
http://www.wikidata.org/entity/Q965710,Q965710,Otto Andersson,https://ifkdb.se/spelare/Otto-Andersson_59,https://sv.wikipedia.org/wiki/Otto_Andersson_(fotbollsspelare),https://sv.wikipedia.org/wiki/Otto_Andersson_(fotbollsspelare),Otto Andersson (fotbollsspelare),Otto Andersson (fotbollsspelare),match,True
http://www.wikidata.org/entity/Q969440,Q969440,Sebastian Eriksson,https://ifkdb.se/spelare/Sebastian-Eriksson_777,https://sv.wikipedia.org/wiki/Sebastian_Eriksson,https://sv.wikipedia.org/wiki/Sebastian_Eriksson,Sebastian Eriksson,Sebastian Eriksson,match,True
http://www.wikidata.org/entity/Q973969,Q973969,Kim Christensen,https://ifkdb.se/spelare/Kim-Christensen_768,https://sv.wikipedia.org/wiki/Kim_Christensen,https://sv.wikipedia.org/wiki/Kim_Christensen,Kim Christensen,Kim Christensen,match,True
http://www.wikidata.org/entity/Q975431,Q975431,Malick Mané,https://ifkdb.se/spelare/Malick-Mané_804,https://sv.wikipedia.org/wiki/Malick_Man%C3%A9,https://sv.wikipedia.org/wiki/Malick_Man%C3%A9,Malick Mané,Malick Mané,match,True
http://www.wikidata.org/entity/Q51756997,Q51756997,Amir Al-Ammari,https://ifkdb.se/spelare/Amir-Al-Ammari_940,https://sv.wikipedia.org/wiki/Amir_Al-Ammari,https://sv.wikipedia.org/wiki/Amir_Al-Ammari,Amir Al-Ammari,Amir Al-Ammari,match,True
http://www.wikidata.org/entity/Q54478488,Q54478488,Sargon Abraham,https://ifkdb.se/spelare/Sargon-Abraham_881,https://sv.wikipedia.org/wiki/Sargon_Abraham,https://sv.wikipedia.org/wiki/Sargon_Abraham,Sargon Abraham,Sargon Abraham,match,True
http://www.wikidata.org/entity/Q56072735,Q56072735,Alexander Jallow,https://ifkdb.se/spelare/Alexander-Jallow_911,https://sv.wikipedia.org/wiki/Alexander_Jallow,https://sv.wikipedia.org/wiki/Alexander_Jallow,Alexander Jallow,Alexander Jallow,match,True
http://www.wikidata.org/entity/Q56743178,Q56743178,Tom Amos,https://ifkdb.se/spelare/Tom-Amos_887,https://sv.wikipedia.org/wiki/Tom_Amos,https://sv.wikipedia.org/wiki/Tom_Amos,Tom Amos,Tom Amos,match,True
http://www.wikidata.org/entity/Q56752557,Q56752557,Eman Markovic,https://ifkdb.se/spelare/Eman-Markovic_951,https://sv.wikipedia.org/wiki/Eman_Markovic,https://sv.wikipedia.org/wiki/Eman_Markovic,Eman Markovic,Eman Markovic,match,True
http://www.wikidata.org/entity/Q58339004,Q58339004,Kevin Yakob,https://ifkdb.se/spelare/Kevin-Yakob_928,https://sv.wikipedia.org/wiki/Kevin_Yakob,https://sv.wikipedia.org/wiki/Kevin_Yakob,Kevin Yakob,Kevin Yakob,match,True
http://www.wikidata.org/entity/Q60677561,Q60677561,Benjamin Nygren,https://ifkdb.se/spelare/Benjamin-Nygren_878,https://sv.wikipedia.org/wiki/Benjamin_Nygren,https://sv.wikipedia.org/wiki/Benjamin_Nygren,Benjamin Nygren,Benjamin Nygren,match,True
http://www.wikidata.org/entity/Q63124014,Q63124014,Erik Gunnarsson,https://ifkdb.se/spelare/Erik-Gunnarsson_890,https://sv.wikipedia.org/wiki/Erik_Gunnarsson,https://sv.wikipedia.org/wiki/Erik_Gunnarsson,Erik Gunnarsson,Erik Gunnarsson,match,True
http://www.wikidata.org/entity/Q63301912,Q63301912,Alhassan Yusuf,https://ifkdb.se/spelare/Alhassan-Yusuf_886,https://sv.wikipedia.org/wiki/Alhassan_Yusuf,https://sv.wikipedia.org/wiki/Alhassan_Yusuf,Alhassan Yusuf,Alhassan Yusuf,match,True
http://www.wikidata.org/entity/Q63801194,Q63801194,Adil Titi,https://ifkdb.se/spelare/Adil-Titi_891,https://sv.wikipedia.org/wiki/Adil_Titi,https://sv.wikipedia.org/wiki/Adil_Titi,Adil Titi,Adil Titi,match,True
http://www.wikidata.org/entity/Q63801217,Q63801217,Måns Saebbö,https://ifkdb.se/spelare/Måns-Saebbö_894,https://sv.wikipedia.org/wiki/M%C3%A5ns_Saebb%C3%B6,https://sv.wikipedia.org/wiki/M%C3%A5ns_Saebb%C3%B6,Måns Saebbö,Måns Saebbö,match,True
http://www.wikidata.org/entity/Q10684712,Q10684712,Sven Sjöblom,https://ifkdb.se/spelare/Sven-Sjöblom_643,https://sv.wikipedia.org/wiki/Sven_Sj%C3%B6blom_(fotbollsspelare),https://sv.wikipedia.org/wiki/Sven_Sj%C3%B6blom_(fotbollsspelare),Sven Sjöblom (fotbollsspelare),Sven Sjöblom (fotbollsspelare),match,True
http://www.wikidata.org/entity/Q10726271,Q10726271,Åke Hallman,https://ifkdb.se/spelare/Åke-Hallman_248,https://sv.wikipedia.org/wiki/%C3%85ke_Hallman,https://sv.wikipedia.org/wiki/%C3%85ke_Hallman,Åke Hallman,Åke Hallman,match,True
http://www.wikidata.org/entity/Q6046543,Q6046543,Tom Pettersson,https://ifkdb.se/spelare/Tom-Pettersson_845,https://sv.wikipedia.org/wiki/Tom_Pettersson,https://sv.wikipedia.org/wiki/Tom_Pettersson,Tom Pettersson,Tom Pettersson,match,True
http://www.wikidata.org/entity/Q6091938,Q6091938,Marcus Sandberg,https://ifkdb.se/spelare/Marcus-Sandberg_821,https://sv.wikipedia.org/wiki/Marcus_Sandberg,https://sv.wikipedia.org/wiki/Marcus_Sandberg,Marcus Sandberg,Marcus Sandberg,match,True
http://www.wikidata.org/entity/Q6125232,Q6125232,Jakob Ankersen,https://ifkdb.se/spelare/Jakob-Ankersen_858,https://sv.wikipedia.org/wiki/Jakob_Ankersen,https://sv.wikipedia.org/wiki/Jakob_Ankersen,Jakob Ankersen,Jakob Ankersen,match,True
http://www.wikidata.org/entity/Q6139557,Q6139557,Gabriel Johansson,https://ifkdb.se/spelare/Gabriel-Johansson_323,https://sv.wikipedia.org/wiki/Gabriel_Johansson,https://sv.wikipedia.org/wiki/Gabriel_Johansson,Gabriel Johansson,Gabriel Johansson,match,True
http://www.wikidata.org/entity/Q6181313,Q6181313,Martin Smedberg-Dalence,https://ifkdb.se/spelare/Martin-Smedberg+Dalence_827,https://sv.wikipedia.org/wiki/Martin_Smedberg-Dalence,https://sv.wikipedia.org/wiki/Martin_Smedberg-Dalence,Martin Smedberg-Dalence,Martin Smedberg-Dalence,match,True
http://www.wikidata.org/entity/Q6189230,Q6189230,David Stenman,https://ifkdb.se/spelare/David-Stenman_830,https://sv.wikipedia.org/wiki/David_Stenman,https://sv.wikipedia.org/wiki/David_Stenman,David Stenman,David Stenman,match,True
http://www.wikidata.org/entity/Q6191106,Q6191106,Zoran Stojcevski,https://ifkdb.se/spelare/Zoran-Stojcevski_648,https://sv.wikipedia.org/wiki/Zoran_Stojcevski,https://sv.wikipedia.org/wiki/Zoran_Stojcevski,Zoran Stojcevski,Zoran Stojcevski,match,True
http://www.wikidata.org/entity/Q6198984,Q6198984,Ola Svensson,https://ifkdb.se/spelare/Ola-Svensson_670,https://sv.wikipedia.org/wiki/Ola_Svensson_(fotbollsspelare),https://sv.wikipedia.org/wiki/Ola_Svensson_(fotbollsspelare),Ola Svensson (fotbollsspelare),Ola Svensson (fotbollsspelare),match,True
http://www.wikidata.org/entity/Q6339516,Q6339516,Daniel Westlin,https://ifkdb.se/spelare/Daniel-Westlin_724,https://sv.wikipedia.org/wiki/Daniel_Westlin,https://sv.wikipedia.org/wiki/Daniel_Westlin,Daniel Westlin,Daniel Westlin,match,True
http://www.wikidata.org/entity/Q6493951,Q6493951,Lasse Vibe,https://ifkdb.se/spelare/Lasse-Vibe_837,https://sv.wikipedia.org/wiki/Lasse_Vibe,https://sv.wikipedia.org/wiki/Lasse_Vibe,Lasse Vibe,Lasse Vibe,match,True
http://www.wikidata.org/entity/Q1159898,Q1159898,Daniel Alexandersson,https://ifkdb.se/spelare/Daniel-Alexandersson_746,https://sv.wikipedia.org/wiki/Daniel_Alexandersson,https://sv.wikipedia.org/wiki/Daniel_Alexandersson,Daniel Alexandersson,Daniel Alexandersson,match,True
http://www.wikidata.org/entity/Q1161898,Q1161898,Daniel Nicklasson,https://ifkdb.se/spelare/Daniel-Nicklasson_509,https://sv.wikipedia.org/wiki/Daniel_Nicklasson,https://sv.wikipedia.org/wiki/Daniel_Nicklasson,Daniel Nicklasson,Daniel Nicklasson,match,True
http://www.wikidata.org/entity/Q1252363,Q1252363,Douglas Krook,https://ifkdb.se/spelare/Douglas-Krook_401,https://sv.wikipedia.org/wiki/Douglas_Krook,https://sv.wikipedia.org/wiki/Douglas_Krook,Douglas Krook,Douglas Krook,match,True
http://www.wikidata.org/entity/Q1284546,Q1284546,Gunnar Rydberg,https://ifkdb.se/spelare/Gunnar-Rydberg_616,https://sv.wikipedia.org/wiki/Gunnar_Rydberg,https://de.wikipedia.org/wiki/Gunnar_Rydberg,Gunnar Rydberg,Gunnar Rydberg,match,True
http://www.wikidata.org/entity/Q1341836,Q1341836,Alexander Farnerud,https://ifkdb.se/spelare/Alexander-Farnerud_920,https://sv.wikipedia.org/wiki/Alexander_Farnerud,https://sv.wikipedia.org/wiki/Alexander_Farnerud,Alexander Farnerud,Alexander Farnerud,match,True
http://www.wikidata.org/entity/Q1342780,Q1342780,Simon Thern,https://ifkdb.se/spelare/Simon-Thern_933,https://sv.wikipedia.org/wiki/Simon_Thern,https://sv.wikipedia.org/wiki/Simon_Thern,Simon Thern,Simon Thern,match,True
http://www.wikidata.org/entity/Q1353972,Q1353972,Erik Hysén,https://ifkdb.se/spelare/Erik-Hysén_799,https://sv.wikipedia.org/wiki/Erik_Hys%C3%A9n,https://sv.wikipedia.org/wiki/Erik_Hys%C3%A9n,Erik Hysén,Erik Hysén,match,True
http://www.wikidata.org/entity/Q1354216,Q1354216,Erik Wahlstedt,https://ifkdb.se/spelare/Erik-Wahlstedt_702,https://sv.wikipedia.org/wiki/Erik_Wahlstedt,https://sv.wikipedia.org/wiki/Erik_Wahlstedt,Erik Wahlstedt,Erik Wahlstedt,match,True
http://www.wikidata.org/entity/Q1355219,Q1355219,May Mahlangu,https://ifkdb.se/spelare/May-Mahlangu_801,https://sv.wikipedia.org/wiki/May_Mahlangu,https://sv.wikipedia.org/wiki/May_Mahlangu,May Mahlangu,May Mahlangu,match,True
http://www.wikidata.org/entity/Q100560310,Q100560310,Elias Hagen,https://ifkdb.se/spelare/Elias-Hagen_240,https://sv.wikipedia.org/wiki/Elias_Hagen,https://no.wikipedia.org/wiki/Elias_Hagen,Elias Hagen,Elias Hagen,match,True
http://www.wikidata.org/entity/Q101112475,Q101112475,Fritz Berg,https://ifkdb.se/spelare/Fritz-Berg_98,https://sv.wikipedia.org/wiki/Fritz_Berg,https://sv.wikipedia.org/wiki/Fritz_Berg,Fritz Berg,Fritz Berg,match,True
http://www.wikidata.org/entity/Q105047448,Q105047448,Ralf Nyberg,https://ifkdb.se/spelare/Ralph-Nyberg_534,https://sv.wikipedia.org/wiki/Ralf_Nyberg,https://sv.wikipedia.org/wiki/Ralf_Nyberg,Ralf Nyberg,Ralf Nyberg,match,True
http://www.wikidata.org/entity/Q64605847,Q64605847,Erik Sorga,https://ifkdb.se/spelare/Erik-Sorga_939,https://sv.wikipedia.org/wiki/Erik_Sorga,https://en.wikipedia.org/wiki/Erik_Sorga,Erik Sorga,Erik Sorga,match,True
