id,name,desc
runo-falk,Runo Falk,"football anfallare (born 1920), Djurgårdens IF player 1920–1948"
ove-fallby,Ove Fallby,"football forward (born 1943), Djurgårdens IF player 1961–1962"
oskar-fallenius,Oskar Fallenius,"football forward (born 2001), Djurgårdens IF player 2001–2023"
alexander-faltsetas,Alexander Faltsetas,"football mittfältare (born 1987), Djurgårdens IF player 2015–2016"
jorgen-fasth,Jörgen Fasth,"football målvakt (born 1962), Djurgårdens IF player 1979–1980"
erton-fejzullahu,Erton Fejzullahu,"football anfallare (born 1988), Djurgårdens IF player 2013–2014"
widich-ferlander,Widich Ferlander,football player (born 1921)
per-ferm,Per Ferm,"football anfallare (born 1967), Djurgårdens IF player 1991–1992"
hampus-finndell,Hampus Finndell,"football innermittfältare (born 2000), Djurgårdens IF player 2022–2023"
bo-finnhammar,Bo Finnhammar,"football anfallare (born 1933), Djurgårdens IF player 1955–1957"
jens-fjellstrom,Jens Fjellström,"football mittfältare (born 1966), Djurgårdens IF player 1991–1992"
goran-flodstrom,Göran Flodström,"football player (born 1953), Djurgårdens IF player 1977–1976"
elin-flyborg,Elin Flyborg,"football anfallare (born 1976), Djurgårdens IF player 2003–2004"
karl-axel-flygar,Karl-Axel Flygar,"football anfallare (born 1941), Djurgårdens IF player 1941–1960"
marina-folkesson,Marina Folkesson,"football back, mittfältare (born 1967), Djurgårdens IF player 1967–1992"
fredrik-forsberg,Fredrik Forsberg,"football forward (born 1996), Djurgårdens IF player 2021–2022"
hakan-forsberg,Håkan Forsberg,"football player (born ), Djurgårdens IF player 1962–1963"
jonas-forsberg,Jonas Forsberg,"football målvakt (born 1975), Djurgårdens IF player 1993–1994"
lennart-forsberg,Lennart Forsberg,"football anfallare (born 1928), Djurgårdens IF player 1952–1953"
ola-forsberg,Ola Forsberg,"football försvarare (born 1930), Djurgårdens IF player 1956–1957"
ingvar-frank,Ingvar Frank,"football försvarare (born 1932), Djurgårdens IF player 1932–1957"
rolf-fransson,Rolf Fransson,"football försvarare (born 1942), Djurgårdens IF player 1966–1967"
arne-fredberg,Arne Fredberg,"football vänsterback (born 1906), Djurgårdens IF player 1906–1936"
leif-fredblad,Leif Fredblad,"football forward (born 1936), Djurgårdens IF player 1936–1961"
fritiof-fritte-fredriksson,Fritiof Fredriksson,"football målvakt (born 1903), Djurgårdens IF player 1903–1927"
jerry-friman,Jerry Friman,"football forward (born 1967), Djurgårdens IF player 1992–1993"
kathinka-frisk,Kathinka Frisk,"football player (born 1942), Djurgårdens IF player 1959–1964"
kjell-frisk,Kjell Frisk,"football målvakt (born 1964), Djurgårdens IF player 1993–1994"
catarina-fritzdotter,Catarina Fritzdotter,"football Nummer: (born ), Djurgårdens IF player 1987–1988"
ehrnfrid-frostell,Ehrnfrid Frostell,football player (born 1876)
fredrik-frostell,Fredrik Frostell,football player (born 1905)
sven-olof-funk,Sven-Olof Funk,"football player (born 1939), Djurgårdens IF player 1965–1966"
torsten-furukrantz,Torsten Furukrantz,"football försvarare (born 1937), Djurgårdens IF player 1964–1965"
olle-fyhr,Olle Fyhr,"football forward (born 1932), Djurgårdens IF player 1932–1950"
matthew-galajda,Matthew Galajda,"football målvakt (born 1997), Djurgårdens IF player 1997–2022"
gunnar-galin,Gunnar Galin,"football Nummer: (born 1902), Djurgårdens IF player 1902–1927"
pierre-gallo,Pierre Gallo,"football mittfältare (born 1975), Djurgårdens IF player 1999–2000"
steve-galloway,Steve Galloway,"football anfallare (born 1963), Djurgårdens IF player 1988–1989"
haruna-garba,Haruna Garba,"football forward (born 1994), Djurgårdens IF player 1994–2017"
stuart-garnham,Stuart Garnham,"football målvakt (born 1955), Djurgårdens IF player 1955–1981"
bengt-garpe,Bengt Garpe,"football anfallare (born 1916), Djurgårdens IF player 1946–1947"
gunnar-garpe,Gunnar Garpe,"football player (born 1916), Djurgårdens IF player 1940–1941"
hans-garpe,Hans Garpe,"football anfallare (born 1907), Djurgårdens IF player 1937–1941"
johan-garpenlov,Johan Garpenlöv,"football forward (born 1968), Djurgårdens IF player 1988–1989"
bo-gate,Bo Gate,"football player (born 1910), Djurgårdens IF player 1931–1932"
ivar-gate,Ivar Gate,"football forward (born 1907), Djurgårdens IF player 1931–1932"
linnea-gellerfelt,Linnea Gellerfelt,"football mittfältare, back (born 1976), Djurgårdens IF player 1993–1994"
inga-gentzel,Inga Gentzel,"football player (born 1908), Djurgårdens IF player 1930–1931"
daniel-glad,Daniel Glad,"football back (born 1992), Djurgårdens IF player 1992–2022"
mikael-gladh,Mikael Gladh,"football back (born 1942), Djurgårdens IF player 1942–1965"
mikael-good,Mikael Good,"football back (born 1962), Djurgårdens IF player 1962–1982"
carlos-moros-gracia,Moros Gracia,"football mittback (born 1993), Djurgårdens IF player 1993–2023"
jonas-granath,Jonas Granath,"football försvarare (born 1969), Djurgårdens IF player 1992–1993"
evert-granholm,Evert Granholm,"football forward (born 1906), Djurgårdens IF player 1906–1922"
conny-granqvist,Conny Granqvist,"football mittfältare (born 1947), Djurgårdens IF player 1972–1973"
kjell-granqvist,Kjell Granqvist,"football mittback (born 1960), Djurgårdens IF player 1986–1987"
bengt-grive,Bengt Grive,"football player (born 1921), Djurgårdens IF player 1948–1951"
arne-grunander,Arne Grunander,"football Moderklubb: Norra Latins IF (born 1918), Djurgårdens IF player 1940–1941"
ake-grybb,Åke Grybb,"football anfallare (born 1936), Djurgårdens IF player 1955–1957"
anders-gronis-gronhagen,Anders Grönhagen,"football anfallare (born 1953), Djurgårdens IF player 1982–1983"
christian-groning,Christian Gröning,"football försvarare (born 1978), Djurgårdens IF player 1998–1999"
hugo-gronkvist,Hugo Grönkvist,"football anfallare (born 1904), Djurgårdens IF player 1931–1932"
sten-gronkvist,Sten Grönkvist,"football centerhalv (born 1907), Djurgårdens IF player 1935–1936"
peter-gudmundsson,Peter Gudmundsson,"football forward (born 1953), Djurgårdens IF player 1976–1977"
adama-guira,Adama Guira,"football mittfältare (born 1988), Djurgårdens IF player 1988–2011"
willy-gummesson,Willy Gummesson,"football försvarare (born 1944), Djurgårdens IF player 1970–1971"
lars-gunnarsson,Lars Gunnarsson,"football back (born 1961), Djurgårdens IF player 1961–1980"
lars-ake-gunnarsson,Lars-Åke Gunnarsson,"football anfallare (born 1942), Djurgårdens IF player 1942–1965"
niklas-gunnarsson,Niklas Gunnarsson,"football försvarare (born 1991), Djurgårdens IF player 2017–2018"
karl-gustafsson,Kalle Gustafsson,"football mittfältare, anfallare (born ), Djurgårdens IF player 1924–1925"
kjell-gustafsson,Kjell Gustafsson,"football anfallare (born 1952), Djurgårdens IF player 1952–1977"
lars-ake-gustafsson,Lars-Åke Gustafsson,"football back (born 1950), Djurgårdens IF player 1975–1976"
stig-gustavsson,Stig Gustavsson,"football försvarare (born 1930), Djurgårdens IF player 1959–1960"
petter-gustafsson,Petter Gustafsson,"football mittfältare (born 1985), Djurgårdens IF player 2012–2013"
roland-gustafsson,Roland Gustafsson,football player (born )
stefan-gustavson,Stefan Gustavson,"football forward (born 1965), Djurgårdens IF player 1965–1990"
per-goransson,Per Göransson,"football forward (born 1958), Djurgårdens IF player 1985–1986"
andreas-hadelov,Andreas Hadelöv,"football målvakt (born 1975), Djurgårdens IF player 1996–1997"
helge-hagberg,Helge Hagberg,"football Moderklubb: (born 1902), Djurgårdens IF player 1902–1927"
henry-hagelin,Henry Hagelin,"football målvakt (born 1910), Djurgårdens IF player 1932–1933"
patrik-haginge,Patrik Haginge,"football försvarare (born 1985), Djurgårdens IF player 2009–2010"
algot-haglund,Algot Haglund,"football Moderklubb: (born 1905), Djurgårdens IF player 1924–1925"
bjorn-haglund,Björn Haglund,"football back (born 1965), Djurgårdens IF player 1982–1983"
curt-haglund,Curt Haglund,"football målvakt (born 1909), Djurgårdens IF player 1909–1927"
jimmy-haglund,Jimmy Haglund,"football back (born 1957), Djurgårdens IF player 1976–1977"
patrik-hagman,Patrik Hagman,"football mittfältare (born 1966), Djurgårdens IF player 1992–1993"
carina-hagstrom,Carina Hagström,"football forward, mittfältare (born 1967), Djurgårdens IF player 1988–1989"
sead-haksabanovic,Sead Haksabanovic,"football mittfältare (born 1999), Djurgårdens IF player 1999–2022"
erik-halin,Erik Halin,"football vänsterytter (born 1905), Djurgårdens IF player 1931–1932"
lars-hallstrom,Lars Hallström,"football forward (born 1976), Djurgårdens IF player 1998–1999"
peter-hallstrom,Peter Hallström,"football försvarare (born 1971), Djurgårdens IF player 1971–1998"
edvin-hammarlund,Edvin Hammarlund,"football back (born 1997), Djurgårdens IF player 1997–2022"
susanne-hamos,Susanne Hamos,"football mittfältare (born 1974), Djurgårdens IF player 1993–1994"
anders-hansson,Anders Hansson,"football back (born 1956), Djurgårdens IF player 1956–1979"
h-hansson,H Hansson,"football player (born ), Djurgårdens IF player 1930–1931"
marcus-hansson,Marcus Hansson,"football defensiv mittfältare, mittback (born 1990), Djurgårdens IF player 2016–2017"
thomas-hanzon,Thomas Hanzon,"football försvarare (born 1962), Djurgårdens IF player 1979–1980"
bashir-hassan,Bassir Hassan,"football player (born 1983), Djurgårdens IF player 2015–2008"
anne-hauru,Anne Hauru,"football mittfältare (born 1962), Djurgårdens IF player 1987–1988"
anders-hedberg,Anders Hedberg,"football forward (born 1951), Djurgårdens IF player 1972–1973"
viktoria-hedenstrom,Viktoria Hedenström,"football målvakt (born 1976), Djurgårdens IF player 1993–1994"
harald-hedjerson,Harald Hedjerson,football player (born 1913)
nils-adolf-hedjerson,Nils Adolf Hedjerson,"football player (born 1881), Djurgårdens IF player 1911–1915"
sven-erik-hedman,Sven-Erik Hedman,"football forward (born 1944), Djurgårdens IF player 1965–1966"
ludvig-hedstrom,Ludvig Hedström,"football back (born 2001), Djurgårdens IF player 2021–2022"
thomas-helander,Thomas Helander,"football forward (born 1955), Djurgårdens IF player 1974–1975"
irma-helin,Irma Helin,"football mittfältare (born 1994), Djurgårdens IF player 2018–2019"
verner-hellgren,Verner Hellgren,"football centerhalv (born 1899), Djurgårdens IF player 1928–1929"
philip-hellquist,Philip Hellquist,"football mittfältare, anfallare (born 1991), Djurgårdens IF player 2012–2014"
olle-hellstrom,Olle Hellström,"football ytterhalv (born 1936), Djurgårdens IF player 1964–1968"
christian-henriksson,Christian Henriksson,"football back (born 1964), Djurgårdens IF player 1983–1984"
richard-henriksson,Richard Henriksson,"football försvarare (born 1982), Djurgårdens IF player 2002–2003"
goran-hermansson,Göran Hermansson,"football forward (born 1974), Djurgårdens IF player 1974–1996"
stefan-hermansson,Stefan Hermansson,"football anfallare (born 1961), Djurgårdens IF player 1986–1987"
daniel-hesser,Daniel Hesser,"football försvarare (born 1974), Djurgårdens IF player 1993–1994"
kurt-heumann,Kurt Heumann,"football vänsterytter (born 1903), Djurgårdens IF player 1931–1932"
isak-hien,Isak Hien,"football mittback (born 1999), Djurgårdens IF player 2021–2022"
lisbeth-hjelme,Lisbeth Hjelme,"football målvakt (born 1960), Djurgårdens IF player 1987–1988"
mona-hjortzberg,Mona Hjortzberg,"football back (born 1970), Djurgårdens IF player 1989–1990"
patrik-hofbauer,Patrik Hofbauer,"football målvakt (born 1968), Djurgårdens IF player 1968–1995"
sten-olof-hoflin,Sten-Olof Hoflin,"football anfallare (born 1943), Djurgårdens IF player 1968–1969"
jeanette-hofslagare,Jeanette Hofslagare,football mittfältare (born )
glenn-holm,Glenn Holm,"football mittfältare (born 1955), Djurgårdens IF player 1955–1983"
folke-holmberg,Folke Holmberg,"football center (born 1927), Djurgårdens IF player 1951–1952"
jorgen-holmberg,Jörgen Holmberg,"football forward (born 1962), Djurgårdens IF player 1985–1987"
kalle-holmberg,Kalle Holmberg,"football anfallare (born 1993), Djurgårdens IF player 2021–2022"
ove-holmberg,Ove Holmberg,"football player (born 1939), Djurgårdens IF player 1961–1962"
andreas-holmqvist,Andreas Holmqvist,"football back (born 1981), Djurgårdens IF player 2010–2011"
hans-holmqvist,Hans Holmqvist,"football anfallare (born 1960), Djurgårdens IF player 1982–1983"
michael-holmqvist,Michael Holmqvist,"football forward (born 1979), Djurgårdens IF player 2013–2014"
christer-holmstrom,Christer Holmström,"football back (born 1954), Djurgårdens IF player 1954–1973"
stig-holmstrom,Stig Holmström,"football ytterhalv (born 1928), Djurgårdens IF player 1955–1956"
arne-hultin,Arne Hultin,football player (born 1921)
anders-huusko,Anders Huusko,"football forward (born 1971), Djurgårdens IF player 1994–1995"
erik-huusko,Erik Huusko,"football forward (born 1971), Djurgårdens IF player 1994–1995"
tobias-hysen,Tobias Hysén,"football anfallare (born 1982), Djurgårdens IF player 2005–2006"
mikael-hakanson,Mikael Håkanson,"football forward (born 1974), Djurgårdens IF player 1999–2001"
bobo-hakansson,Bobo Håkansson,football player (born 1943)
jesper-hakansson,Jesper Håkansson,"football offensiv mittfältare / anfallare (born 1981), Djurgårdens IF player 2005–2006"
mathias-hallback,Mathias Hällback,"football forward (born 1974), Djurgårdens IF player 1993–1994"
jeff-hallegard,Jeff Hällegard,"football forward (born 1963), Djurgårdens IF player 1983–1986"
kasper-hamalainen,Kasper Hämäläinen,"football offensiv mittfältare (born 1986), Djurgårdens IF player 2011–2012"
kenneth-hoie,Kenneth Høie,"football målvakt (born 1979), Djurgårdens IF player 2015–2016"
leif-hogstrom,Leif Högström,"football player (born 1955), Djurgårdens IF player 1977–1976"
per-horberg,Per Hörberg,"football forward (born 1941), Djurgårdens IF player 1959–1960"
magnus-idar,Magnus Idar,football player (born 1920)
kennedy-igboaneke,Kennedy Igboanike,"football anfallare (born 1989), Djurgårdens IF player 2011–2012"
andreas-isaksson,Andreas Isaksson,"football Målvakt (born 1981), Djurgårdens IF player 2017–2018"
karl-erik-isaksson,Karl-Erik Isaksson,"football försvarare (born 1934), Djurgårdens IF player 1957–1959"
berndt-ivegren,Berndt Ivegren,"football centerhalv (born 1923), Djurgårdens IF player 1959–1960"
hans-jacobson,Hans Jacobson,"football player (born 1947), Djurgårdens IF player 1977–1976"
birger-jakobsson,Birger Jacobsson,"football försvarare (born 1949), Djurgårdens IF player 1979–1980"
johnny-jacobsson,Johnny Jacobsson,"football player (born 1942), Djurgårdens IF player 1962–1963"
mikael-jagusch,Mikael Jagusch,"football back (born 1965), Djurgårdens IF player 1965–1983"
tommy-jakobsen,Tommy Jakobsen,"football back (born 1970), Djurgårdens IF player 1970–1995"
mia-jalkerud,Mia Jalkerud,"football anfallare (born 1989), Djurgårdens IF player 2018–2019"
bjorn-jansson,Björn Jansson,"football mittfältare (born 1958), Djurgårdens IF player 1977–1980"
hans-jansson,Hans Jansson,"football player (born 1935), Djurgårdens IF player 1962–1963"
jesper-jansson,Jesper Jansson,"football mittfältare (born 1971), Djurgårdens IF player 1971–1996"
john-g-jansson,John G Jansson,"football player (born 1868), Djurgårdens IF player 1900–1903"
magnus-jansson,Magnus Jansson,"football forward (born 1969), Djurgårdens IF player 1994–1995"
maria-jansson,Maria Jansson,"football back (born ), Djurgårdens IF player 1976–1993"
mats-jansson,Mats Jansson,"football mittfältare (born 1961), Djurgårdens IF player 1984–1985"
stefan-jansson,"Stefan (fotboll) Jansson, Stefan (ishockey) Jansson, Tore Jansson","football mittfältare (born 1970), Djurgårdens IF player 1970–1995"
daniel-jarl,Daniel Jarl,"football försvarare (born 1992), Djurgårdens IF player 2011–2012"
amadou-jawo,Amadou Jawo,"football anfallare (born 1984), Djurgårdens IF player 2016–2017"
kasper-jensen,Kasper Jensen,"football målvakt (born 1982), Djurgårdens IF player 1982–2012"
hans-jeppson,Hans Jeppson,"football center (born 1925), Djurgårdens IF player 1949–1950"
per-olov-jihde,Per-Olov Jihde,"football player (born 1920), Djurgårdens IF player 1940–1941"
sten-jihde,Sten Jihde,"football ytter (born 1917), Djurgårdens IF player 1939–1940"
markus-johannesson,Markus Johannesson,"football försvarare (born 1975), Djurgårdens IF player 2008–2009"
andreas-johansson,Andreas Johansson,"football mittfältare (born 1978), Djurgårdens IF player 2013–2014"
arvid-johansson,Arvid Johansson,football player (born 1873)
bo-johansson,Bo Johansson,"football back (born 1960), Djurgårdens IF player 1960–1980"
boris-johansson,Boris Johansson,"football ytter (born 1936), Djurgårdens IF player 1964–1965"
carl-ottil-johansson,Carl Ottil Johansson,"football back (born 1921), Djurgårdens IF player 1947–1948"
georg-johansson,Georg Johansson,football forward (born 1898)
glenn-johansson,Glenn Johansson,"football forward (born 1956), Djurgårdens IF player 1956–1979"
gottfrid-johansson,Gottfrid Johansson,"football Nummer: (born 1891), Djurgårdens IF player 1920–1921"
gosta-johansson,Gösta Johansson,"football målvakt (born 1910), Djurgårdens IF player 1931–1932"
gosta-johansson-2,Gösta Johansson,"football forward (born 1929), Djurgårdens IF player 1958–1959"
hans-johansson,Hans Johansson,"football Moderklubb: (born 1937), Djurgårdens IF player 1956–1961"
helge-johansson,Helge Johansson,"football forward (born 1905), Djurgårdens IF player 1923–1924"
kenneth-johansson,Kenneth Johansson,"football försvarare (born 1963), Djurgårdens IF player 1984–1985"
kent-johansson,Kent Johansson,"football forward (born 1956), Djurgårdens IF player 1982–1989"
kjell-anders-johansson,Kjell-Anders Johansson,"football forward (born 1955), Djurgårdens IF player 1977–1978"
lena-johansson,Lena Johansson,"football Forward (born 1968), Djurgårdens IF player 1968–1990"
mikael-johansson,Mikael Johansson,"football forward (born 1966), Djurgårdens IF player 2003–2004"
nils-johansson,Nils Johansson,"football målvakt (born 1904), Djurgårdens IF player 1928–1929"
olle-johansson,Olle Johansson,"football anfallare (born 1905), Djurgårdens IF player 1932–1933"
per-johansson,Per Johansson,"football försvarare (born 1989), Djurgårdens IF player 1989–2008"
piotr-johansson,Piotr Johansson,"football ytterback (born 1995), Djurgårdens IF player 2022–2023"
sara-johansson,Sara Johansson,"football anfallare (born ), Djurgårdens IF player 2004–2005"
sixten-johansson,Sixten Johansson,"football player (born 1912), Djurgårdens IF player 1931–1932"
sten-johansson,Sten Johansson,football Moderklubb: (born )
stig-johansson,Stig Johansson,"football försvarare (born ), Djurgårdens IF player 1942–1943"
soren-johansson,Sören Johansson,"football forward (born 1954), Djurgårdens IF player 1979–1980"
thomas-johansson,"Thomas (Fotboll) Johansson, Thomas (Ishockey) Johansson, Tommy Johansson","football anfallare (born 1966), Djurgårdens IF player 1988–1989"
yngve-johansson,Yngve Johansson,"football målvakt (born 1929), Djurgårdens IF player 1960–1961"
anders-johnson,Anders Johnson,"football forward (born 1962), Djurgårdens IF player 1989–1990"
sam-johnsson,Sam Johnson,"football anfallare (born 1993), Djurgårdens IF player 2015–2016"
hans-johnsson,Hans Johnsson,"football anfallare (born 1950), Djurgårdens IF player 1971–1972"
mattias-jonson,Mattias Jonson,"football anfallare (born 1974), Djurgårdens IF player 2010–2011"
bjorn-jonsson,Björn Jonsson,"football försvarare (born 1944), Djurgårdens IF player 1970–1971"
bo-jonsson,Bo Jonsson,"football målvakt (born 1928), Djurgårdens IF player 1928–1950"
karl-erik-jonsson,Karl-Erik Jonsson,"football vänsterytter (born 1930), Djurgårdens IF player 1949–1950"
melker-jonsson,Melker Jonsson,"football försvarare (born 2002), Djurgårdens IF player 2021–2022"
oscar-jonsson,Oscar Jonsson,"football målvakt (born 1997), Djurgårdens IF player 1997–2016"
folke-jonzon,Folke Jonzon,"football Moderklubb: (born 1908), Djurgårdens IF player 1908–1935"
fredrik-josefson,Fredrik Josefson,"football målvakt (born 1962), Djurgårdens IF player 1962–1950"
jacob-josefson,Jacob Josefson,"football center (born 1991), Djurgårdens IF player 2020–2021"
ola-josefsson,Ola Josefsson,"football forward (born 1967), Djurgårdens IF player 1995–1996"
aleksandar-jovovic,Aleksandar Jovovic,"football mittfältare (born 1968), Djurgårdens IF player 1968–1997"
sten-erik-jornlind,Sten-Erik Jörnlind,"football försvarare (born 1940), Djurgårdens IF player 1940–1965"
tino-kadewere,Tinotenda Kadawere,"football anfallare (born 1996), Djurgårdens IF player 2017–2018"
anders-kallur,Anders Kallur,"football forward (born 1952), Djurgårdens IF player 1952–1978"
alhaji-kamara,Alhaji Kamara,"football anfallare (born 1994), Djurgårdens IF player 1994–2012"
david-kangas,David Kangas,"football forward (born 1975), Djurgårdens IF player 1975–1992"
ernst-karlberg,Ernst Karlberg,"football forward (born 1901), Djurgårdens IF player 1932–1933"
bengt-karlsson,Bengt Karlsson,"football player (born ), Djurgårdens IF player 1962–1963"
bengt-ake-karlsson,Bengt-Åke Karlsson,"football forward (born 1946), Djurgårdens IF player 1972–1973"
bertil-karlsson,Bertil Karlsson,"football back (born 1955), Djurgårdens IF player 1976–1977"
hans-karlsson,Hans Karlsson,"football anfallare (born 1932), Djurgårdens IF player 1963–1964"
henry-karlsson,Henry Karlsson,football Moderklubb: (born )
inge-karlsson,Inge Karlsson,"football försvarare (born 1946), Djurgårdens IF player 1972–1973"
ingvar-karlsson,Ingvar Karlsson,"football player (born 1942), Djurgårdens IF player 1962–1963"
jan-karlsson,Jan Karlsson,"football försvarare (born 1940), Djurgårdens IF player 1964–1966"
karl-erik-karlsson,Karl-Erik Karlsson,"football player (born 1942), Djurgårdens IF player 1965–1966"
kevin-karlsson,Kevin Karlsson,"football back (born 1996), Djurgårdens IF player 1996–2022"
kjell-karlsson,Kjell Karlsson,"football mittfältare/anfallare (born 1953), Djurgårdens IF player 1977–1978"
lars-karlsson,Lars Karlsson,"football Moderklubb: (born 1947), Djurgårdens IF player 1969–1970"
markus-karlsson,Markus Karlsson,"football försvarare (born 1972), Djurgårdens IF player 2003–2004"
mats-karlsson,Mats Karlsson,"football försvarare (born 1942), Djurgårdens IF player 1966–1967"
stefan-karlsson,Stefan Karlsson,"football försvarare (born 1988), Djurgårdens IF player 2015–2016"
yngve-karlsson,Yngve Karlsson,"football forward (born 1929), Djurgårdens IF player 1957–1958"
jesper-karlstrom,Jesper Karlström,"football försvarare (born 1995), Djurgårdens IF player 2018–2019"
niklas-karlstrom,Niklas Karlström,"football mittfältare (born 1966), Djurgårdens IF player 1989–1990"
veli-pekka-kautonen,Veli-Pekka Kautonen,"football back (born 1970), Djurgårdens IF player 1970–1996"
james-keene,James Keene,"football anfallare (born 1985), Djurgårdens IF player 1985–2012"
kjell-keijser,Kjell Keijser,"football forward (born 1948), Djurgårdens IF player 1966–1967"
johan-kejnemar,Johan Kejnemar,"football back (born 1970), Djurgårdens IF player 1970–1989"
kenneth-kennholt,Kenneth Kennholt,"football back (born 1965), Djurgårdens IF player 1991–1992"
stefan-ketola,Stefan Ketola,"football forward (born 1972), Djurgårdens IF player 1972–1991"
kristoffer-jesse-kindbom,Kristoffer Kindbom,"football mittfältare (born 1973), Djurgårdens IF player 1993–1994"
olle-kindblom,Olle Kindblom,football player (born 1923)
tina-kindvall,Tina Kindvall,"football forward (born 1976), Djurgårdens IF player 2002–2003"
patric-kjellberg,Patric Kjellberg,"football forward (born 1969), Djurgårdens IF player 1996–1997"
valter-klang,Valter Klang,"football player (born 1936), Djurgårdens IF player 1965–1966"
linus-klasen,Linus Klasen,"football forward (born 1986), Djurgårdens IF player 1986–2022"
vito-knezevic,Vito Knezevic,"football försvarare (born 1956), Djurgårdens IF player 1987–1988"
espen-knutsen,Espen Knutsen,"football forward (born 1972), Djurgårdens IF player 2003–2004"
catharina-kock,Catharina Kock,"football mittfältare, forward (born 1971), Djurgårdens IF player 1991–1992"
lena-kolehmainen,Lena Kolehmainen,"football yttermittfältare (born 1966), Djurgårdens IF player 1966–1991"
andrej-komac,Andrej Komac,"football mittfältare (born 1979), Djurgårdens IF player 2008–2009"
wiwi-kondracki,Wiwi Kondracki,"football målvakt (born 1972), Djurgårdens IF player 1972–1993"
souleymane-kone,Souleymane Koné,"football Mittback (born 1996), Djurgårdens IF player 1996–2017"
mikko-konttila,Mikko Konttila,"football forward (born 1972), Djurgårdens IF player 1972–1999"
dzenis-kozica,Dzenis Kozica,"football anfallare (born 1993), Djurgårdens IF player 2018–2019"
sven-krantz,Sven Krantz,"football anfallare (born 1956), Djurgårdens IF player 1975–1976"
julian-kristoffersen,Julian Kristoffersen,"football anfallare (born 1997), Djurgårdens IF player 1997–2017"
niklas-kronwall,Niklas Kronwall,"football back (born 1981), Djurgårdens IF player 2001–2002"
marcus-kruger,Marcus Krüger,"football forward (born 1990), Djurgårdens IF player 2010–2022"
toni-kuivasto,Toni Kuivasto,"football försvarare (born 1975), Djurgårdens IF player 2008–2009"
emir-kujovic,Emir Kujovic,"football anfallare (born 1988), Djurgårdens IF player 2020–2021"
stephan-kullberg,Stephan Kullberg,"football försvarare (born 1959), Djurgårdens IF player 1990–1991"
sigfrid-kungberg,Sigfrid Kungberg,"football player (born 1904), Djurgårdens IF player 1931–1932"
jones-dr-jones-kusi-asare,Jones Kusi-Asare,"football anfallare (born 1980), Djurgårdens IF player 2005–2006"
danilo-kuzmanovic,Danilo Kuzmanovic,"football försvarare (born 1992), Djurgårdens IF player 1992–2010"
tommy-kvarneryd,Tommy Kvarneryd,"football målvakt (born 1940), Djurgårdens IF player 1940–1959"
karl-kylander,Karl Kylander,"football back (born 1900), Djurgårdens IF player 1924–1925"
elliot-kack,Elliot Käck,"football försvarare (born 1989), Djurgårdens IF player 2022–2023"
sven-kallen,Sven Källén,"football försvarare (born 1921), Djurgårdens IF player 1944–1945"
kim-kongo-kim-kallstrom,Kim Källström,"football mittfältare (born 1982), Djurgårdens IF player 2003–2017"
rolf-lagerback,Rolf Lagerbäck,football player (born 1916)
tommy-lagerback,Tommy Lagerbäck,football player (born 1942)
ulf-lagerback,Ulf Lagerbäck,football player (born 1945)
ingemar-landsjo,Ingemar Landsjö,"football målvakt (born 1935), Djurgårdens IF player 1935–1961"
peter-langemar,Peter Langemar,"football försvarare (born 1974), Djurgårdens IF player 1997–1998"
gosta-lantz,Gösta Lantz,"football anfallare (born 1919), Djurgårdens IF player 1939–1940"
per-larner-f-d-karlsson,Per Larner (fd Karlsson),"football anfallare (born 1911), Djurgårdens IF player 1940–1941"
soren-larsen,Søren Larsen,"football anfallare (born 1981), Djurgårdens IF player 2004–2005"
anders-larsson,Anders Larsson,"football forward (born 1975), Djurgårdens IF player 1975–1994"
annika-larsson,Annika Larsson,"football Mittfältare (born 1970), Djurgårdens IF player 1991–1996"
arne-larsson,Arne Larsson,"football ytterhalv (born 1931), Djurgårdens IF player 1953–1954"
bengt-larsson,Bengt Larsson,"football forward (born 1927), Djurgårdens IF player 1956–1957"
bjorn-larsson,Björn Larsson,"football målvakt (born 1946), Djurgårdens IF player 1963–1964"
bo-larsson,Bo Larsson,"football målvakt (born 1956), Djurgårdens IF player 1982–1983"
dick-larsson,Dick Larsson,"football forward (born 1965), Djurgårdens IF player 1982–1983"
jacob-une-larsson,Jacob Une Larsson,"football försvarare (born 1994), Djurgårdens IF player 2020–2021"
lars-larsson,Lars Larsson,football målvakt (born )
stig-larsson,Stig Larsson,"football forward (born 1947), Djurgårdens IF player 1977–1978"
sture-larsson,Sture Larsson,"football anfallare (born 1919), Djurgårdens IF player 1940–1941"
sven-larsson,Sven Larsson,football Moderklubb: (born )
larsson,Larsson,football målvakt (born )
lars-olof-laurell,Lars-Olof Laurell,football player (born 1910)
mika-leinonen,Mika Leinonen,"football försvarare (born 1957), Djurgårdens IF player 1982–1983"
jonathan-lekkerimaki,Jonathan Lekkerimäki,"football forward (born 2004), Djurgårdens IF player 2021–2022"
annika-lennkvist,Annika Lennkvist,"football back, mittfältare (born 1969), Djurgårdens IF player 1991–1992"
greger-lewenhaupt,Greger Lewenhaupt,"football Moderklubb: (born 1920), Djurgårdens IF player 1943–1944"
nils-lewenhaupt,Nils Lewenhaupt,"football Moderklubb: (born 1910), Djurgårdens IF player 1940–1941"
carl-lilja,Carl Lilja,"football forward (born 1931), Djurgårdens IF player 1960–1961"
karl-erik-lilja,Karl-Erik Lilja,"football back (born 1957), Djurgårdens IF player 1988–1989"
