id,name,desc
232,tord svanström,"football player, Örgryte IS player"
243,allan svantesson,"football player, IFK Göteborg player"
281,anders svensson,"football player, Örgryte IS player"
114,gösta svensson,"football player, GAIS player"
310,harry svensson,"football player, IFK Göteborg player"
23,henning svensson,"football player, IFK Göteborg player"
283,ingvar svensson,"football player, IFK Göteborg player"
140,mårten svensson,"football player, Örgryte IS player"
369,ola svensson,"football player, IFK Göteborg player"
21,torsten svensson,"football player, GAIS player"
138,Åke tholander,"football player, GAIS player"
111,karl thorin,"football player, Örgryte IS player"
193,curt thorstensson,"football player, GAIS player"
90,bertil thulin,"football player, GAIS player"
5,konrad törnqvist,"football player, IFK Göteborg player"
212,bengt vikström,"football player, Örgryte IS player"
299,berth wåhlin,"football player, Örgryte IS player"
124,bror wahlström,"football player, GAIS player"
375,jens wålemark,"football player, Örgryte IS player"
291,lennart wallin,"football player, IFK Göteborg player"
115,viktor wallin,"football player, IFK Göteborg player"
289,leif wendt,"football player, GAIS player"
1,gunnar wenzel,"football player, IFK Göteborg player"
18,rune wenzel,"football player, GAIS player"
132,gustaf werner,"football player, IFK Göteborg player"
334,kenneth wessberg,"football player, GAIS player"
260,rolf wetterlind,"football player, Örgryte IS player"
257,lennart wing,"football player, Örgryte IS player"
251,nils wiréen,"football player, GAIS player"
370,leif ytterell,"football player, Örgryte IS player"
14,gunnar zacharoff,"football player, GAIS player"
76,harry zachrisson,"football player, Örgryte IS player"
22,robert zander,"football player, Örgryte IS player"
