id,name,desc,type,url,wikidata
539,Mats Bernebring,"Swedish association football player, played for BoIS, active ?, born 1959-03-30",Q5,https://boishistoria.se/visa-data/?what=spelare&id=539&link=visa-data,
176,Eldin Besic,"Swedish association football player, played for BoIS, active ?, born 1991-06-06",Q5,https://boishistoria.se/visa-data/?what=spelare&id=176&link=visa-data,
472,Leif Björk,"Swedish association football player, played for BoIS, active ?, born 1950-06-25",Q5,https://boishistoria.se/visa-data/?what=spelare&id=472&link=visa-data,
458,Lars Björkström,"Swedish association football player, played for BoIS, active ?, born 1976-01-28",Q5,https://boishistoria.se/visa-data/?what=spelare&id=458&link=visa-data,
540,Mats Bladh,"Swedish association football player, played for BoIS, active ?, born 1961-12-18",Q5,https://boishistoria.se/visa-data/?what=spelare&id=540&link=visa-data,
129,Chris Blais,"Swedish association football player, played for BoIS, active ?, born 1989-05-06",Q5,https://boishistoria.se/visa-data/?what=spelare&id=129&link=visa-data,
770,Thomas Blidberg,"Swedish association football player, played for BoIS, active ?, born 1950-04-19",Q5,https://boishistoria.se/visa-data/?what=spelare&id=770&link=visa-data,
3636,Jacob Blixt,"Swedish association football player, played for BoIS, active ?, born 1996-01-26",Q5,https://boishistoria.se/visa-data/?what=spelare&id=3636&link=visa-data,
202,Ernst Blomberg,"Swedish association football player, played for BoIS, active ?, born 1901-03-03",Q5,https://boishistoria.se/visa-data/?what=spelare&id=202&link=visa-data,
699,Roy Blomberg,"Swedish association football player, played for BoIS, active ?, born 1944-07-29",Q5,https://boishistoria.se/visa-data/?what=spelare&id=699&link=visa-data,
796,Tore Blomberg,"Swedish association football player, played for BoIS, active ?, born 1934-06-16",Q5,https://boishistoria.se/visa-data/?what=spelare&id=796&link=visa-data,
284,Hanson Boakai,"Swedish association football player, played for BoIS, active ?, born 1996-10-28",Q5,https://boishistoria.se/visa-data/?what=spelare&id=284&link=visa-data,
71,Gerhard Bohn,"Swedish association football player, played for BoIS, active ?, born 1906-03-18",Q5,https://boishistoria.se/visa-data/?what=spelare&id=71&link=visa-data,
112,Bobo Bola,"Swedish association football player, played for BoIS, active ?, born 1985-10-02",Q5,https://boishistoria.se/visa-data/?what=spelare&id=112&link=visa-data,Q4115530
20,Alexander Borg,"Swedish association football player, played for BoIS, active ?, born 1989-02-02",Q5,https://boishistoria.se/visa-data/?what=spelare&id=20&link=visa-data,
276,Hans Borgström,"Swedish association football player, played for BoIS, active ?, born 1927-01-29",Q5,https://boishistoria.se/visa-data/?what=spelare&id=276&link=visa-data,
497,Lino Boriero,"Swedish association football player, played for BoIS, active ?, born 1965-01-24",Q5,https://boishistoria.se/visa-data/?what=spelare&id=497&link=visa-data,
62,Arvid Bork,"Swedish association football player, played for BoIS, active ?, born 1892-11-28",Q5,https://boishistoria.se/visa-data/?what=spelare&id=62&link=visa-data,
3736,Kevin Bourahla,"Swedish association football player, played for BoIS, active ?, born 2004-06-22",Q5,https://boishistoria.se/visa-data/?what=spelare&id=3736&link=visa-data,
3736,Kevin Bourahla,"Swedish association football player, played for BoIS, active ?, born 2004-06-22",Q5,https://boishistoria.se/visa-data/?what=spelare&id=3736&link=visa-data,
3713,Elis Brandqvist,"Swedish association football player, played for BoIS, active ?, born 2005-01-01",Q5,https://boishistoria.se/visa-data/?what=spelare&id=3713&link=visa-data,
3618,Alec Brandt Erlandsson,"Swedish association football player, played for BoIS, active ?, born 2004-05-23",Q5,https://boishistoria.se/visa-data/?what=spelare&id=3618&link=visa-data,
756,Sven Branting,"Swedish association football player, played for BoIS, active ?, born 1910-08-15",Q5,https://boishistoria.se/visa-data/?what=spelare&id=756&link=visa-data,Q124542490
