id,name,desc
225596563,Ernst Ekberg,"Ernst Johan Julius Ekberg Född: 8 februari 1880 Medlem: 165 Styrelseledamot: 1902-1904, 1906-1927 Hedersmärket: 1907 Gång 3 SM-guld på 5000m 1900 1902 1904"
225596564,Hjalmar Ekdal,Hjalmar Ekdal Född: 21 oktober 1998 Fotbollsspelare Position: mittback Nummer: 3 Moderklubb: IF Brommapojkarna 2021 26 6 2022
225596565,Bertil Ekeblad,Arvid Helge Bertil Ekeblad Född: 7 januari 1913 Fotbollsspelare Position: center Moderklubb: 3 säsonger. 3 matcher. 4 mål. 1942/43 – 1 1943/44 – 3 1944/45 3 0
225596566,Birger Eklund,Erik Birger Eklund Född: 22 oktober 1929 Fotbollsspelare Position: anfallare Moderklubb: Spånga IS 5 säsonger. 85 matcher. 27 mål. 1952/53 1 0 1953/54 10 6 1954/55 22 7 1955/56 16 3 1956/57 11 2 1957/58 32 13 1959 12 5 1960 14 4
225596567,Per Eklund,Per Olof Eklund Född: 9 juli 1970 Ishockeyspelare Position: forward Moderklubb: Sollentuna HC Säsonger Matcher Mål Assist Poäng 1994/95 40 19 10 29 1995/96 39 17 10 27 1996/97 50 20 16 36 1998/99 48 14 9 23 1999/00 50 20 13 33
225596568,Per-Anders Eklund,Per-Anders Eklund Född: 19 maj 1948 Fotbollsspelare Position: anfallare Moderklubb: Djurgårdens IF 1967 6 2
225596569,Birgitta Eklöf,Birgitta Eklöf Född: 19 september 1963 Fotbollsspelare Position: mittfält Nummer: 16 Moderklubb: IF Vega 1986 1987
225596570,Patrik Eklöf,Karl Johan Patrik Eklöf Född: 1 maj 1969 Fotbollsspelare Position: försvarare Moderklubb: Djurgårdens IF 3 säsonger. 11 matcher. 0 mål. 1986 5 0 1989 4 0 1990 2 0
225596571,Åke Eklöf,Sven Åke Lennart Eklöf Född: 27 oktober 1945 Ishockeyspelare Position: forward Moderklubb: Alfredshems IK Säsonger Matcher Mål Assist Poäng 1970/71 20 6 8 14 1971/72 24 7 7 14 1972/73 28 13 5 18 1973/74 23 14 7 21
225596572,Toivo Ekman,Artur Toivo Ekman Född: 3 september 1905 Curlingspelare Moderklubb: x säsonger. 19xx 19xx
225596573,Prince Ikpe Ekong,Prince Ikpe Ekong Född: 5 oktober 1978 Fotbollsspelare Position: mittfältare Moderklubb: Julius Berger (Nigeria) 3 säsonger. 53 matcher. 3 mål. 2008 14 0 2009 17 1 2010 22 2
225596574,Peter Ekroth,Jan Peter Ekroth Född: 2 april 1960 Ishockeyspelare Position: back Moderklubb: AIK Säsonger Matcher Mål Assist Poäng 1980/81 27 2 5 7 1981/82 27 4 2 6
225596575,Åke Eksell,Åke Conny Eksell Född: 9 augusti 1965 Ishockeyspelare Position: forward Moderklubb: Nacka HK Säsonger Matcher Mål Assist Poäng 1982/83 1 1 1 2 1983/84 1 1 0 1
225596576,Othman El Kabir,Othman El Kabir Född: 17 juli 1991 Fotbollsspelare Position: mittfältare Moderklubb: Blauw-Wit Amsterdam (Holland) 2 säsonger. 42 matcher. 5 mål. 2016 13 1 2017 29 4
225596577,Britt Elfving,"Britt Ingrid Margareta Elfving Född: 29 december 1947 Konståkare SM-guld: 5 (1965-1969) NM-guld: 3 (1966, 1967, 1969) Webbplats: brittelfving.se"
225596578,Stefan Elliott,Stefan Kent Elliot t Född: 30 januari 1991 Ishockeyspelare Position: back Längd: 185 cm Nummer: 6 Skjuter: höger Moderklubb: North Shore Winter Club (USA) Säsonger Matcher Mål Assist Poäng 2022/23 38 8 13 21
225596579,Johan Elmander,Johan Erik Calvin Elmander Född: 27 maj 1981 Fotbollsspelare Position: anfallare Moderklubb: Holmalunds IF 2 säsonger. 19 matcher. 12 mål. 2002 8 5 SM-guld. Cupguld. 2003 11 7 SM-guld.
225596580,Hans-Göran Elo,Hans-Göran Elo Född: 27 juni 1966 Ishockeyspelare Position: målvakt Moderklubb: Bagarmossen HC Säsonger Matcher Mål Assist Poäng 1986/87 18 0 0 0 1987/88 15 0 0 0
225596581,Mikael Englund,Mikael Englund Född: 16 maj 1960 Fotbollsspelare Position: försvarare Moderklubb: Järla IF 1 säsong. 2 matcher. 0 mål. 1982 2 0
225596582,David Englund,David Englund Född: 27 mars 1896 Fotbollsspelare Position: högerinner Moderklubb: ? SM-guld: 1 (1917) n säsonger. n matcher. n mål. 1917
225596583,Karl-Erik Engman,Karl-Erik Engman Född: 3 september 1938 Bandyspelare 2 säsonger. 1964 1965
225596584,Gustav Engvall,Gustav Per Fredrik Engvall Född: 29 april 1996 Fotbollsspelare Position: Moderklubb: 1 säsong. 25 matcher. 8 mål. 2017 25 8
225596585,Patrik Erickson,Dag Patrik Erickson Född: 13 mars 1969 Ishockeyspelare Position: forward Moderklubb: Brynäs IF Stor grabb #150 ishockey Säsonger Matcher Mål Assist Poäng 1993/94 29 2 6 8 1994/95 40 10 14 24 1995/96 39 14 15 29
225596586,Kristina Ericsson,Kristina Ericsson Född: 5 januari 1969 Fotbollsspelare Position: Nummer: Moderklubb: 1988 1989 1990 1991
225596587,Maria Ericsson,Maria Ericsson Född: 16 oktober 1974 Fotbollsspelare Position: back Nummer: 16 Moderklubb: Spånga IS 1990 1991 1992 1993 1994 1995 1996 1997 1998
225596588,Aldor Eriksson,Bert Erik Aldor Eriksson Född: 28 april 1926 Fotbollsspelare Position: anfallare Moderklubb: Kramfors IF 1 säsong. 1 match. 0 mål. 1949/50 1 0
225596589,Annelie Eriksson,Britt Annelie Eriksson Född: 16 januari 1969 Fotbollsspelare Position: mittfältare Nummer: 14 Moderklubb: Fagerås BK 1991 1992
225596590,Annika Eriksson,Maria Annika Eriksson Född: 9 mars 1964 Fotbollsspelare Position: mittfältare Nummer: 18 Moderklubb: IFK Stockholm 1989 1990
225596591,Axel Eriksson,Carl Axel Leonard Eriksson Född: 9 augusti 1864 Medlem: 4 Grundare av Djurgårdens IF
225596592,Bertil Eriksson,Bertil Eriksson Född: Fotbollsspelare Position: Moderklubb: 1 säsong. 0 mål. 1942/45 – 0
225596593,Carl-Erik “Jätten” Eriksson,"Carl-Erik Mauritz Eriksson Född: 20 maj 1930 Bobåkare SM-guld: 4 (1965, 1966, 1968, 1970)"
225596594,Edvard Eriksson,Johan Gustaf Edvard Eriksson Född: 22 juni 1872 Medlem: 2 Grundare av Djurgårdens IF
225596595,Håkan Eriksson,Lars Håkan Elias Eriksson Född: 24 januari 1956 Ishockeyspelare Position: forward Moderklubb: Bjurfors IF Säsonger Matcher Mål Assist Poäng 1978/79 32 12 9 21 1979/80 29 7 8 15 1980/81 ? ? ? ? 1981/82 36 7 9 16 1982/83 24 6 12 18 1983/84 32 7 10 17
225596596,John Eriksson,John Rune Eriksson Född: 12 mars 1929 Fotbollsspelare Position: center Moderklubb: Värtans IK 10 säsonger. 123 matcher. 69 mål. 1951/52 21 10 1952/53 9 4 1953/54 7 3 1954/55 17 19 SM-guld. 1955/56 20 10 1956/57 14 5 1957/58 21 15 1959 11 3 SM-guld. 1
225596597,Joakim Eriksson,Klas Joakim Eriksson Född: 22 juni 1976 Ishockeyspelare Position: forward Moderklubb: Södertäljepojkarnas AIF Säsonger Matcher Mål Assist Poäng 1999/00 50 8 9 17 2000/01 49 7 17 24 2001/02 50 6 15 21 2002/03 50 8 14 22
225596598,Jonny Eriksson,Bernt Jonny Eriksson Född: 6 augusti 1941 Fotbollsspelare Position: ytter Moderklubb: 1 säsong. 5 matcher. 0 mål. 1963 5 0
225596599,Katarina Eriksson,Katarina Eriksson Född: 15 november 1964 Fotbollsspelare Position: mittfält Nummer: 4 Moderklubb: Rönninge SK 1987
225596600,Leif Eriksson,Leif Anders Eriksson Född: 20 mars 1942 Fotbollsspelare Position: center Moderklubb: Köpings IF 7 säsonger. 117 matcher. 62 mål. 1960 3 1 1961 14 17 1962 22 15 1963 22 7 1964 22 11 1965 22 8 1966 12 3 Bandyspelare 5 säsonger. 1961 1962 1963 1964 1965
225596601,Magnus Eriksson,Magnus Lennart Eriksson Född: 8 april 1990 Fotbollsspelare Position: mittfältare Längd: 181 cm Nummer: 7 Moderklubb: AIK 2016 17 3 2017 29 14 2018 2020 2021 30 5 2022 2023
225596602,Per Eriksson,Per Mikael Eriksson Född: 18 februari 1962 Fotbollsspelare Position: anfallare Moderklubb: Enköpings SK 1 säsonger. 8 matcher. 0 mål 1984 8 0
225596603,Peter Eriksson,Peter Eriksson Född: 24 januari 1962 Fotbollsspelare Position: försvarare Moderklubb: IFK Västerås 2 säsonger. 12 matcher. 0 mål. 1983 4 0 1984 8 0
225596604,Rickard Eriksson,"Knut Gustaf Rickard Eriksson Född: 13 januari 1924 Ledamot i DIF Orientering 1961 Hedersmärket 1960 Orienterare Seniormästare 1958 Klubbmästare 1955, 1961"
225596605,Robert Eriksson,Curt Robert Verner Eriksson (senare Barkensjö) Född: 25 oktober 1968 Fotbollsspelare Position: anfallare Moderklubb: IFK Österåker 1 säsong. 33 matcher. 9 mål. 1992 33 9
225596606,Rune Eriksson,Rune Eriksson Född: x månad 19xx. Curlingspelare Moderklubb: ? x säsonger. 19xx 19xx
225596607,Stig Eriksson,Stig Eriksson Född: 2 oktober 1928 Fotbollsspelare Position: ytter Moderklubb: Nicolai IK 1 säsong. 10 matcher. 3 mål. 1951/52 10 3
225596608,Thomas Eriksson,Thomas Eriksson Född: 16 oktober 1959 Ishockeyspelare Position: back Moderklubb: Djurgårdens IF Stor grabb #115 ishockey Säsonger Matcher Mål Assist Poäng 1976/77 13 0 3 3 1977/78 25 6 4 10 1978/79 35 6 13 19 1979/80 36 12 11 23 1981/82 27 7 5 12 198
225596609,Tomaz Eriksson,Tomaz Roland Eriksson Född: 23 mars 1967 Ishockeyspelare Position: forward Moderklubb: Djurgårdens IF Säsonger Matcher Mål Assist Poäng 1986/87 20 7 4 11 1987/88 26 4 5 9 1988/89 4 0 0 0
225596610,Tommy Eriksson,Leif Tommy Eriksson Född: 28 mars 1954 Ishockeyspelare Position: forward Moderklubb: Mora IK Säsonger Matcher Mål Assist Poäng 1974/75 11 7 4 11 1975/76 16 6 1 7 1976/77 26 10 10 20
225596611,Patrik Eriksson-Ohlsson,Jan-Erik Patrik Eriksson-Ohlsson Född: 9 augusti 1974 Fotbollsspelare Position: försvarare Moderklubb: Västerås SK 5 säsonger. 95 matcher. 3 mål. 1999 20 0 2000 25 1 2001 22 1 2002 18 1 SM-guld. Cupguld. 2003 10 0 SM-guld.
225596612,Owe Eriksson,Karl Owe Holger Eriksson Född: 28 juni 1938 Bandyspelare 2 säsonger. 1965 1966
225596613,Åke Eriksson,Åke Esbjörn Eriksson Född: 16 maj 1913 Bandyspelare 2 säsonger. 1940 1941
225596614,Östen Eriksson,"Östen Eriksson Bowlare Stor Grabb #5 SM-guld: 3 (1933, 1936, 1937)"
225596615,Per-Olof Erixon,Per-Olof Erixon Född: 23 januari 1952 Fotbollsspelare Position: försvarare Moderklubb: Danderyds SK 7 säsonger. 74 matcher. 1 mål. 1971 1 0 1972 0 0 1973 24 1 1974 22 0 1975 11 0 1976 11 0 1977 5 0
225596616,Arne Erlandsen,Arne Erlandsen Född: 20 december 1959 Fotbollsspelare Position: försvarare/mittfältare Moderklubb: Lillestrøm SK (Norge) 2 säsonger. 40 matcher. 6 mål. 1981 18 3 1982 22 3
225596617,Jan Erlandsson,Jan Staffan Bertil Erlandsson Född: 3 september 1941 Bandyspelare 2 säsonger. 1961 1962
225596618,Bengt Eskilsson,Bengt Olof Eskilsson Född: 15 juli 1943 Bandyspelare 2 säsonger. 1965 1966
225596619,Kaj Eskelinen,Kaj Matti Juhani Eskelinen Född: 21 februari 1969 Fotbollsspelare Position: mittfältare Moderklubb: Västra Frölunda 4 säsonger. 95 matcher. 34 mål. 1994 20 9 1995 25 8 1996 25 4 1997 25 13
225596620,Marie Ewrelius,Marie Elisabeth Ewrelius Född: 31 augusti 1967 Fotbollsspelare Position: back Nummer: 16 Moderklubb: Tyresö FF 1989 1990 1991 1992
225596621,Alexander Falk,Nils Alexander Falk Född: 24 maj 1993 Ishockeyspelare Position: back Längd: 180 cm Nummer: 41 Skjuter: vänster Moderklubb: Lidingö Vikings HC Säsonger Matcher Mål Assist Poäng 2011/12 1 0 0 0 2012/13 22 1 0 1 2013/14 44 2 2 4 2014/15 43 1 3 4 2015/16
225596622,Nichlas Falk,Per Nichlas Falk Född: 3 februari 1971 Ishockeyspelare Position: forward Moderklubb: Huddinge IK Säsonger Matcher Mål Assist Poäng 1995/96 39 2 7 9 1996/97 45 8 21 29 1997/98 46 11 10 21 1998/99 49 8 24 32 1999/00 49 4 23 27 2000/01 46 6 25 31 2001/0
225596623,Runo Falk,Gustav Runo Falk Född: 15 mars 1920 Fotbollsspelare Position: anfallare Moderklubb: BK Derby 1 säsong. 0 mål. 1948/49 – 0
225596624,Ove Fallby,Lars Ove Fallby Född: 22 juni 1943 Ishockeyspelare Position: forward Moderklubb: Djurgårdens IF Säsonger Matcher Mål Assist Poäng 1961/62 – – – – 1962/63 – – – –
225596625,Oskar Fallenius,Lars Erik Oskar Fallenius Född: 1 november 2001 Fotbollsspelare Position: forward Längd: 181 cm Nummer: 15 Moderklubb: Djurgårdens IF 1 säsonger. n matcher. n mål. 2023
225596626,Alexander Faltsetas,Alexander Daniel Faltsetas Född: 4 juli 1987 Fotbollsspelare Position: mittfältare Moderklubb: Västra Frölunda IF 3 säsonger. 76 matcher. 3 mål. 2014 26 2 2015 24 0 2016 26 1
225596627,Jörgen Fasth,Johan Jörgen Fasth Född: 21 mars 1962 Ishockeyspelare Position: målvakt Moderklubb: Huddinge IK Säsonger Matcher Mål Assist Poäng 1979/80 0 – – – 1980/81 0 – – –
225596628,Erton Fejzullahu,Erton Fejzullahu Född: 9 april 1988 Fotbollsspelare Position: anfallare Moderklubb: Högadals IS 3 säsonger. 53 matcher. 23 mål. 2012 13 7 2013 27 7 2014 13 9
225596629,Widich Ferlander,Widich Ferlander Född: 30 september 1921 Curlingspelare Moderklubb: x säsonger. 19xx 19xx
225596630,Per Ferm,Per Olov Einar Ferm Född: 11 februari 1967 Fotbollsspelare Position: anfallare Moderklubb: IF Brommapojkarna 2 säsonger. 39 matcher. 6 mål. 1991 20 3 1992 19 3
225596631,Hampus Finndell,Hampus Finndell Född: 6 juni 2000 Fotbollsspelare Position: innermittfältare Längd: 177 cm Nummer: 13 Moderklubb: IK Franke 2019 3 0 2020 2021 2022 2023
225596632,Bo Finnhammar,Bo Erik Finnhammar Född: 5 juni 1933 Fotbollsspelare Position: anfallare Moderklubb: Örebro SK 4 säsonger. 18 matcher. 9 mål. 1953/54 5 4 1954/55 6 2 SM-guld. 1955/56 6 3 1957/58 1 0
225596633,Jens Fjellström,Jens Åke Alexander Fjellström Född: 27 oktober 1966 Fotbollsspelare Position: mittfältare Moderklubb: Gimonäs CK 5 säsonger. 129 matcher. 23 mål. 1988 26 3 1989 22 1 1990 20 2 1991 28 8 1992 33 9
225596634,Göran Flodström,"Göran Ingmar Flodström Född: 27 januari 1953 Fäktare SM-guld: 2 (lag: 1975, 1977) VM-guld: 3 (lag: 1974, 1975, 1977) OS-guld: 1 (lag: 1976)"
225596635,Elin Flyborg,"Elin Maria Flyborg Född: 5 oktober 1976 Fotbollsspelare Position: anfallare Nummer: 4 Moderklubb: IFK Lidingö 1993 1994 1995 1996 1997 1998 1999 SM 5-manna 2000 Svenska Cup-guld. 2001 2002 2003 SM-guld 2004 30 A-landslagsmatcher, 3 U-23, 1 U-17"
225596636,Karl-Axel Flygar,Karl-Axel Flygar Född: 10 maj 1941 Fotbollsspelare Position: anfallare Moderklubb: Djurgårdens IF 1 säsong. 2 matcher. 0 mål. 1960 2 0
225596637,Marina Folkesson,"Marina Elisabet Folkesson Född: 23 maj 1967 Fotbollsspelare Position: back, mittfältare Nummer: 6 Moderklubb: Rimbo IF 1992"
225596638,Fredrik Forsberg,Fredrik Curt Roland Forsberg Född: 6 juni 1996 Ishockeyspelare Position: forward Längd: 183 cm Nummer: 58 Moderklubb: Bagarmossen HC Säsonger Matcher Mål Assist Poäng 2015/16 14 0 0 0 2021/22 23 1 1 2 2022/23 50 5 3 8
225596639,Håkan Forsberg,Håkan Forsberg Född: Bandyspelare 2 säsonger. 1962 1963
225596640,Jonas Forsberg,Carl Jonas Forsberg Född: 15 juni 1975 Ishockeyspelare Position: målvakt Moderklubb: AIK Säsonger Matcher Mål Assist Poäng 1993/94 1 – – – 1994/95 1 – – –
225596641,Lennart Forsberg,Nils Ivar Lennart Forsberg Född: 28 mars 1928 Fotbollsspelare Position: anfallare Moderklubb: GIF Sundsvall 4 säsonger. 29 matcher. 16 mål. 1950/51 4 0 1951/52 3 1 1952/53 17 10 1953/54 5 5
225596642,Ola Forsberg,Knut Ola (eg Olav) Forsberg Född: 7 december 1930 Fotbollsspelare Position: försvarare Moderklubb: Skellefteå 3 säsonger. 43 matcher. 0 mål. 1955/56 10 0 1956/57 16 0 1957/58 17 0
225596643,Ingvar Frank,Ingvar Edvin Frank Född: 4 mars 1932 Fotbollsspelare Position: försvarare Moderklubb: 1 säsonger. 1 match. 0 mål. 1957/58 1 0
225596644,Rolf Fransson,Rolf Gustaf Fransson Född: 30 oktober 1942 Fotbollsspelare Position: försvarare Moderklubb: Tranås BoIS 2 säsonger. 16 matcher. 0 mål. 1966 4 0 1967 12 0
225596645,Arne Fredberg,Knut Arne Helmer Fredberg Född: 19 oktober 1906 Fotbollsspelare Position: vänsterback Moderklubb: 1 säsong. 16 matcher. 0 mål. 1936/37 16 0
225596646,Leif Fredblad,Leif Gustaf Fredblad Född: 16 juli 1936 Ishockeyspelare Position: forward Moderklubb: Hammarby IF Säsonger Matcher Mål Assist Poäng 1961/62 – – – –
225596647,Fritiof Fredriksson,Carl Emil Fritiof Fredriksson Född: 13 februari 1903 Fotbollsspelare Position: målvakt Nummer: Moderklubb: 1 säsong. 8 matcher. 0 mål. 1927/28 8 0
225596648,Jerry Friman,Kent Jerry Friman Född: 21 januari 1967 Ishockeyspelare Position: forward Moderklubb: IFK Tumba Säsonger Matcher Mål Assist Poäng 1992/93 4 0 0 0 1993/94 39 1 4 5
225596649,Kathinka Frisk,Kathinka Frisk Född: 2 april 1942 Utförsåkare SM-guld: 6 (1959-1964)
225596650,Kjell Frisk,Kjell Göran Frisk Född: 27 april 1964 Fotbollsspelare Position: målvakt Moderklubb: Rimforsa IF 5 säsonger. 67 matcher. 0 mål. 1990 3 0 1991 9 0 1992 28 0 1993 25 0 1994 2 0
225596651,Catarina Fritzdotter,Catarina Fritzdotter Född: Fotbollsspelare Position: Nummer: Moderklubb: 1987 1988
225596652,Ehrnfrid Frostell,Fredrik Erik Ehrnfrid Frostell Född: 14 februari 1876 Medlem: 1919
225596653,Fredrik Frostell,Hans Fredrik Frostell Född: 5 maj 1905 Medlem: 2562
225596654,Sven-Olof Funk,Sven-Olof Funk Född: 25 augusti 1939 Bandyspelare 2 säsonger. 1965 1966
225596655,Torsten Furukrantz,Torsten Karl Emil Furukrantz Född: 21 juni 1937 Fotbollsspelare Position: försvarare Moderklubb: IFK Stockholm 2 säsonger. 38 matcher. 0 mål. 1963 17 0 1964 21 0 1965 5 0
225596656,Olle Fyhr,Olle (eg Olof) Lennart Fyhr Född: 10 september 1932 Ishockeyspelare Position: forward Moderklubb: Säsonger Matcher Mål Assist Poäng 1950/51 – – – –
225596657,Matthew Galajda,"Matthew David Galajda Född: 7 oktober 1997 Ishockeyspelare Position: målvakt Längd: 183 cm Nummer: 30 Plockar: vänster Moderklubb: Markham Waxers (Canada) Säsonger Matcher GAA SV% SO 2022/23 17 2.5 89,8% 1"
225596658,Gunnar Galin,"Gunnar Allvar Galin Född: 4 april 1902 Fotbollsspelare Position: Nummer: Moderklubb: 1 säsong, 13 matcher, 5 mål. 1927/28 13 5"
225596659,Pierre Gallo,Stig Pierre Antonio Gallo Född: 24 januari 1975 Fotbollsspelare Position: mittfältare Moderklubb: Norsborgs IF 3 säsonger. 63 matcher. 16 mål. 1998 22 5 1999 21 1 2000 20 10
225596660,Steve Galloway,Steve (eg Steven) George Galloway Född: 13 februari 1963 Fotbollsspelare Position: anfallare Nummer: Moderklubb: Dulwich Halmet FC (England) 2 säsonger. 45 matcher. 17 mål. 1988 26 13 1989 19 4
225596661,Haruna Garba,"Haruna Zambuk Garba Född: 17 januari 1994 Fotbollsspelare Position: forward Nummer: Moderklubb: Kruoja Pakruojis (Litauen) 1 säsonger, 5 matcher, 0 mål. 2017 5 0"
225596662,Stuart Garnham,Stuart Edvard Garnham Född: 30 november 1955 Fotbollsspelare Position: målvakt Moderklubb: Karlstad BK 1 säsong. 8 matcher. 0 mål. 1981 8 0
225596663,Bengt Garpe,Bengt Oskar Gabriel Garpe Född: 1 mars 1916 Fotbollsspelare Position: anfallare Moderklubb: IFK Västerås 13 säsonger. 47 matcher. 43 mål. 1935/36 3 0 1936/37 4 3 1937/38 – 4 1938/39 – 2 1939/40 – 4 1940/41 – 1 1941/42 – 4 1942/43 – 7 1943/44 – 9 1944
225596664,Gunnar Garpe,Gunnar Richard Israel Garpe Född: 1 mars 1916 Bandyspelare 2 säsonger. 1940 1941
225596665,Hans Garpe,Hans Olof Samuel Garpe Född: 31 maj 1907 Fotbollsspelare Position: anfallare Moderklubb: AIK 7 säsong. 59 matcher. 23 mål. 1932/33 – 0 1933/34 17 7 1934/35 13 6 1935/36 15 7 1936/37 14 2 1937/38 – 0 1941/42 – 1
225596666,Johan Garpenlöv,Kjell Johan Garpenlöv Född: 21 mars 1968 Ishockeyspelare Position: forward Moderklubb: Tyresö HK Säsonger Matcher Mål Assist Poäng 1986/87 29 5 8 13 1987/88 30 7 10 17 1988/89 36 12 19 31 1989/90 39 20 13 33
225596667,Bo Gate,Bo Gate Född: 5 december 1910 Bandyspelare 3 säsonger. 1930 1931 1932
225596668,Ivar Gate,Ivar Gate Född: 20 mars 1907 Ishockeyspelare Position: forward Moderklubb: Säsonger Matcher Mål Ass Poäng 1928/29 – – – – 1929/30 – – – – 1930/31 – – – – Bandyspelare 3 säsonger. 1930 1931 1932
225596669,Linnea Gellerfelt,"Anna Linnéa Gellerfelt Född: 18 januari 1976 Fotbollsspelare Position: mittfältare, back Nummer: 22 Moderklubb: Stuvsta IF 1993 1994"
225596670,Inga Gentzel,Inga Kristina Gentzel Född: 24 april 1908 Friidrott OS-brons 1928 SM-guld: 5 1928 800 meter 1929 200 meter 1929 800 meter 1930 800 meter 1931 800 meter
225596671,Daniel Glad,Karl Daniel Glad Född: 23 september 1992 Ishockeyspelare Position: back Längd: 179 cm Nummer: 33 Skjuter: vänster Moderklubb: HV71 Säsonger Matcher Mål Assist Poäng 2022/23 13 0 4 4
225596672,Mikael Gladh,Lars Mikael Gladh Född: 9 november 1942 Ishockeyspelare Position: back Moderklubb: Avesta BK Säsonger Matcher Mål Ass Poäng 1965/66 – – – –
225596673,Mikael Good,Roland Mikael Good Född: 14 mars 1962 Ishockeyspelare Position: back Moderklubb: Handens SK Säsonger Matcher Mål Ass Poäng 1982/83 14 0 1 1
225596674,Moros Gracia,Carlos Moros Gracia Född: 15 april 1993 Fotbollsspelare Position: mittback Längd: 183 cm Nummer: 17 Moderklubb: FC Valencia (Spanien) 1 säsonger. n matcher. n mål. 2023
225596675,Jonas Granath,Erik Jonas Granath Född: 1 maj 1969 Fotbollsspelare Position: försvarare Moderklubb: Ulvåkers IF 3 säsonger. 55 matcher. 1 mål. 1991 13 0 1992 16 1 1993 26 0
225596676,Evert Granholm,Evert Anton Sigvard Granholm Född: 18 juli 1906 Ishockeyspelare Position: forward Moderklubb: Huvudsta IS Säsonger Matcher Mål Ass Poäng 1922/23 – – – –
225596677,Conny Granqvist,Sven Conny Granqvist Född: 30 mars 1947 Fotbollsspelare Position: mittfältare Moderklubb: Köpings IS 8 säsonger. 133 matcher. 20 mål. 1966 11 3 1967 14 2 1968 21 4 1969 22 4 1970 22 1 1971 22 3 1972 18 3 1973 3 0
225596678,Kjell Granqvist,Kjell Mikael Granqvist Född: 29 juni 1960 Fotbollsspelare Position: mittback Moderklubb: Hammarby IF 2 säsonger. 26 matcher. 1 mål. 1986 15 0 1987 11 1
225596679,Bengt Grive,"Bengt Edvin Axel Grive Född: 21 mars 1921 Pingisspelare SM-guld 4 (1948, 3 st 1951)"
225596680,Arne Grunander,Karl Ivar Arne Grunander Född: 28 januari 1918 Fotbollsspelare Position: Moderklubb: Norra Latins IF 2 säsonger. 0 mål. 1940/41 – 0 1941/42 – 0
225596681,Åke Grybb,Åke Lennart Grybb Född: 17 juni 1936 Fotbollsspelare Position: anfallare Moderklubb: AIK 2 säsonger. 7 matcher. 2 mål. 1955/56 2 1 1957/58 5 1
225596682,Anders Grönhagen,Per Nils Anders Grönhagen Född: 22 maj 1953 Fotbollsspelare Position: anfallare Moderklubb: GIF Sundsvall 8 säsonger. 148 matcher. 49 mål. 1976 18 4 1977 22 7 1978 26 10 1979 26 10 1980 17 5 1981 11 2 1982 19 5 1983 9 6
225596683,Christian Gröning,Christian Per-Åke Gröning Född: 14 augusti 1978 Fotbollsspelare Position: försvarare Moderklubb: Djurgårdens IF 4 säsonger. 20 matcher. 2 mål. 1996 1 0 1997 4 0 1998 14 2 1999 1 0
225596684,Hugo Grönkvist,Fritz Hugo Grönkvist Född: 19 november 1904 Fotbollsspelare Position: anfallare Moderklubb: 4 säsonger. 32 matcher. 9 mål. 1932/33 – 3 1933/34 15 2 1934/35 14 3 1935/36 – 1936/37 3 1 Ishockeyspelare Position: forward Moderklubb: Säsonger Matcher Mål 
225596685,Sten Grönkvist,Sten Sture Grönkvist Född: 26 mars 1907 Fotbollsspelare Position: centerhalv Moderklubb: 3 säsonger. 28 matcher. 0 mål. 1934/35 8 0 1935/36 12 0 1936/37 8 0
225596686,Peter Gudmundsson,Anders Carl Peter Gudmundsson Född: 7 april 1953 Ishockeyspelare Position: forward Moderklubb: Leksands IF Säsonger Matcher Mål Ass Poäng 1974/75 30 19 8 27 1975/76 28 8 5 13 1976/77 25 22 13 35 1977/78 31 8 10 18
225596687,Adama Guira,"Adama Guira Född: 24 april 1988 Fotbollsspelare Position: mittfältare Nummer: Moderklubb: RC Bobo Dioulasso (Burkina Faso) 1 säsong, 6 matcher, 0 mål. 2011 6 0"
225596688,Willy Gummesson,Hans Willy Gummesson Född: 8 april 1944 Fotbollsspelare Position: försvarare Moderklubb: Saxemara IF 6 säsonger. 117 matcher. 2 mål. 1966 22 0 1967 22 2 1968 22 0 1969 22 0 1970 18 0 1971 11 0
225596689,Lars Gunnarsson,Kjell Lars Gunnar Gunnarsson Född: 8 januari 1961 Ishockeyspelare Position: back Moderklubb: Säsonger Matcher Mål Ass Poäng 1980/81 – – – –
225596690,Lars-Åke Gunnarsson,Lars-Åke Gunnarsson Född: 14 april 1942 Fotbollsspelare Position: anfallare Moderklubb: IF Elfsborg 1 säsong. 1 match. 1 mål. 1965 1 1
225596691,Niklas Gunnarsson,Niklas Gunnarsson Född: 27 april 1991 Fotbollsspelare Position: försvarare Nummer: 28 Moderklubb: Pors Grenland (Norge) 3 säsonger. 55 matcher. 3 mål. 2016 13 3 2017 22 0 2018 20 0
225596692,Kalle Gustafsson,"Karl Johan Gustafsson Född 16 september 1888 Medlem #1108 Hedersmärket 12 mars 1921 Fotbollsspelare Position: mittfältare, anfallare Nummer: Moderklubb: IFK Köping 10 säsonger, matcher, mål. 1916 1917 SM-guld 1918 Distriksmästare 1919 1920 SM-guld 19"
225596693,Kjell Gustafsson,Kjell William Gustafson Född: 22 juni 1952 Fotbollsspelare Position: anfallare Moderklubb: Nynäshamns IF 1 säsong. 6 matcher. 1 mål 1977 6 1
