id,name,desc
225596974,Niklas Karlström,Jan Niklas Karlström Född: 13 december 1966 Fotbollsspelare Position: mittfältare Moderklubb: IFK Borgholm 2 säsonger. 41 matcher. 10 mål. 1989 19 2 1990 22 8
225596975,Veli-Pekka Kautonen,Veli-Pekka Kautonen Född: 9 maj 1970 Ishockeyspelare Position: back Moderklubb: TJV (Finland) Säsonger Matcher Mål Ass Poäng 1996/97 6 0 0 0
225596976,James Keene,James Duncan Keene Född: 26 december 1985 Fotbollsspelare Position: anfallare Moderklubb: Portsmouth FC 1 säsonger. 26 matcher. 6 mål. 2012 26 6
225596977,Kjell Keijser,Clas Kjell Keijser Född: 13 januari 1948 Ishockeyspelare Position: forward Moderklubb: Djurgårdens IF Säsonger Matcher Mål Ass Poäng 1966/67 0 0 0 0 1967/68 3 0 0 0
225596978,Johan Kejnemar,Johan Michael Kejnemar Född: 25 februari 1970 Ishockeyspelare Position: back Moderklubb: Djurgårdens IF Säsonger Matcher Mål Ass Poäng 1989/90 5 0 0 0
225596979,Kenneth Kennholt,Hans Kenneth Kennholt Född: 13 januari 1965 Ishockeyspelare Position: back Moderklubb: Södertälje-Pojkarnas AIF Stor grabb #153 ishockey Säsonger Matcher Mål Ass Poäng 1988/89 34 6 10 16 1989/90 38 7 10 17 1990/91 39 9 13 22 1991/92 33 4 6 10 1992/93
225596980,Stefan Ketola,Stefan Ketola Född: 9 februari 1972 Ishockeyspelare Position: forward Moderklubb: IFK Tumba Säsonger Matcher Mål Ass Poäng 1991/92 12 3 3 6
225596981,Kristoffer Kindbom,Kristoffer Fredrik Kindbom Född: 19 januari 1973 Fotbollsspelare Position: mittfältare Moderklubb: FoC Farsta 3 säsonger. 46 matcher. 5 mål. 1992 17 2 1993 16 3 1994 13 0
225596982,Olle Kindblom,Olle Kindblom Född: 24 mars 1923 Curlingspelare Moderklubb: x säsonger. 19xx 19xx
225596983,Tina Kindvall,Anna Kristina Kindvall Född: 29 oktober 1976 Fotbollsspelare Position: forward Nummer: 15 Moderklubb: Segeltorps IF 1992 1993 1994 1995 1996 1997 1998 1999 2000 2001 2002 2003
225596984,Patric Kjellberg,Göran Patric Kjellberg Född: 17 juni 1969 Ishockeyspelare Position: forward Moderklubb: RA73 Säsonger Matcher Mål Ass Poäng 1995/96 40 9 7 16 1996/97 49 29 11 40 1997/98 46 30 18 48
225596985,Valter Klang,Erik Valter Klang Född: 5 mars 1936 Bandyspelare 6 säsonger. 1961 1962 1963 1964 1965 1966
225596986,Linus Klasen,Robert Linus Alexander Klasen Född: 19 februari 1986 Ishockeyspelare Position: forward Längd: 174 cm Nummer: 86 Skjuter: vänster Moderklubb: Huddinge IK Säsonger Matcher Mål Assist Poäng 2022/23 24 5 13 18
225596987,Vito Knezevic,Vito Knezevic Född: 25 januari 1956 Fotbollsspelare Position: försvarare Moderklubb: Norrby IF 12 säsonger. 245 matcher. 19 mål. 1977 12 1 1978 22 3 1979 16 0 1980 20 1 1981 24 2 1982 22 6 1983 21 3 1984 25 1 1985 26 0 1986 11 0 1987 24 2 1988 22 0
225596988,Espen Knutsen,Espen Knutsen Född: 12 januari 1972 Ishockeyspelare Position: forward Moderklubb: Vålerenga (Norge) Säsonger Matcher Mål Ass Poäng 1994/95 30 6 14 20 1995/96 32 10 23 33 1996/97 39 16 33 49 1998/99 39 18 24 42 1999/00 48 18 35 53 2003/04 6 2 3 5 2004
225596989,Catharina Kock,"Anna Catharina Kock Född: 26 mars 1971 Fotbollsspelare Position: mittfältare, forward Nummer: 2, 12 Moderklubb: Väja Dynäs 1991 1992"
225596990,Lena Kolehmainen,"Ida Eija-Lena Kolehmainen Född: 29 maj 1966 Fotbollsspelare Position: yttermittfältare Nummer: 6, 13 Moderklubb: Norsborgs FF 1991"
225596991,Andrej Komac,Andrej Komac Född: 4 december 1979 Fotbollsspelare Position: mittfältare Moderklubb: ND Gorica (Slovenien) 4 säsong. 71 matcher. 4 mål. 2006 15 1 2007 23 1 2008 26 2 2009 7 0
225596992,Wiwi Kondracki,Wiwi Mari Kondracki Född: 13 april 1972 Fotbollsspelare Position: målvakt Nummer: 1 Moderklubb: Bollstanäs sportklubb 1993
225596993,Souleymane Koné,"Souleymane Koné Född: 1 maj 1996 Fotbollsspelare Position: Mittback Nummer: 15 Moderklubb: ASEC Mimosas (Elfenbenskusten) 1 säsong, 1 match, 0 mål. 2017 1 0"
225596994,Mikko Konttila,Mikko Konttila Född: 18 april 1972 Ishockeyspelare Position: forward Moderklubb: Jokerit (Finland) Säsonger Matcher Mål Ass Poäng 1999/00 45 1 6 7
225596995,Dzenis Kozica,Dzenis Kozica Född: 28 april 1993 Fotbollsspelare Position: anfallare Nummer: 31 Moderklubb: IFK Värnamo 2 säsong. 36 matcher. 4 mål. 2018 28 4 2019 8 0
225596996,Sven Krantz,Sven Axel Krantz Född: 4 augusti 1956 Fotbollsspelare Position: anfallare Moderklubb: Djurgårdens IF 2 säsonger.13 matcher. 2 mål. 1975 6 1 1976 7 1
225596997,Julian Kristoffersen,Julian Kristoffersen Född: 10 maj 1997 Fotbollsspelare Position: anfallare Moderklubb: FK Ørn Horten (Norge) 1 säsong. 3 matcher. 0 mål. 2017 3 0
225596998,Niklas Kronwall,Hans Niklas Kronwall Född: 12 januari 1981 Ishockeyspelare Position: back Moderklubb: Järfälla HC Säsonger Matcher Mål Ass Poäng 1999/00 37 1 4 5 2000/01 31 1 9 10 2001/02 48 5 7 12 2002/03 50 5 13 18
225596999,Marcus Krüger,Marcus Viktor Krüger Född: 27 maj 1990 Ishockeyspelare Position: forward Längd: 183 cm Nummer: 32 Skjuter: vänster Moderklubb: Huddinge IK Säsonger Matcher Mål Assist Poäng 2008/09 15 2 2 4 2009/10 38 11 20 31 2010/11 52 6 29 35 2022/23 50 12 37 49
225597000,Toni Kuivasto,Toni Kuivasto Född: 31 december 1975 Fotbollsspelare Position: försvarare Moderklubb: FC Ilves (Finland) 4 säsonger. 86 matcher. 3 mål. 2003 13 0 SM-guld. 2004 24 0 Cupguld. 2005 26 3 SM-guld. Cupguld. 2006 23 0 2007 26 1 2008 24 0 2009 29 1
225597001,Emir Kujovic,Emir Kujović Född: 22 juni 1988 Fotbollsspelare Position: anfallare Nummer: 20 Moderklubb: Klippans BoIF 3 säsonger. 56 matcher. 14 mål. 2019 – 9 (4) 2020 – 31 (7) 2021 – 16 (1)
225597002,Stephan Kullberg,Stephan Svante Walter Kullberg Född: 10 januari 1959 Fotbollsspelare Position: försvarare Moderklubb: Mönsterås GoIF 6 säsonger. 131 matcher. 4 mål. 1986 22 1 1987 12 0 1988 26 1 1989 22 0 1990 22 0 1991 27 2
225597003,Sigfrid Kungberg,Sigfrid Verner Kungberg Född: 18 februari 1904 Bandyspelare 3 säsonger. 1930 1931 1932
225597004,Jones Kusi-Asare,Jones Kusi-Asare Född: 21 maj 1980 Fotbollsspelare Position: anfallare Moderklubb: Vasalunds IF 5 säsonger. 95 matcher. 30 mål. 1999 15 1 2000 15 4 2001 22 7 2005 26 12 SM-guld. Cupguld. 2006 17 6
225597005,Danilo Kuzmanovic,Danilo Kuzmanovic Född: 4 januari 1992 Fotbollsspelare Position: försvarare Moderklubb: Red Star Belgrade (Serbien) 1 säsong. 1 matcher. 0 mål. 2010 1 0
225597006,Tommy Kvarneryd,Tommy Kvarneryd Född: 10 maj 1940 Ishockeyspelare Position: målvakt Moderklubb: Matteuspojkarna Säsonger Matcher Mål Ass Poäng 1959/60 – – – –
225597007,Karl Kylander,Karl Vilhelm Kylander Född: 12 december 1900 Ishockeyspelare Position: back Moderklubb: Säsonger Matcher Mål Ass Poäng 1921/22 – – – – 1922/23 – – – – 1923/24 – – – – 1924/25 – – – – 1925/26 – – – –
225597008,Elliot Käck,Carl Elliot Leifson Käck Född: 18 september 1989 Fotbollsspelare Position: försvarare Längd: 173 cm Nummer: 5 Moderklubb: Djurgårdens IF 4 säsong. 106 matcher. 1 mål. 2015 19 0 2016 30 1 2017 30 0 2019 27 0 2020 2021 2022 0 0 2023
225597009,Sven Källén,Sven Gustav Ingvar Källén Född: 26 juli 1921 Fotbollsspelare Position: försvarare Moderklubb: Falköpings AIK 4 säsonger. 18 matcher. 0 mål. 1942/43 – 0 1943/44 – 0 1944/45 13 0 1945/46 5 0
225597010,Kim Källström,Kim Mikael Källström Född: 24 augusti 1982 Fotbollsspelare Position: mittfältare Moderklubb: BK Häcken 3 säsonger. 76 matcher. 29 mål. 2002 24 12 SM-guld. Cupguld. 2003 24 14 SM-guld. 2017 28 3.
225597011,Rolf Lagerbäck,Rolf Alfred Lagerbäck Född: 8 maj 1916 Curlingspelare Moderklubb: x säsonger. 19xx 19xx
225597012,Tommy Lagerbäck,Tommy Lagerbäck Född: 14 december 1942 Curlingspelare Moderklubb: x säsonger. 19xx 19xx
225597013,Ulf Lagerbäck,Ulf Lennart Lagerbäck Född: 16 juli 1945 Curlingspelare Moderklubb: x säsonger. 19xx 19xx
225597014,Ingemar Landsjö,Carl Vilhelm Ingemar Landsjö Född: 18 oktober 1935 Ishockeyspelare Position: målvakt Moderklubb: IK Stefa Säsonger Matcher Mål Ass Poäng 1961/62 – – – –
225597015,Peter Langemar,Bengt Peter Langemar Född: 4 februari 1974 Fotbollsspelare Position: försvarare Moderklubb: IFK Österåker 6 säsonger. 85 matcher. 9 mål. 1993 11 2 1994 20 1 1995 5 0 1996 15 2 1997 25 3 1998 9 1
225597016,Gösta Lantz,Gösta Vilhelm Lantz Född: 15 januari 1919 Fotbollsspelare Position: anfallare Moderklubb: Westermalms IF 4 säsonger. 12 mål. 1937/38 – 0 1938/39 – 4 1939/40 – 4 1940/41 – 2
225597017,Per Larner (fd Karlsson),Per Axel Larner (f.d. Karlsson ) Född: 3 november 1911 Fotbollsspelare Position: anfallare Moderklubb: IFK Eskilstuna 7 säsonger. 60 mål. 1933/34 1 0 1936/37 11 10 1937/38 – 12 1938/39 – 16 1939/40 – 12 1940/41 – 7 1941/42 – 3
225597018,Søren Larsen,Søren Sixten Larsen Född: 16 september 1981 Fotbollsspelare Position: anfallare Moderklubb: BK Frem (Danmark) 2 säsonger. 13 matcher. 10 mål. 2004 1 0 Cupguld. 2005 12 10 SM-guld. Cupguld.
225597019,Anders Larsson,Anders Larsson Född: 4 juni 1975 Ishockeyspelare Position: forward Moderklubb: Djurgårdens IF Säsonger Matcher Mål Ass Poäng 1994/95 1 0 0 0
225597020,Annika Larsson,Annika Pernilla Larsson Född: 6 maj 1970 Fotbollsspelare Position: Mittfältare Nummer: 7 Moderklubb: Mariestads BOIS 1990 1991 1996
225597021,Arne Larsson,Sven Arne Larsson Född: 27 april 1931 Fotbollsspelare Position: ytterhalv Moderklubb: Djurgårdens IF 5 säsonger. 40 matcher. 0 mål. 1950/51 3 0 1951/52 18 0 1952/53 2 0 1953/54 5 0 1954/55 12 0 SM-guld.
225597022,Bengt Larsson,Bengt Larsson Född: 27 januari 1927 Ishockeyspelare Position: forward Moderklubb: Djurgårdens IF Säsonger Matcher Mål Ass Poäng 1948/49 – – – – 1949/50 – – – – 1950/51 – – – – 1951/52 – – – – 1952/53 – – – – 1953/54 – – – – 1954/55 – – – – 1955/56 – 
225597023,Björn Larsson,Björn Ivar Larsson Född: 5 juli 1946 Ishockeyspelare Position: målvakt Moderklubb: Älvsjö AIK Säsonger Matcher Mål Ass Poäng 1963/64 9 – – – 1964/65 13 – – –
225597024,Bo Larsson,Bo Gunnar Larsson Född: 13 mars 1956 Ishockeyspelare Position: målvakt Moderklubb: Mälarhöjden/Västertorp Säsonger Matcher Mål Ass Poäng 1982/83 8 – – – 1983/84 5 – – –
225597025,Dick Larsson,Bernth Dick Larsson Född: 12 januari 1965 Ishockeyspelare Position: forward Moderklubb: Djurgårdens IF Säsonger Matcher Mål Ass Poäng 1982/83 1 0 0 0 1983/84 1 0 0 0
225597026,Jacob Une Larsson,Jacob Hugo Une Larsson Född: 8 april 1994 Fotbollsspelare Position: försvarare Längd: 181 cm Nummer: 4 Moderklubb: IF Brommapojkarna 2016 13 1 2017 29 1 2018 24 1 2019 25 2 2020 27 2021 28
225597027,Lars Larsson,Lars Larsson Född: Fotbollsspelare Position: målvakt Moderklubb: Essinge IK 1 säsong. 0 mål. 1943/44 – 0
225597028,Stig Larsson,Stig Gunnar Larsson Född: 22 november 1947 Ishockeyspelare Position: forward Moderklubb: Nacka HK Säsonger Matcher Mål Ass Poäng 1965/66 – – – – 1966/67 – – – – 1967/68 – – – – 1968/69 – – – – 1969/70 20 12 7 19 1970/71 20 21 11 32 1971/72 18 4 7 11 
225597029,Sture Larsson,Nils Sture Larsson Född: 14 december 1919 Fotbollsspelare Position: anfallare Moderklubb: Ängby IF 10 säsonger. 54 matcher. 44 mål. 1938/39 – 2 1939/40 – 3 1940/41 – 6 1941/42 – 1 1942/43 – 5 1943/44 – 9 1944/45 18 6 1945/46 21 9 1946/47 8 1 1947/48 
225597030,Sven Larsson,Sven Larsson Född: Fotbollsspelare Position: Moderklubb: 1 säsong. 0 mål. 1948/49 – 0
225597031,Larsson,Larsson Född: Fotbollsspelare Position: målvakt Moderklubb: 1 säsong. 0 mål. 1943/44 – 0
225597032,Lars-Olof Laurell,Lars-Olof Laurell Född: 19 april 1910 Stiftare av DIF Curling Curlingspelare Moderklubb: x säsonger. 19xx 19xx
225597033,Mika Leinonen,Mika Arvi Leinonen Född: 5 oktober 1957 Fotbollsspelare Position: försvarare Moderklubb: IF Brommapojkarna 4 säsonger. 44 matcher. 0 mål. 1980 11 0 1981 19 0 1982 8 0 1983 6 0
225597034,Jonathan Lekkerimäki,Jonathan Mikael Lekkerimäki Född: 24 juli 2004 Ishockeyspelare Position: forward Längd: 181 cm Nummer: 88 Moderklubb: Flemingsbergs IK Säsonger Matcher Mål Assist Poäng 2021/22 26 7 2 9 2022/23 29 3 6 9
225597035,Annika Lennkvist,"Annika Elisabeth Marianne Lennkvist Född: 7 februari 1969 Fotbollsspelare Position: back, mittfältare Nummer: 17 Moderklubb: IFK Täby 1986 1987 1988 1989 1990 1991 1992"
225597036,Greger Lewenhaupt,Johan Greger Lewenhaupt Född: 16 december 1920 Fotbollsspelare Position: Moderklubb: n säsonger. n matcher. n mål. 1943 – – 1944 – –
225597037,Nils Lewenhaupt,Charles-Louis Sixt Nils Lewenhaupt Född: 10 november 1910 Fotbollsspelare Position: Moderklubb: 1 säsong. 0 mål. 1943/44 – 0 Bandyspelare 2 säsonger. 1940 1941
225597038,Carl Lilja,Carl Ingvar Helge Lilja Född: 30 september 1931 Ishockeyspelare Position: forward Moderklubb: IK Göta Säsonger Matcher Mål Ass Poäng 1957/58 14 17 3 20 1958/59 14 15 7 22 1959/60 – 9 – – 1960/61 – – – – 1961/62 21 8 14 22
225597039,Karl-Erik Lilja,Karl-Erik Lilja Född: 24 april 1957 Ishockeyspelare Position: back Moderklubb: Hammarby IF Säsonger Matcher Mål Ass Poäng 1979/80 20 3 5 5 1980/81 32 5 10 15 1981/82 18 4 1 5 1982/83 31 4 10 14 1983/84 35 10 7 17 1984/85 35 6 11 17 1985/86 28 4 7 11 
225597040,Yngve Liljeberg,Karl Yngve Liljeberg Född: 23 juli 1909 Fotbollsspelare Position: Moderklubb: 1 säsong. 2 matcher. 0 mål. 1935/36 2 0 Bandyspelare 2 säsonger. 1940 1941
225597041,Erik Lindberg,Erik Lindberg Född: Fotbollsspelare Position: Moderklubb: 3 säsonger. 28 matcher. 0 mål. 1932/33 – 0 1933/34 18 0 1934/35 9 0
225597042,Evert Lindberg,Evert Verner Arvid Lindberg Född: 19 maj 1910 Fotbollsspelare Position: Moderklubb: Ishockeyspelare Position: back Moderklubb: Säsonger Matcher Mål Ass Poäng 1933/34 7 ? ? ?
225597043,Sven Lindberg,Sven Erik Lindberg Född: 31 januari 1930 Fotbollsspelare Position: målvakt Moderklubb: Karlstads BIK 4 säsonger. 12 matcher. 0 mål. 1954/55 1 0 1955/56 1 0 1956/57 2 0 1957/58 8 0
225597044,Magnus Lindblad,Magnus Anders Lindblad Född: 12 september 1972 Fotbollsspelare Position: målvakt Moderklubb: IK Frej 4 säsonger. 33 matcher. 0 mål. 1996 3 0 1997 3 0 1998 18 0 1999 9 0
225597045,Kurt Lindblom,Kurt Lindblom Född: x månad 19xx Curlingspelare Moderklubb: x säsonger. 19xx 19xx
225597046,Carl Lindbom,Carl Erik Sten Lindbom Född: 20 maj 2003 Ishockeyspelare Position: målvakt Längd: 185 cm Nummer: 35 Plockar: vänster Moderklubb: Ekerö IK Säsonger Matcher GAA SV% SO 2020/21 0 – – – 2021/22 1 1.50 95% 0 2022/23 36 1.86 93% 7
225597047,Erik Lindbom,Erik Leonard Lindbom Född: 12 april 1902 Fotbollsspelare Position: Moderklubb: 1 säsong. 21 matcher. 16 mål. 1927/28 21 16
225597048,Einar Lindell,John Einar Lindell Född: 29 november 1919 Bandyspelare 2 säsonger. 1940 1941
225597049,Nils Lindell,Nils Oskar Ossian Lindell Född: 21 juli 1906 Bandyspelare 2 säsonger. 1940 1941
225597050,Ingemar Lindevall,John Ingemar Lindevall Född: 3 augusti 1962 Fotbollsspelare Position: anfallare Moderklubb: Djurgårdens IF 1 säsong. 5 matcher. 0 mål. 1980 5 0
225597051,Roger Lindevall,Dan Roger Lindevall Född: 30 januari 1960 Fotbollsspelare Position: anfallare Moderklubb: Djurgårdens IF 3 säsonger. 18 matcher. 1 mål. 1976 1 0 1977 15 1 1978 2 0
225597052,Annika Lindfors,Annika Lindfors Född: 1976 Fotbollsspelare Position: back Nummer: 2 Moderklubb: 1993
225597053,Lars Lindgren,Lars Lindgren Född: Fotbollsspelare Position: Moderklubb: 1 säsong. 0 mål. 1943/44 – 0
225597054,Erik Lindgren,Karl Erik Teodor Lindgren Född: 20 december 1902 Ishockeyspelare Position: back Moderklubb: Djurgårdens IF SM-guld: 1926 Stor grabb #18 ishockey Säsonger Matcher Mål Ass Poäng 1925/26 – – – – 1926/27 – – – – 1927/28 – – – – 1928/29 – – – – 1929/30 – 
225597055,Kent Lindgren,Kent Åke Lindgren Född: 14 maj 1944 Ishockeyspelare Position: forward Moderklubb: Heffners/Ortvikens IF Säsonger Matcher Mål Ass Poäng 1965/66 5 – – – 1966/67 – – – –
225597056,Kjell Lindgren,Kjell Gunnar Lindgren Född: 1 januari 1958 Ishockeyspelare Position: forward Moderklubb: Djurgårdens IF Säsonger Matcher Mål Ass Poäng 1977/78 2 0 0 0
225597057,Peter Lindgren,Peter Birger Lindgren Född: 13 februari 1960 Ishockeyspelare Position: back Moderklubb: Säsonger Matcher Mål Ass Poäng 1985/86 30 1 4 5
225597058,Tommie Lindgren,Hans Tommie Lindgren Född: 1 juni 1947 Ishockeyspelare Position: forward Moderklubb: Heffners/Ortvikens IF Säsonger Matcher Mål Ass Poäng 1966/67 – – – –
225597059,Jörgen Lindman,Mats Jörgen Lindman Född: 7 augusti 1951 Fotbollsspelare Position: försvarare Moderklubb: Lycksele IF 6 säsonger. 71 matcher. 1 mål. 1974 1 0 1975 4 0 1976 9 0 1977 18 0 1978 26 0 1979 13 1
225597060,Malin Lindman,Malin Maria Lindman Född: 3 april 1970 Fotbollsspelare Position: forward Nummer: 27 Moderklubb: Rossöns IF 1990
225597061,Sven Lindman,Sven Henrik Lindman Född: 19 april 1942 Fotbollsspelare Position: försvarare/mittfältare Moderklubb: Lycksele IF 16 säsonger. 312 matcher. 51 mål. 1965 2 1 1966 22 12 1967 22 7 1968 11 8 1969 11 2 1970 20 2 1971 22 6 1972 22 3 1973 26 6 1974 26 0 197
225597062,Camilla Lindqvist,Anna Camilla Lindqvist Född: 13 april 1969 Fotbollsspelare Position: forward Nummer: 2 Moderklubb: Skogås 1988 1989 1990 1991 1992
225597063,Carl-Anders Lindqvist,Carl-Anders Lindqvist Född: 28 april 1919 Bandyspelare 2 säsonger. 1940 1941
225597064,Johan Lindstedt,Johan Fredrik Lindstedt Född: 28 januari 1972 Ishockeyspelare Position: forward Moderklubb: Djurgårdens IF Säsonger Matcher Mål Ass Poäng 1990/91 33 3 2 5 1991/92 15 0 1 1
225597065,Sven-Bertil Lindström,Sven-Bertil Lindström Född: 1 mars 1949 Ishockeyspelare Position: back Moderklubb: Clemensnäs IF Säsonger Matcher Mål Ass Poäng 1970/71 19 5 3 8 1971/72 28 6 6 12 1972/73 27 2 5 7
225597066,Martin Linse,Per Martin Linse Född: 13 oktober 1962 Ishockeyspelare Position: forward Moderklubb: IFK Lidingö Säsonger Matcher Mål Ass Poäng 1981/82 30 1 3 4 1952/83 26 2 10 12 1983/84 23 0 4 4
225597067,Olle Liss,Olov Edvard Liss Född: 24 oktober 1992 Ishockeyspelare Position: forward Längd: 187 cm Nummer: 44 Moderklubb: Björbo IF Säsonger Matcher Mål Assist Poäng 2022/23 52 22 25 47
225597068,Martin Lossman,Martin Lossman Född: 29 augusti 1971 Fotbollsspelare Position: målvakt Moderklubb: Hammarby IF 2 säsonger. 15 matcher. 0 mål. 1998 8 0 1999 7 0
225597069,Fredrik Lovén,Lars Fredrik Lovén Född: 14 mars 1977 Ishockeyspelare Position: forward Moderklubb: Djurgårdens IF Säsonger Matcher Mål Ass Poäng 1995/96 4 0 0 0 1996/97 7 0 0 0
225597070,Karl Lund,Karl Efraim Lund Född: 10 november 1915 Fotbollsspelare Position: högerytter Moderklubb: 1936/37 5 2 1937/38 ? 0 1938/39 ? 0 1939/40 ? 0
225597071,Joakim Lundberg,Joakim Olof Andreas Lundberg Född: 12 februari 1974 Ishockeyspelare Position: back Moderklubb: Hammarby IF Säsonger Matcher Mål Ass Poäng 1992/93 6 0 0 0
225597072,Ulf Lundberg,Ulf Harry Lundberg Född: 6 november 1955 Fotbollsspelare Position: mittback Moderklubb: IFK Sundsvall 6 säsonger. 101 matcher. 6 mål. 1981 23 1 1982 14 1 1983 19 1 1984 23 1 1985 20 2 1986 4 0
225597073,Lars Lundborg,Lars-Olof Lundborg Född: 28 september 1963 Fotbollsspelare Position: försvarare Moderklubb: Djurgårdens IF 4 säsonger. 29 matcher. 0 mål. 1984 4 0 1988 7 0 1989 13 0 1990 5 0
225597074,Einar Lundell,Karl Arvid Einar Lundell Född: 9 januari 1894 Medlem: 1630 Ishockeyspelare Position: back Moderklubb: IK Göta Säsonger Matcher Mål Ass Poäng 1933/34 3 – – –
225597075,Lars-Åke Lundell,Lars-Åke Lundell Född: 16 augusti 1946 Ishockeyspelare Position: back Moderklubb: Djurgårdens IF Säsonger Matcher Mål Ass Poäng 1963/64 – – – – 1964/65 16 2 4 6 1965/66 – – – – 1966/67 – – – – 1967/68 – – – – 1968/69 – – – – 1969/70 – – – – 1970/71 2
225597076,Ann-Sofie Lundgren,Jenny Ann-Sofie Lundgren Född: 9 maj 1975 Fotbollsspelare Position: back Nummer: Moderklubb: Boo FF 1991 1992 1995
225597077,Annika Lundgren,Gertrud Annika Lundgren Född: 26 oktober 1963 Fotbollsspelare Position: back Nummer: 11 Moderklubb: Djurgårdens IF 1978 1979 1980 1981 1982 1983 1984 1985 1986 1987 1988
225597078,Gunnar Lundgren,Ernst Erik Gunnar Lundgren Född: 17 september 1917 Fotbollsspelare Position: målvakt Moderklubb: Djurgårdens IF 5 säsonger. 16 matcher. 0 mål. 1936/37 14 0 1937/38 – 0 1938/39 – 0 1943/44 – 0 1944/45 2 0
225597079,Susanne Lundgren,Susanne Lundgren Född: 26 oktober 1963 Fotbollsspelare Position: Nummer: Moderklubb: 1982 1983 1984 1985 1986 1987 1988 1989
225597080,Lennart Lundin,Hans Lennart Lundin Född: 8 september 1959 Fotbollsspelare Position: mittfältare Moderklubb: BKV Norrtälje 3 säsonger. 30 matcher. 4 mål. 1983 7 1 1984 16 3 1985 7 0
225597081,Tommy Lundin,Rolf Tommy Lundin Född: 2 april 1944 Bandyspelare 3 säsonger. 1963 1964 1965
225597082,Åsa Lundin,Åsa Helena Lundin Född: 14 september 1966 Fotbollsspelare Position: Nummer: Moderklubb: 1989 1990 1991
225597083,Thomas Lundmark (fd Andersson),Thomas Bengt Lundmark Född: 28 juni 1963 Fotbollsspelare Position: mittfältare Moderklubb: IFK Eskilstuna 4 säsonger. 100 matcher. 16 mål. 1990 21 0 1991 28 4 1992 32 4 1993 19 8
225597084,Bo Lundquist,Bo Christer Lundquist Född: 26 september 1942 Ordförande DIF Fotboll 1998-2009
225597085,Anette Lundqvist,"Anette Marie Lundqvist Född: 27 juli 1973 Fotbollsspelare Position: back, mittfältare Nummer: Moderklubb: Älvsjö 1991 1992"
225597086,Frans Lundqvist,Frans Wilhelm Lundqvist Född: 23 september 1873 Medlem: 11 Grundare av Djurgårdens IF
225597087,Gunnar Lundqvist,Gunnar Lundqvist Född: 30 juni 1920 Hedersordförande DIF Fotboll Sekreterare i DIF 1948 Fotbollsledare Ordförande i Sällskapet Gamla Djurgårdare 1982-2010
225597088,Lars Lundqvist,Lars Erik Lundqvist Född: 16 mars 1941 Fotbollsspelare Position: anfallare Moderklubb: Djurgårdens IF 3 säsonger. 15 matcher. 1 mål. 1960 1 0 1961 5 1 1962 9 0 1963 4 0 Ishockeyspelare Position: back Moderklubb: Djurgårdens IF Säsonger Matcher Mål As
225597089,Per Lundström,Per Kenneth Valdemar Lundström Född: 29 juli 1941 Ishockeyspelare Position: forward Moderklubb: Skellefteå IF Säsonger Matcher Mål Ass Poäng 1964/65 20 6 11 17 1965/66 21 – – – 1966/67 – – – – 1967/68 21 11 7 18 1968/69 21 3 5 8 1969/70 20 4 3 7 1970
225597090,Patrick Luxenburg,Patrick Anders Luxenburg Född: 7 juli 1972 Fotbollsspelare Position: mittfältare Moderklubb: Djurgårdens IF 1 säsong. 1 match. 0 mål. 1990 1 0
225597091,Jani Lyyski,Jani Pekka Lyyski Född: 16 mars 1983 Fotbollsspelare Position: Moderklubb: 2 säsonger. 41 matcher. 0 mål. 2010 20 0 2011 21 0
225597092,Arne Lång,Johan Arne Lång Född: 31 mars 1936 Ishockeyspelare Position: back Moderklubb: Mora IK Säsonger Matcher Mål Ass Poäng 1964/65 12 2 2 4
225597093,Jesper Löfgren,Jesper Löfgren Född: 3 maj 1997 Fotbollsspelare Position: mittback Längd: 193 cm Nummer: 4 Moderklubb: Halltorps IK 2021 24 2022 2023
225597094,Leif Lövegaard,Leif Sigurd Lövegaard Född: 30 april 1963 Fotbollsspelare Position: målvakt Moderklubb: IFK Österåker 4 säsonger. 11 matcher. 0 mål. 1983 8 0 1984 2 0 1985 0 0 1986 1 0
225597095,Per Lövfors,Per Håkan Lövfors Född: 21 september 1953 Fotbollsspelare Position: mittfältare/anfallare Moderklubb: Spånga IS 4 säsonger. 89 matcher. 16 mål. 1973 26 3 1974 22 7 1975 17 2 1976 24 4
225597096,Malcolm Macdonald,Malcolm Ian Macdonald Född: 7 januari 1950 Fotbollsspelare Position: anfallare Moderklubb: Fulham FC 1 säsong. 9 matcher. 2 mål. 1979 9 2
225597097,Harald Magnusson,Martin Harald Magnusson Född: 10 augusti 1869 Medlem: 3 Grundare av Djurgårdens IF
225597098,Mikael Magnusson,Mikael Magnusson Född: 15 mars 1973 Ishockeyspelare Position: back Moderklubb: IFK Salem Säsonger Matcher Mål Ass Poäng 1992/93 39 5 1 6 1993/94 39 8 2 10 1994/95 38 2 7 9 1995/96 37 4 6 10 1996/97 50 5 6 11 1997/98 32 5 5 10 1998/99 50 4 7 11 1999/0
225597099,Per-Olow Magnusson,Per-Olow Magnusson Född: 22 september 1939 Fotbollsspelare Position: Moderklubb: 1 säsong. 1 mål. 1962 – 1 1963 5 2
225597100,Peter Magnusson,Peter Niklas Magnusson Född: 16 juli 1984 Fotbollsspelare Position: försvarare Moderklubb: Spårvägens IF 2 säsonger. 24 matcher. 0 mål. 2008 11 0 2009 13 0
