#entry_id	catalog	external_id	external_url	name	description	entry_type	mnm_user_id	q	matched_on	matched_by_username	auxiliary_data	born	died	dates_in_wikidata	lat	lon	multi_match_candidates
281288232	7738	10	https://www.aikstats.se/player.php?id=10	Bernt Hulsker	Swedish association football player, played for AIK, Forward, active 2006-2007	Q5	4	Q2636380	20260327210222	Auxiliary data matcher							
281288233	7738	35	https://www.aikstats.se/player.php?id=35	Gabriel "Gabbe" Petrović	Swedish association football player, played for AIK, Mittfältare, active 1993-2006	Q5	4	Q5515790	20260327210222	Auxiliary data matcher							
281288234	7738	759	https://www.aikstats.se/player.php?id=759	Jan "Janne" Eriksson	Swedish association football player, played for AIK, Högerback, active 1977-1984	Q5	4	Q204413	20260327210222	Auxiliary data matcher							
281288235	7738	570	https://www.aikstats.se/player.php?id=570	Per "Pelle, Renen" Wiklundh	Swedish association football player, played for AIK, Back, active 1978-1984	Q5											
281288236	7738	979	https://www.aikstats.se/player.php?id=979	Ivar "Iffa-Sven" Svensson	Swedish association football player, played for AIK, Forward, active ? - ?	Q5	4	Q432376	20260327210222	Auxiliary data matcher							
281288237	7738	324	https://www.aikstats.se/player.php?id=324	Gunnar "Hoppjerkan" Södergren	Swedish association football player, played for AIK, Forward, active 1944-1947	Q5	4	Q19373458	20260327210222	Auxiliary data matcher							
281288238	7738	1381	https://www.aikstats.se/player.php?id=1381	Filip Rogić	Swedish association football player, played for AIK, Mittfältare, active 2020-2022	Q5	4	Q20758152	20260327210222	Auxiliary data matcher							
281288239	7738	272	https://www.aikstats.se/player.php?id=272	Hugo Hernvall	Swedish association football player, played for AIK, Centerhalv, active 1932-1936	Q5											
281288240	7738	556	https://www.aikstats.se/player.php?id=556	Ulf "Uffe" Jakobsson	Swedish association football player, played for AIK, Målvakt, active 1977-1980	Q5											
281288241	7738	265	https://www.aikstats.se/player.php?id=265	Knut "Knutte" Johansson	Swedish association football player, played for AIK, Vänsterytter, active 1930-1932	Q5											
281288242	7738	31	https://www.aikstats.se/player.php?id=31	Andreas "Ante" Eriksson	Swedish association football player, played for AIK, Forward, active 2004-2006	Q5	4	Q4755415	20260327210222	Auxiliary data matcher							
281288243	7738	618	https://www.aikstats.se/player.php?id=618	Jan Andersson	Swedish association football player, played for AIK, Back, active 1993-1994	Q5	4	Q48816300	20260327210222	Auxiliary data matcher							
281288244	7738	661	https://www.aikstats.se/player.php?id=661	Vyacheslav "Slavik" Jevtushenko	Swedish association football player, played for AIK, Mittfältare, active 1989-2003	Q5	4	Q7943793	20260327210222	Auxiliary data matcher							
281288245	7738	658	https://www.aikstats.se/player.php?id=658	Erik Edman	Swedish association football player, played for AIK, Vänsterback, active 2000-2001	Q5	4	Q315459	20260327210222	Auxiliary data matcher							
281288246	7738	391	https://www.aikstats.se/player.php?id=391	Lars "Lacke" Hall	Swedish association football player, played for AIK, Högerinner, active 1952-1957	Q5											
281288247	7738	195	https://www.aikstats.se/player.php?id=195	Bo "Super-Bo, Lanthandlarn" Andersson	Swedish association football player, played for AIK, Forward, active 1990-1991	Q5	4	Q887329	20260327210223	Auxiliary data matcher							
281288248	7738	33	https://www.aikstats.se/player.php?id=33	Göran Marklund	Swedish association football player, played for AIK, Forward, active 2003-2006	Q5	4	Q1559458	20260327210223	Auxiliary data matcher							
281288249	7738	1202	https://www.aikstats.se/player.php?id=1202	Alexander Isak	Swedish association football player, played for AIK, Forward, active 2005-2017	Q5	4	Q23759917	20260327210223	Auxiliary data matcher							
281288250	7738	497	https://www.aikstats.se/player.php?id=497	Lars-Tony Hedström	Swedish association football player, played for AIK, Forward, active 1969-1972	Q5											
281288251	7738	1177	https://www.aikstats.se/player.php?id=1177	Dickson Etuhu	Swedish association football player, played for AIK, Mittfältare, active 2014-2017	Q5	4	Q310660	20260327210223	Auxiliary data matcher							
281288252	7738	1212	https://www.aikstats.se/player.php?id=1212	Robin Jansson	Swedish association football player, played for AIK, Back, active 2018-2019	Q5	4	Q52152389	20260327210223	Auxiliary data matcher							
281288253	7738	811	https://www.aikstats.se/player.php?id=811	Tomi Maanoja	Swedish association football player, played for AIK, Målvakt, active 2008-2011	Q5	4	Q973821	20260327210223	Auxiliary data matcher							
281288254	7738	546	https://www.aikstats.se/player.php?id=546	Kjell "Granan" Granqvist	Swedish association football player, played for AIK, Forward, active 1976-1977	Q5											
281288255	7738	333	https://www.aikstats.se/player.php?id=333	Herold "Wolfen" Wolfbrandt	Swedish association football player, played for AIK, Center, active 1942-1943	Q5	4	Q18450848	20260327210223	Auxiliary data matcher							
281288256	7738	521	https://www.aikstats.se/player.php?id=521	Gerry Rehn	Swedish association football player, played for AIK, Ytterback, active 1961-1975	Q5											
281288257	7738	564	https://www.aikstats.se/player.php?id=564	Staffan "Isak" Isaksson	Swedish association football player, played for AIK, Mittfältare, active 1979-1981	Q5	4	Q1499473	20260327210223	Auxiliary data matcher							
281288258	7738	283	https://www.aikstats.se/player.php?id=283	Einar "Eje, Bolas" Bohlin	Swedish association football player, played for AIK, Vänsterinner, active 1934-1940	Q5	4	Q124694676	20260327210223	Auxiliary data matcher							
281288259	7738	1114	https://www.aikstats.se/player.php?id=1114	Fridolf "Fritz, Fritte" Wilander	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288260	7738	669	https://www.aikstats.se/player.php?id=669	Lucas Valdemarín	Swedish association football player, played for AIK, Forward, active 2007-2008	Q5	4	Q6221252	20260327210223	Auxiliary data matcher							
281288261	7738	550	https://www.aikstats.se/player.php?id=550	Leif Grahn	Swedish association football player, played for AIK, Högerback, active 1967-1979	Q5											
281288262	7738	399	https://www.aikstats.se/player.php?id=399	Sven-Erik Westerberg	Swedish association football player, played for AIK, Vänsterinner, active 1952-1955	Q5	4	Q2370831	20260327210223	Auxiliary data matcher							
281288263	7738	1180	https://www.aikstats.se/player.php?id=1180	Marko Nikolić	Swedish association football player, played for AIK, Forward, active 2014-2017	Q5	4	Q17461769	20260327210223	Auxiliary data matcher							
281288264	7738	897	https://www.aikstats.se/player.php?id=897	Nicklas Maripuu	Swedish association football player, played for AIK, Back, active 1997-2015	Q5	4	Q3876891	20260327210223	Auxiliary data matcher							
281288265	7738	975	https://www.aikstats.se/player.php?id=975	Erik Runeborg	Swedish association football player, played for AIK, Back, active ? - ?	Q5											
281288266	7738	288	https://www.aikstats.se/player.php?id=288	Holger "Hogge, Bellan" Belin	Swedish association football player, played for AIK, Vänsterinner, active 1934-1943	Q5	4	Q62019014	20260327210223	Auxiliary data matcher							
281288267	7738	589	https://www.aikstats.se/player.php?id=589	Roger "Sudden" Sundin	Swedish association football player, played for AIK, Forward, active 1985-1986	Q5	4	Q132709854	20260327210223	Auxiliary data matcher							
281288268	7738	36	https://www.aikstats.se/player.php?id=36	Kristoffer Arvhage	Swedish association football player, played for AIK, Back, active 2004-2005	Q5	4	Q1789422	20260327210223	Auxiliary data matcher							
281288269	7738	607	https://www.aikstats.se/player.php?id=607	Per "Harry" Harrysson	Swedish association football player, played for AIK, Forward, active 1990-1991	Q5	4	Q2070000	20260327210223	Auxiliary data matcher							
281288270	7738	430	https://www.aikstats.se/player.php?id=430	Bengt "Boden" Karlsson	Swedish association football player, played for AIK, Vänsterinner, active 1959-1961	Q5											
281288271	7738	1225	https://www.aikstats.se/player.php?id=1225	Jesper Nyholm	Swedish association football player, played for AIK, Back, active 2016-2019	Q5	4	Q25935637	20260327210223	Auxiliary data matcher							
281288272	7738	1131	https://www.aikstats.se/player.php?id=1131	Edvin Holm	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288273	7738	1450	https://www.aikstats.se/player.php?id=1450	Jesper Ceesay	Swedish association football player, played for AIK, Defensiv mittfältare, active 2022-2023	Q5	4	Q111495265	20260327210223	Auxiliary data matcher							
281288274	7738	227	https://www.aikstats.se/player.php?id=227	Mauritz "Moje" Brick	Swedish association football player, played for AIK, Vänsterytter, active ? - ?	Q5											
281288275	7738	176	https://www.aikstats.se/player.php?id=176	Tommy Kastman	Swedish association football player, played for AIK, Innerback, active 1972-1973	Q5											
281288276	7738	285	https://www.aikstats.se/player.php?id=285	John "Long-John" Nilsson	Swedish association football player, played for AIK, Center, active 1934-1936	Q5	4	Q1145971	20260327210223	Auxiliary data matcher							
281288277	7738	21	https://www.aikstats.se/player.php?id=21	Nicklas Bergh	Swedish association football player, played for AIK, Målvakt, active 2005-2010	Q5	4	Q1985758	20260327210223	Auxiliary data matcher							
281288278	7738	1182	https://www.aikstats.se/player.php?id=1182	Patrick Kpozo	Swedish association football player, played for AIK, Back, active 2015-2017	Q5	4	Q19976893	20260327210223	Auxiliary data matcher							
281288279	7738	768	https://www.aikstats.se/player.php?id=768	Jorge Anchén	Swedish association football player, played for AIK, Mittfältare, active 2008-2008	Q5	4	Q2777818	20260327210223	Auxiliary data matcher							
281288280	7738	1322	https://www.aikstats.se/player.php?id=1322	Paulos Abraham	Swedish association football player, played for AIK, Forward, active 2020-2021	Q5	4	Q87818743	20260327210223	Auxiliary data matcher							
281288281	7738	389	https://www.aikstats.se/player.php?id=389	Lars Larsson	Swedish association football player, played for AIK, Vänsterhalv, active 1950-1955	Q5	4	Q131763106	20260327210223	Auxiliary data matcher							
281288282	7738	577	https://www.aikstats.se/player.php?id=577	Branislav "Bullen, Branko" Markovic	Swedish association football player, played for AIK, Forward, active 1977-1984	Q5											
281288283	7738	585	https://www.aikstats.se/player.php?id=585	Kjell Jonevret	Swedish association football player, played for AIK, Forward, active 1984-1985	Q5	4	Q1744051	20260327210224	Auxiliary data matcher							
281288284	7738	409	https://www.aikstats.se/player.php?id=409	Gösta "Kölas" Köhlström	Swedish association football player, played for AIK, Målvakt, active 1953-1958	Q5											
281288285	7738	77	https://www.aikstats.se/player.php?id=77	Kwame "Caniggia" Quansah	Swedish association football player, played for AIK, Forward, active 2003-2003	Q5	4	Q392431	20260327210224	Auxiliary data matcher							
281288286	7738	415	https://www.aikstats.se/player.php?id=415	Lars Falkmer	Swedish association football player, played for AIK, Högerback, active 1948-1958	Q5											
281288287	7738	1124	https://www.aikstats.se/player.php?id=1124	Gunnar Andersson	Swedish association football player, played for AIK, Målvakt, active ? - ?	Q5											
281288288	7738	1460	https://www.aikstats.se/player.php?id=1460	Vincent Thill	Swedish association football player, played for AIK, Mittfältare, active 2022- ?	Q5	4	Q23671478	20260327210224	Auxiliary data matcher							
281288289	7738	303	https://www.aikstats.se/player.php?id=303	Åke "Gentile" Andersson	Swedish association football player, played for AIK, Ytterback, active 1982-1984	Q5	4	Q270868	20260327210224	Auxiliary data matcher							
281288290	7738	240	https://www.aikstats.se/player.php?id=240	Thure "Turken" Westerdahl	Swedish association football player, played for AIK, Målvakt, active 1926-1929	Q5											
281288291	7738	310	https://www.aikstats.se/player.php?id=310	Olof "Olle" Pettersson	Swedish association football player, played for AIK, Vänsterinner, active 1940-1943	Q5											
281288292	7738	1279	https://www.aikstats.se/player.php?id=1279	Felix Michel	Swedish association football player, played for AIK, Back, active 2019-2022	Q5	4	Q18698699	20260327210224	Auxiliary data matcher							
281288293	7738	641	https://www.aikstats.se/player.php?id=641	Anders Limpar	Swedish association football player, played for AIK, Mittfältare, active 1974-1998	Q5	4	Q460375	20260327210224	Auxiliary data matcher							
281288294	7738	651	https://www.aikstats.se/player.php?id=651	Andreas "Adde" Johansson	Swedish association football player, played for AIK, Forward, active 1999-1999	Q5	4	Q498579	20260327210225	Auxiliary data matcher							
281288295	7738	544	https://www.aikstats.se/player.php?id=544	Per-Arne Wahlstedt	Swedish association football player, played for AIK, Vänsterback, active 1975-1976	Q5											
281288296	7738	1422	https://www.aikstats.se/player.php?id=1422	Jetmir Haliti	Swedish association football player, played for AIK, Back, active 2021- ?	Q5	4	Q56072718	20260327210225	Auxiliary data matcher							
281288297	7738	225	https://www.aikstats.se/player.php?id=225	August "Agge" Selling	Swedish association football player, played for AIK, Högerback, active 1925-1928	Q5											
281288298	7738	595	https://www.aikstats.se/player.php?id=595	Jari Hudd	Swedish association football player, played for AIK, Mittfältare, active 1987-1989	Q5	355014	Q103126144	20260327214434	Salgo60							
281288299	7738	542	https://www.aikstats.se/player.php?id=542	Ove "Kronblom" Nilsson	Swedish association football player, played for AIK, Forward, active 1975-1975	Q5											
281288300	7738	1428	https://www.aikstats.se/player.php?id=1428	Amar Abdirahman	Swedish association football player, played for AIK, Mittfältare, active 2014-2022	Q5											
281288301	7738	1439	https://www.aikstats.se/player.php?id=1439	Taha Ayari	Swedish association football player, played for AIK, Mittfältare, active 2012-2022	Q5	4	Q114380721	20260327210225	Auxiliary data matcher							
281288302	7738	682	https://www.aikstats.se/player.php?id=682	Per "Pelle" Nilsson	Swedish association football player, played for AIK, Forward, active 1981-1984	Q5	4	Q1342564	20260327210225	Auxiliary data matcher							
281288303	7738	1073	https://www.aikstats.se/player.php?id=1073	Alhassan "Crespo" Kamara	Swedish association football player, played for AIK, Forward, active 2012-2013	Q5	4	Q172159	20260327210225	Auxiliary data matcher							
281288304	7738	971	https://www.aikstats.se/player.php?id=971	Thore Sundberg	Swedish association football player, played for AIK, , active ? -1920	Q5											
281288305	7738	1454	https://www.aikstats.se/player.php?id=1454	Benjamin Mbunga Kimpioka	Swedish association football player, played for AIK, Forward, active 2022- ?	Q5	4	Q56702388	20260327210225	Auxiliary data matcher							
281288306	7738	951	https://www.aikstats.se/player.php?id=951	Ibrahim "Ibra, Teteh" Bangura	Swedish association football player, played for AIK, Forward, active 2011-2014	Q5											
281288307	7738	351	https://www.aikstats.se/player.php?id=351	Lennart "Putte" Andersson	Swedish association football player, played for AIK, Center, active 1944-1950	Q5											
281288308	7738	530	https://www.aikstats.se/player.php?id=530	Åke "Bulten" Andersson	Swedish association football player, played for AIK, Högerback, active 1973-1975	Q5	4	Q270868	20260327210227	Auxiliary data matcher							
281288309	7738	230	https://www.aikstats.se/player.php?id=230	Gunnar "Caspar" Casparsson	Swedish association football player, played for AIK, Högerback, active 1925-1926	Q5											
281288310	7738	751	https://www.aikstats.se/player.php?id=751	William "Vilhelm" Palme	Swedish association football player, played for AIK, , active 1907-1911	Q5											
281288311	7738	309	https://www.aikstats.se/player.php?id=309	Svante Granlund	Swedish association football player, played for AIK, Högerytter, active 1939-1951	Q5	4	Q5768518	20260327210227	Auxiliary data matcher							
281288312	7738	339	https://www.aikstats.se/player.php?id=339	Sven Pålsson	Swedish association football player, played for AIK, Högerytter, active 1943-1944	Q5											
281288313	7738	537	https://www.aikstats.se/player.php?id=537	Bo-Lennart "Jeppe" Jepson	Swedish association football player, played for AIK, Back, active 1974-1976	Q5											
281288314	7738	377	https://www.aikstats.se/player.php?id=377	Åke "Frasse" Fransson	Swedish association football player, played for AIK, Högerinner, active 1950-1952	Q5	4	Q131311750	20260327210227	Auxiliary data matcher							
281288315	7738	548	https://www.aikstats.se/player.php?id=548	Stefan "Walle" Wallén	Swedish association football player, played for AIK, Ytterback, active 1976-1978	Q5											
281288316	7738	644	https://www.aikstats.se/player.php?id=644	Lee Baxter	Swedish association football player, played for AIK, Målvakt, active 1998-2015	Q5	4	Q128845	20260327210227	Auxiliary data matcher							
281288317	7738	654	https://www.aikstats.se/player.php?id=654	Pontus Kåmark	Swedish association football player, played for AIK, Back, active 1999-2000	Q5	4	Q712844	20260327210228	Auxiliary data matcher							
281288318	7738	639	https://www.aikstats.se/player.php?id=639	Andreas "Ante" Yngvesson	Swedish association football player, played for AIK, Forward, active 1997-1998	Q5	4	Q501307	20260327210228	Auxiliary data matcher							
281288319	7738	1463	https://www.aikstats.se/player.php?id=1463	Rui Modesto	Swedish association football player, played for AIK, Back, active 2022- ?	Q5	4	Q104903364	20260327210228	Auxiliary data matcher							
281288320	7738	1457	https://www.aikstats.se/player.php?id=1457	Omar Faraj	Swedish association football player, played for AIK, Forward, active 2013-2016	Q5	4	Q112081845	20260327210228	Auxiliary data matcher							
281288321	7738	24	https://www.aikstats.se/player.php?id=24	Brwa Nouri	Swedish association football player, played for AIK, Mittfältare, active 1984-2009	Q5	4	Q4979914	20260327210228	Auxiliary data matcher							
281288322	7738	823	https://www.aikstats.se/player.php?id=823	Mikael Thorstensson	Swedish association football player, played for AIK, Forward, active 2009-2009	Q5	4	Q6209496	20260327210228	Auxiliary data matcher							
281288323	7738	1185	https://www.aikstats.se/player.php?id=1185	Alessandro Pereira	Swedish association football player, played for AIK, Back, active 2015-2015	Q5	3854451	Q4716434	20260328031144	Quesotiotyo							
281288324	7738	523	https://www.aikstats.se/player.php?id=523	Sten "Sten-Pelle" Pettersson	Swedish association football player, played for AIK, Mittfältare, active 1972-1974	Q5											
281288325	7738	584	https://www.aikstats.se/player.php?id=584	Lenny Asp	Swedish association football player, played for AIK, Forward, active 1983-1984	Q5											
281288326	7738	997	https://www.aikstats.se/player.php?id=997	Christian "Chrille" Kouakou	Swedish association football player, played for AIK, Forward, active 2001-2013	Q5	4	Q4243428	20260327210228	Auxiliary data matcher							
281288327	7738	559	https://www.aikstats.se/player.php?id=559	John Wilkinson	Swedish association football player, played for AIK, Forward, active 1978-1979	Q5											
281288328	7738	841	https://www.aikstats.se/player.php?id=841	Daniel Majstorović	Swedish association football player, played for AIK, Mittback, active 2012-2014	Q5	4	Q351819	20260327210228	Auxiliary data matcher							
281288329	7738	1326	https://www.aikstats.se/player.php?id=1326	Louis Groth	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288330	7738	388	https://www.aikstats.se/player.php?id=388	Ulf "Uffe" Östlund	Swedish association football player, played for AIK, Center, active 1950-1953	Q5											
281288331	7738	1224	https://www.aikstats.se/player.php?id=1224	Simon Thern	Swedish association football player, played for AIK, Mittfältare, active 2017-2017	Q5	4	Q1342780	20260327210229	Auxiliary data matcher							
281288332	7738	1427	https://www.aikstats.se/player.php?id=1427	Calvin Kabuye	Swedish association football player, played for AIK, Forward, active 2015-2022	Q5	542808	Q131290889	20260328012029	Rashinseita							
281288333	7738	1111	https://www.aikstats.se/player.php?id=1111	Ragnar "Ragge" Bäckström	Swedish association football player, played for AIK, , active 1904-1917	Q5											
281288334	7738	1305	https://www.aikstats.se/player.php?id=1305	Jakob Haugaard	Swedish association football player, played for AIK, Målvakt, active 2020-2023	Q5	4	Q6125278	20260327210229	Auxiliary data matcher							
281288335	7738	410	https://www.aikstats.se/player.php?id=410	Orvar Bergmark	Swedish association football player, played for AIK, Vänsterback, active 1955-1955	Q5	4	Q721360	20260327210229	Auxiliary data matcher							
281288336	7738	84	https://www.aikstats.se/player.php?id=84	Samuel Ayorinde	Swedish association football player, played for AIK, Forward, active 2002-2003	Q5	4	Q6107684	20260327210229	Auxiliary data matcher							
281288337	7738	539	https://www.aikstats.se/player.php?id=539	Manni Thofte	Swedish association football player, played for AIK, Mittfältare, active 1963-1976	Q5	355014	Q6750831	20260328063944	Salgo60							
281288338	7738	452	https://www.aikstats.se/player.php?id=452	Lars Sjöström	Swedish association football player, played for AIK, Forward, active 1964-1965	Q5	4	Q1239047	20260327210229	Auxiliary data matcher							
281288339	7738	1301	https://www.aikstats.se/player.php?id=1301	Knut Blomén	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288340	7738	780	https://www.aikstats.se/player.php?id=780	Christoffer Eriksson	Swedish association football player, played for AIK, Back, active 2007-2011	Q5	4	Q5111657	20260327210229	Auxiliary data matcher							
281288341	7738	675	https://www.aikstats.se/player.php?id=675	Göran Johansson	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288342	7738	398	https://www.aikstats.se/player.php?id=398	John Göras	Swedish association football player, played for AIK, Center, active 1952-1955	Q5											117860529,120050958,221843
281288343	7738	940	https://www.aikstats.se/player.php?id=940	Goran Ljubojević	Swedish association football player, played for AIK, Forward, active 2010-2011	Q5	4	Q1823837	20260327210229	Auxiliary data matcher							
281288344	7738	192	https://www.aikstats.se/player.php?id=192	Bo "Bosse" Petersson	Swedish association football player, played for AIK, Mittfältare, active 1977-1980	Q5	4	Q3449877	20260327210229	Auxiliary data matcher							
281288345	7738	238	https://www.aikstats.se/player.php?id=238	Eric "Bassen" Sköld	Swedish association football player, played for AIK, , active ? - ?	Q5	355014	Q136746908	20260327221113	Salgo60							
281288346	7738	646	https://www.aikstats.se/player.php?id=646	Olof Mellberg	Swedish association football player, played for AIK, Innerback, active 1998-1998	Q5	4	Q192491	20260327210229	Auxiliary data matcher							
281288347	7738	446	https://www.aikstats.se/player.php?id=446	Benny "Benny Guldfot" Söderling	Swedish association football player, played for AIK, Högerytter, active 1962-1965	Q5											
281288348	7738	1451	https://www.aikstats.se/player.php?id=1451	Henry Atola	Swedish association football player, played for AIK, Forward, active 2022- ?	Q5	355014	Q107558594	20260327221147	Salgo60							
281288349	7738	1433	https://www.aikstats.se/player.php?id=1433	Alexander Fesshaie	Swedish association football player, played for AIK, Forward, active 2017-2022	Q5	4	Q117455214	20260327210229	Auxiliary data matcher							
281288350	7738	1323	https://www.aikstats.se/player.php?id=1323	Runo Olsson	Swedish association football player, played for AIK, , active 1916-1918	Q5											
281288351	7738	421	https://www.aikstats.se/player.php?id=421	Evert "Bäckis" Jansson	Swedish association football player, played for AIK, Vänsterinner, active 1957-1958	Q5	4	Q126459621	20260327210229	Auxiliary data matcher							
281288352	7738	369	https://www.aikstats.se/player.php?id=369	Fred Eriksson	Swedish association football player, played for AIK, Center, active 1947-1949	Q5											112469585,5716380
281288353	7738	220	https://www.aikstats.se/player.php?id=220	Gunnar Eriksson	Swedish association football player, played for AIK, Vänsterhalv, active 1915-1925	Q5											103779925,115182364,18613047,55031009,5716116,5716302,5716418,5716425,5716432,709865
281288354	7738	496	https://www.aikstats.se/player.php?id=496	Lars-Göran "Lasse" Jansson	Swedish association football player, played for AIK, Mittfältare, active 1969-1970	Q5											
281288355	7738	1455	https://www.aikstats.se/player.php?id=1455	Collins Sichenje	Swedish association football player, played for AIK, Back, active 2022- ?	Q5	4	Q111495742	20260327210229	Auxiliary data matcher							
281288356	7738	1471	https://www.aikstats.se/player.php?id=1471	Jimmy Durmaz	Swedish association football player, played for AIK, Mittfältare, active 2023- ?	Q5	4	Q1365667	20260327210229	Auxiliary data matcher							
281288357	7738	232	https://www.aikstats.se/player.php?id=232	Sven "Nenne, Motala" Eriksson	Swedish association football player, played for AIK, Vänsterytter, active 1925-1928	Q5											
281288358	7738	1551	https://www.aikstats.se/player.php?id=1551	Ragnar "Mål-Ragge" Eriksson	Swedish association football player, played for AIK, Målvakt, active ? - ?	Q5											
281288359	7738	566	https://www.aikstats.se/player.php?id=566	Karl Berg	Swedish association football player, played for AIK, Back, active 1979-1980	Q5											
281288360	7738	196	https://www.aikstats.se/player.php?id=196	Marcelo Goncalves "Piracaia" de Oliveira	Swedish association football player, played for AIK, Mittfältare, active 1997-1998	Q5	355014	Q6050466	20260328064018	Salgo60							
281288361	7738	472	https://www.aikstats.se/player.php?id=472	Åke Olsson	Swedish association football player, played for AIK, Innerback, active 1967-1968	Q5											
281288362	7738	1311	https://www.aikstats.se/player.php?id=1311	Rasmus Bonde	Swedish association football player, played for AIK, Vänsterback, active 2014-2021	Q5											110951919,117755494,135963236,182512,5609720,7295124
281288363	7738	462	https://www.aikstats.se/player.php?id=462	Christer "Chrille" Johansson	Swedish association football player, played for AIK, Yttermittfältare, active 1958-1968	Q5											
281288364	7738	980	https://www.aikstats.se/player.php?id=980	Erik "Berka" Bergqvist	Swedish association football player, played for AIK, Målvakt, active 1915- ?	Q5	4	Q2348130	20260327210229	Auxiliary data matcher							
281288365	7738	1079	https://www.aikstats.se/player.php?id=1079	Edward Owusu	Swedish association football player, played for AIK, Mittback, active 2012-2016	Q5	4	Q20967032	20260327210229	Auxiliary data matcher							
281288366	7738	1426	https://www.aikstats.se/player.php?id=1426	Ahmad Faqa	Swedish association football player, played for AIK, Back, active 2017-2022	Q5	4	Q117774494	20260327210229	Auxiliary data matcher							
281288367	7738	392	https://www.aikstats.se/player.php?id=392	Roland "Rolle" Eriksson	Swedish association football player, played for AIK, Vänsterinner, active 1952-1955	Q5											
281288368	7738	545	https://www.aikstats.se/player.php?id=545	Stefan Lundin	Swedish association football player, played for AIK, Högerytter, active 1976-1976	Q5	4	Q1169558	20260327210230	Auxiliary data matcher							
281288369	7738	488	https://www.aikstats.se/player.php?id=488	Per-Erik "Blomstermåla, Perre" Nyberg	Swedish association football player, played for AIK, Forward, active 1957-1969	Q5											
281288370	7738	1230	https://www.aikstats.se/player.php?id=1230	Carlos Strandberg	Swedish association football player, played for AIK, Forward, active 2016-2016	Q5	4	Q15534391	20260327210230	Auxiliary data matcher							
281288371	7738	481	https://www.aikstats.se/player.php?id=481	Sven Billman	Swedish association football player, played for AIK, Vänsterforward, active 1967-1968	Q5											
281288372	7738	66	https://www.aikstats.se/player.php?id=66	Anders Almgren	Swedish association football player, played for AIK, Målvakt, active 1996-2008	Q5	4	Q182613	20260327210230	Auxiliary data matcher							
281288373	7738	215	https://www.aikstats.se/player.php?id=215	Oskar "Osse" Palm	Swedish association football player, played for AIK, Vänsterinner, active 1924-1926	Q5											
281288374	7738	428	https://www.aikstats.se/player.php?id=428	Gunnar Johansson	Swedish association football player, played for AIK, Högerytter, active 1959-1960	Q5											
281288375	7738	1203	https://www.aikstats.se/player.php?id=1203	Rickson Mansiamina	Swedish association football player, played for AIK, Mittfältare, active 2011-2018	Q5	4	Q23869578	20260327210230	Auxiliary data matcher							
281288376	7738	67	https://www.aikstats.se/player.php?id=67	Alexander Gerndt	Swedish association football player, played for AIK, Forward, active 2007-2007	Q5	4	Q610747	20260327210230	Auxiliary data matcher							
281288377	7738	450	https://www.aikstats.se/player.php?id=450	Thore Persson	Swedish association football player, played for AIK, Vänsterytter, active 1962-1963	Q5											
281288378	7738	1462	https://www.aikstats.se/player.php?id=1462	Abdussalam Magashy	Swedish association football player, played for AIK, Mittfältare, active 2023- ?	Q5	4	Q106463788	20260327210230	Auxiliary data matcher							
281288379	7738	378	https://www.aikstats.se/player.php?id=378	Rune "Punne" Carlsson	Swedish association football player, played for AIK, Högerytter, active 1949-1953	Q5	4	Q131357120	20260327210230	Auxiliary data matcher							
281288380	7738	237	https://www.aikstats.se/player.php?id=237	Hugo Ödvall	Swedish association football player, played for AIK, Målvakt, active ? - ?	Q5											
281288381	7738	429	https://www.aikstats.se/player.php?id=429	Bengt "Snövit" Pettersson	Swedish association football player, played for AIK, Högerhalv, active 1959-1959	Q5	4	Q126399750	20260327210230	Auxiliary data matcher							
281288382	7738	855	https://www.aikstats.se/player.php?id=855	Roberth Johansson	Swedish association football player, played for AIK, Forward, active 1995-1995	Q5	26041	Q2159386	20260328133557	Jssfrk							
281288383	7738	439	https://www.aikstats.se/player.php?id=439	Torbjörn Jonsson	Swedish association football player, played for AIK, Centerhalv, active 1959-1961	Q5											
281288384	7738	599	https://www.aikstats.se/player.php?id=599	Robert "Verro" Veronese	Swedish association football player, played for AIK, Höger mittfältare, active 1975-1989	Q5	4	Q28474604	20260327210230	Auxiliary data matcher							
281288385	7738	397	https://www.aikstats.se/player.php?id=397	Bertil "Berra" Johansson	Swedish association football player, played for AIK, Högerinner, active 1952-1954	Q5	4	Q24285959	20260327210230	Auxiliary data matcher							
281288386	7738	243	https://www.aikstats.se/player.php?id=243	Nils Thysell	Swedish association football player, played for AIK, Målvakt, active 1927-1929	Q5											
281288387	7738	676	https://www.aikstats.se/player.php?id=676	Nils Boström	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288388	7738	32	https://www.aikstats.se/player.php?id=32	Joen Averstad	Swedish association football player, played for AIK, Forward, active 2005-2006	Q5											
281288389	7738	458	https://www.aikstats.se/player.php?id=458	Björn Eriksson	Swedish association football player, played for AIK, Forward, active 1966-1966	Q5											
281288390	7738	1123	https://www.aikstats.se/player.php?id=1123	Torsten Rosenberg	Swedish association football player, played for AIK, , active ? - ?	Q5											
